Job_Title,Company,Location,Job_Position,Job_Type,Salary Min,Salary Max,Job_Description,Tag
Auto Parts Purchasing Specialist (Team Lead),Thaivivat Insurance Public Company Limited,"Din Daeng, Bangkok",Other,Full time,,,"Responsibilities: Develop sourcing strategies to identify opportunities directed at achieving competitive prices or cost reductions Continuously define the supply base with the customer to ensure the right suppliers are furnishing the correct products Evaluate and improvement working flow, system, procedure of purchasing Setting budget and handle cost reduction activities Works closely with suppliers to ensure quality and continuity Perform all other duties as required by management Qualifications: Bachelor’s degree or higher in any related fields At least 5 years’ direct experiences in purchasing, procurement or sourcing with various industries Have 3-5 years of experience as team management Able to negotiate and analyze of breakdown price Quick learner, high responsibility, and excellent in communication skill",Insurance & Superannuation
นักกายภาพบำบัด,"Siam Wellness Group Public Co., Ltd.","Pathum Wan, Bangkok",Claims,Full time,,,ความรับผิดชอบหลัก ( Key Responsibilities) ให้บริการทางด้านการยืดกล้ามเนื้อและการใช้เครื่องมือทางด้านกายภาพ เพื่อบำบัดและผ่อนคลาย ให้แก่ลูกค้าที่เข้ารับการบริการ แนะนำให้คำปรึกษาลูกค้าด้วยเทคนิคกายภาพบำบัด วินิจฉัยและให้ข้อมูลเกี่ยวกับการยืดกล้ามเนื้อเพื่อบำบัดและผ่อนคลาย แนะนำให้คำปรึกษาลูกค้าด้วยเทคนิคกายภาพบำบัด งานอื่นๆ ตามที่ได้รับมอบหมาย คุณสมบัติประจำตำแหน่ง ( Job Specifications) เพศหญิง / เพศชาย   อายุ 22 ปีขึ้นไป จบการศึกษาระดับปริญญาตรี สาขากายภาพบำบัด หรือสาขาอื่นที่เกี่ยวข้อง ยินดีรับนักศึกษาจบใหม่  และผู้ที่ยังไม่มีใบประกอบวิชาชีพ มีความรู้ ความชำนาญในทักษะวิชาชีพด้านกายภาพบำบัด บุคลิกภาพดี รักงานบริการ สามารถสื่อสารภาษาอังกฤษ ระดับพื้นฐานได้,Insurance & Superannuation
Underwriter/เจ้าหน้าที่พิจารณารับประกัน,Samsung Life Insurance (Thailand) Public Company Limited,"Huai Khwang, Bangkok",Other,Full time,,,"Responsibilities: 1. Performing underwriting functions for medical and non-medical cases/result according to company’s policy and guidelines and provide underwriting support to all distribution channels. 2. Understand the recent risks which impacted to the company’s operating result, can selected for suspected case, especially for Money games, and any kind of fraud. 3. Advice in order to strengthen work efficiency, good morale, and teamwork. 4. Communication and coordinate with internal and external customer in order to ensure work completion smoothly and successfully. 5. Acquire and improve own knowledge and skills from both internal and external sources to ensure your own work’s quality and continuous improvements. Qualification: - Bachelor’s degree in medical science as Nurse, Medical Technology, or other medical field related. - Minimum 3-5 years of experience in underwriting or insurance business. - New Graduation are welcome.",Insurance & Superannuation
Actuary/เจ้าหน้าที่คณิตศาสตร์ประกันภัย,Bangkok Insurance Public Company Limited,"Sathon, Bangkok",Actuarial,Full time,,,หน้าที่ความรับผิดชอบ ศึกษาค้นคว้า และวิเคราะห์ข้อมูลทางสถิติต่างๆ เพื่อนำมาประกอบการคำนวณเบี้ยประกันภัย คำนวณเบี้ยประกันภัย สำหรับความคุ้มครองใหม่ เพื่อขออนุมัติจาก สำนักงานคณะกรรมการกำกับและส่งเสริมการประกอบธุรกิจประกันภัย (คปภ.) คำนวณเงินสำรองทางคณิตศาสตร์ประกันภัย สำหรับกรมธรรม์ประกันภัยประเภทต่างๆ จัดเตรียมและตรวจทานความถูกต้องของฐานข้อมูล และรายงานเพื่อการวิเคราะห์ Portfolio ตามหลักการคณิตศาสตร์ประกันภัย คุณสมบัติ ปริญญาตรี/ปริญญาโท ทางด้านคณิตศาสตร์ประกันภัย หรือสาขาอื่นที่เกี่ยวข้อง เช่น สถิต การบริหารความเสี่ยง เป็นต้น มีความรู้ทางด้านการเขียนโปรแกรม SAS และ VBA จะได้รับการพิจารณาเป็นพิเศษ มีประสบการณ์ในการทำงานทางด้านวิเคราะห์ข้อมูลที่เกี่ยวข้องกับธุรกิจประกันภัย หากมีประสบการณ์โดยตรงทางด้านคณิตศาสตร์ประกันภัย จะได้รับการพิจารณาเป็นพิเศษ มีความรับผิดชอบสูง สามารถทำงานภายใต้ภาวะกดดันได้ สถานที่่ทำงาน : MRT ลุมพินี,Insurance & Superannuation
ผู้ช่วยผู้จัดการ/ผู้จัดการ ฝ่ายข้อมูลเพื่อการพัฒนาธุรกิจ,The Thai Life Assurance Association,"Sathon, Bangkok",Other,Full time,,,หน้าที่ความรับผิดชอบ ศึกษาวิเคราะห์ข้อมูลและสถิติต่างๆที่เกี่ยวข้องกับธุรกิจประกันชีวิต ประสานงานหน่วยงานในประเทศ(บริษัทสมาชิก หน่วยงานกำกับ) และหน่วยงานต่างประเทศ จัดทำข้อมูล รายงานสถิติธุรกิจประกันชีวิต รายงานภาพรวมธุรกิจประกันชีวิต (country report) ดูแลรับผิดชอบคณะอนุกรรมการคณิตศาสตร์ประกันภัย ในการนำเสนอข้อคิดเห็นและแนวทางแก้ปัญหาที่เกี่ยวข้องกับกฎเกณฑ์ด้านคณิตศาสตร์ประกันภัย เช่น อัตรามรณะ อัตราดอกเบี้ย สถิติธุรกิจ งานอื่นๆ ตามที่ได้รับมอบหมาย คุณสมบัติ วุฒิการศึกษาระดับปริญญาตรี/โท สาขาคณิตศาสตร์ประกันภัย สถิติ การประกันภัย เศรษฐศาสตร์ หรือสาขาอื่นที่เกี่ยวข้อง มีความรู้หรือมีประสบการณ์ด้านธุรกิจประกันชีวิต คณิตศาสตร์ประกันภัย หรือในสายงานที่เกี่ยวข้อง มีความรู้และสามารถสื่อสารภาษาอังกฤษใช้งานได้จริง มี Growth Mindset ทักษะความเป็นผู้นำ มนุษยสัมพันธ์ดี มีทักษะในการสื่อสารและติดต่อประสานงาน สามารถนำเสนอข้อมูล ทิศทาง แนวทางแก้ไขต่อคณะผู้บริหารได้ สามารถแก้ไขปัญหาเฉพาะหน้าและมีแนวทางแก้ไขปัญหาระยะยาว,Insurance & Superannuation
Warranty Executive,"Pacific Thai Motorsports Co., Ltd.","Suan Luang, Bangkok",Other,Full time,,,"RESPONSIBILITIES : Consultation of spare parts claims with service advisors or relevant agencies Consider and make a decision to approve claims for customers in the warranty period. Track and support vehicle troubleshooting information with central Gather claim information and submit claims to the system specified by the company. Gather spare parts and claim them, ready to be delivered to complete and correct the claim according to the claim conditions. Direct contract with the Lotus Warranty Department in the UK and China. Other tasks assigned SPECIFICATIONS AND EDUCATION REQUIREMENTS: 3-7 years’ experience in warranty claim. Good command of computer literacy Strong interpersonal skills and a positive attitude. Able to communicate in English",Insurance & Superannuation
Actuarial Pricing - Junior,Sompo Insurance (Thailand) Public Company Limited,"Bang Rak, Bangkok",Actuarial,Full time,,,"Roles & Responsibilities Assist in the development of pricing models and strategies for personal lines insurance products. Analyze historical data and trends to assess risks and support pricing decisions. Support the rate-making process including data preparation, model building, and validation. Collaborate with the underwriting and product development teams to implement competitive pricing structures. Participate in the preparation of rate filings and documentation for regulatory compliance. Provide analytical support for other actuarial functions such as profitability analysis. Candidate Specifications Bachelor's degree in Actuarial Science, Statistics, Mathematics, Economics, or a related field. Strong analytical and problem-solving skills. Proficiency in actuarial software and tools (e.g., SAS, R, Python, EMBLEM, SQL). Excellent communication and interpersonal skills. Ability to work in a fast-paced, team-oriented environment.",Insurance & Superannuation
Sales Coordinator (South Area),"SCB PROTECT CO., LTD.",Southern Region,Brokerage,Full time,,,"Roles and Responsiblities: Support and monitor team members to improve their sales performance in terms of work process and system, sales tool kits, and other related issue. Lead in planning an annual, quarterly and/or monthly regional meeting and deliver minutes of meeting and reports to all stakeholders. Act as Key point of contact between company and customers, introducing company profile and proposing products & services to our prospects in Direct channel. Answering queries, presenting the advantages or specific characteristic of product or service, offering advice and make them trust in our products and services and finally close the deal. Solve problems for clients and customers by developing innovative and tailored sales solutions. Build and maintain long term and professional relationship with clients (B2B/ B2C). Pursue new business and sales opportunities proactively including Increase customer’s satisfaction to our Service Level Agreement. Work with internal teams to answer sellers and/or customers questions and providing the customer with the requested and/or additional information. Communicate with internal and external to ensure process work properly. Preferred Qualifications: Bachelor's degree or higher in Business Administration, Marketing or related field. At least 5 years of experience as Sales Coordinator or Area sales in broker insurance business or insurance business. Proficiency with MS Office particularly Microsoft Excel and Microsoft Power Point. Strong strategic thinking & planning, presenting, and interpersonal skills with effective communication over multi-departments.",Insurance & Superannuation
Risk Management and Actuarial,Samsung Life Insurance (Thailand) Public Company Limited,"Huai Khwang, Bangkok",Other,Full time,,,"Main Responsibilities Regular evaluation of Thai RBC framework Actuarial risk assessments Forecasting models to accurately analyze potential outcomes Implement and monitor actuarial risk management tools Develop templates and databases for risk management Research in risk management methodology Minor Responsibilities Implement and monitor operational risk management tools for business units throughout the organization Develop templates and databases for operational risk management Research in operational risk management methodology Ensure proper operational risk incident reporting and follow-up on its mitigation actions Working Group of the Business Continuity Plan (BCP) Qualifications Bachelor’s degree in actuarial science, risk management, mathematics, or statistics Minimum 3 years working experience Knowledge of the insurance business is essential Strong analytical and problem-solving skills Advance in English communication Advance in excel Passing the actuarial professional exam is a plus",Insurance & Superannuation
Major Claim Assessor – Manager,Prudential Life Assurance (Thailand) Public Company Limited,"Pathum Wan, Bangkok",Claims,Full time,,,"Role and Responsibilities: Examines and review the complex cases escalated from team. Provide resolution and consultation to team, customers, group client HR, and brokers. Encourages and organizes team member to process requests within timely manner and accurately. Develops and reviews for update claim assessment standards and re-assessment guide. Qualifications: 7-10 years of experienced in claims Bachelor degree and understanding of general insurance operations and claims Knowledge of claim assessment, claims procedures and system",Insurance & Superannuation
