Jobtitle,Company,Location,Job Position,Salary Min,Salary Max,Job Description
Creative Marketing,"Extra Sunday Co., Ltd.","Pathum Wan, Bangkok",Graphic Design,Full time,25000,34999,"Responsibilities: Work with the brand team to produce new ideas for company branding, promotional campaigns, and marketing communications. Evaluate trends, assess new data and keep up-to-date with the latest marketing techniques. Assist clients in resolving issues by responding to questions in a timely and professional manner. Create and implement tailored marketing plans based on individual client requirements. Direct brainstorming meetings and creative sessions. Shape brand standards and create procedures to ensure all products are brand appropriate. Write high-engagement social media content that reflects our brand’s voice. Collaborate with Marketing, PR and Customer. Experience to develop a variety of content marketing materials. Produce error-free content that adheres to the company’s style guidelines. Simultaneously manage multiple projects with short deadlines. Qualifications : Bachelor’s degree in art, graphic design, marketing, communications, journalism and other relevant fields. A minimum of 3 years’ digital experience, particularly with, but not limited to web, social and emerging technologies. A solid understanding of design, copy and web practices. Brilliant interpersonal and communication skills. Have in-depth knowledge of brand development and multichannel marketing models. Must be a creative and strategic thinker."
Visual Merchandiser (Charles & Keith),Minor Hotel Group Limited (Minor Lifestyle),"Khlong Toei, Bangkok",Fashion & Textile Design,Full time,,,"Key Roles & Responsibilities: Creating window display, fixture and furniture in-store display that inspire customer interest and increase sales. To prepare the HQ guideline to store. To assist in providing on the job training to ensure store are able to maintain to the VM standards. To prepare and do the seasonal training. To Responsible and monitor with store VM for maintaining the VM standards. To assist and communicate with other departments. To Collaborate with local suppliers. Job Specifications: Required Skills & Knowledge Excellent organizational and multi-tasking skills Outstanding communication and interpersonal abilities Good communication in both Thai and English Creativity and commercial awareness A team player with a customer-oriented approach Education Bachelor’s Degree in Graphic Design, Interior Design Experience Minimum 1 years of experience in retail visual merchandising, graphic design, interior design Preferably background in retail/apparel/ fashion/ fashion accessories/cosmetic"
Head of Business Development,Areeya Property Public Company Limited,"Wang Thonglang, Bangkok",Architecture,Full time,,,"Job Responsibilities Developing and executing the company’s business strategies. Managing to land acquisition, market research, feasibility and financial study and government affairs. Conducting project research, project competitor analysis, handle design development process, cost control, and coordinate with outsource designers. Leading and managing a team of Architect Performing any other duties as assigned by the CEO Qualifications Master’s degree in Architecture, Civil Engineer or a related field. At least 15 years of work experience in Business Development Real Estate Industry only. Experience in the real estate business is an advantage or related business. Possess strategic thinking ability and an aggressive and strong personality. Good in communication, negotiation, and analytical skills Good command of English. Positively proactive, Innovative differentiate, Passionate to success, Collaboration, and Sense of ownership. Welfare & Benefits: Performance Bonus Provident Fund Group Insurance Dental Insurance Real Estate Purchase Discount Annual Health Checkup Buffet lunch at canteen Massage Therapy Maternity Allowance Hospital Gift Basket Funeral Allowance Housing Loan Nursing Room / Doctor / Nurse"
Senior Civil / Structural Engineer (Design),Chuchawal - Royal Haskoning Ltd.,"Vadhana, Bangkok",Industrial Design,Full time,,,"Qualifications: University degree (Bachelor or Master) in Civil , Structural or Soil Engineering. At least 5 years of working experience in Civil & Structural design work. Able to prepare cnceptual design, bidding and construction drawings of RC and steel structures. Able to use analysis and design softwares. Able to prepare of calculation and drawing packages in English. Experience with international codes/standards UBC, AISC, ACI, LRFD and BS standards is advantage. Able to Co-ordinate with another disciplines: M/E, Architectural, clients and vendors. Good Human Relations and teamwork Good communication in English is advantage. Have an engineer license. Thai nationality only. Benefits: Competitive benefits package. Fringe benefit such as Medical Fee etc. Bonus Work for 5 days  (Mon - Fri) Interested persons please send an application letter with your CV and a recent photograph by ""Apply Now"" Human Resource Department Chuchawal-Royal Haskoning Ltd. 219/25 Asoke Towers, 8th Floor, Sukhumvit 21 Sukhumvit road, Klongtoey-Nua, Wattana, Bangkok 10110 Tel. 02-2591186 / Fax. 02-260 0230 For more information, please visit: http://www.chuchawalroyalhaskoning.com"
Graphic Designer / UI Designer (Product Business),"Maxbit Digital Asset Co., Ltd.","Huai Khwang, Bangkok",Web & Interaction Design,Full time,,,"Job Descriptions: We are seeking a talented Graphic Designer to join our Products Development team. The ideal candidate will be responsible for creating visually appealing designs that communicate our brand message effectively. From concept to execution, the Graphic Designer will collaborate with the marketing team to produce various design assets for digital and print media. UI Designer will be responsible for creating intuitive and visually appealing user interfaces for our digital products. This role involves collaborating closely with cross-functional teams to design user-centric interfaces that enhance user experience and align with our brand guidelines. • Conceptualize and design marketing materials such as banners, brochures, social media graphics, and advertisements. • Design user interfaces for web and mobile applications, ensuring a seamless and engaging user experience. • Collaborate with UX designers, product managers, and developers to understand user needs and translate them into functional designs. • Create wireframes, prototypes, and mockups to illustrate design ideas and user interactions. • Maintain brand consistency across all platforms and campaigns. • Stay updated on industry trends and incorporate innovative design techniques. Requirements: • Proven experience as a Graphic Designer / UI Designer or similar role. • Proficiency in graphic design software such as Adobe Photoshop, Illustrator, and Figma. • Strong portfolio showcasing creative designs and projects. • Excellent communication and collaboration skills. • Strong communication skills and ability to collaborate effectively with cross-functional teams. • Up-to-date knowledge of industry trends and design standards in UI/UX. Click Here: Maxbit Candidate Privacy Notice [link removed]"
Graphic Designer and Content Creator/นักออกแบบกราฟฟิค และพัฒนาคอนเทนต์,"The Waffle Supply Co.,Ltd",Samut Prakan,Graphic Design,Full time,,,QUALIFICATION สามารถใช้งานโปรแกรม Illustrator (Ai) และ Photoshop ได้เป็นอย่างดี มีความคิดสร้างสรรค์ เรียนรู้และตามเทรนอยู่เสมอ สามารถจัดทำ วางแผนงานได้ มีความรู้ด้านการออกแบบเว็บไซต์ เข้าใจ Corporate Identity หรืออัตลักษณ์ของแบรนด์ มีความเข้าใจในสินค้า และกลุ่มลูกค้า สามารถรีทัชภาพได้ มีทัศนคติที่ดี มีความคิดเชิงบวก ปรับตัวในการทำงานกับทีมได้ดี JOB DESCRIPTION ดูแลสื่อช่องทางออนไลน์ของทางบริษัทฯ ออกแบบสื่อออนไลน์ และออฟไลน์ ออกแบบงานกราฟฟิคที่ได้รับมอบหมาย คิดรูปแบบ และออกแบบคอนเทนต์ให้เข้ากับ CI แบรนด์ ผ่านทางช่องทางออนไลน์ต่างๆ ออกแบบแพ็คเกจสินค้า ดูแลเว็บไซต์
Graphic Designer,MI 6 Bangkok Company Limited,"Bang Kapi, Bangkok",Graphic Design,Full time,,,"Job Description : Strong experience in Creative & Design. Creation and production of artwork for multiple Client accounts in events agency. Able to create world class, international standard graphic work, ads and communication material. Work with a team of 3D/2D graphic designers to deliver quality images and key visuals. Qualifications : Bachelor's Degree in Graphic Design, Communication art or other related fields 1-2 years of working experience in graphic designer Proficiency in design programs, including Adobe Photoshop, Adobe Illustrator or other related programs. Good or excellent skills in Graphic Layout, Retouching, and finish Artwork Deadline-conscious and deadline-driven Creative, Responsible, Open-Minded and Self-Learning **Portfolio required**"
Graphic Design,"GRAVITY GAME TECH CO., LTD.","Vadhana, Bangkok",Graphic Design,Full time,20000,29999,"โปรดระบุเงินเดือนที่คาดหวัง หน้าที่รับผิดชอบ ออกแบบ Banner, Image และนำเสนอ Content ต่างๆ ของแพลตฟอร์มของบริษัท สร้างสรรค์ ออกแบบผลงานที่น่าสนใจ และดึงดูดความต้องการของผู้เล่น ประสานงาน กับทีมอื่นๆที่เกี่ยวข้อง คุณสมบัติผู้สมัคร ไม่จำกัด​วุฒิการศึกษา สามารถใช้เครื่องมือในการออกแบบพื้นฐานเช่น Photoshop, Illustrator ได้ มีความคิดสร้างสรรค์ ในการออกแบบผลงานให้ทันสมัย และทำงานเป็นทีมได้ มีความรู้เกี่ยวกับ เกมออนไลน์ หรือ การ์ตูน หากมีความรู้เรื่อง Ragnarok Online (จะพิจารณาเป็นพิเศษ) หากสามารถวาดรูปหรือออกแบบ ได้ (จะพิจารณาเป็นพิเศษ) *ให้ผู้สมัครทุกคน ส่งผลงานนำเสนอผ่าน Portfolio Our Benefits: Bonus Provident Fund Birthday Leave Life / Accident Insurance Flexible Time Working day: Mon - Fri Office Location: Sermmit Tower - Near BTS Asok, MRT Sukhumvit"
Graphic Designer/กราฟฟิคดีไซด์เนอร์,"WE MAKE GOOD STUFF CO., LTD.","Ratchathewi, Bangkok",Graphic Design,Full time,,,"JOB RESPONSIBILITIES: Location : We Make Good Stuff Company อาคารธนภูมิ ถนนเพชรบุรีตัดใหม่ หน้าที่ความรับผิดชอบ ออกแบบชิ้นงาน ทั้ง online และ offline เช่น Sales and Promotion Material สำหรับ in Stores และ in mall media อาทิ เช่น ( Poster, Standee, Signage ) ออกแบบสินค้า New Product และ Packaging ต่างๆ ของแบรนด์ ทำงานภายใต้โจทย์ และ Cl ของแบรนด์ โดยการทำงานร่วมกับทีมงานทั้งภายในและ ภายนอกองค์กร อาทิ ทีมฝ่ายการตลาด , ทีมฝ่ายขาย , ทีม Merchandising, ทีม E Commerce/Online, VM, Studio และ Supplier ต่างๆ ออกกองถ่าย และรับผิดชอบการถ่ายงานใน production , ออกแบบภาพงานก่อนถ่าย  นำเสนอ execution , ภาพการวาง lay out จนถึง การปิด artwork ส่งผลิตชิ้นงาน มีความรู้ ความเข้าใจงานด้านการออกแบบ โดยสามารถออกแบบนำเสนอชิ้นงานใหม่ และพัฒนาแบบงาน ตามสื่อช่องทางต่างๆ สามารถทำ retouch และ ตัดต่อไฟล์วีดิโอ เบื้องต้นได้ คุณสมบัติ ระดับการศึกษาปริญญาตรี สาขาที่เกี่ยวข้อง เช่น Graphics Design, Visual Communication Arts มีประสบการณ์ทำงานขั้นต่ำ 2-3 ปี ขึ้นไป โดยงานที่เกี่ยวข้อง Fashion Retails, Advertising Agency หรือ งานออกแบบในหน่วยงานต่างๆ มีความรู้ ความสามารถการใช้โปรแกรมออกแบบ ได้อย่างชำนาญ  และสามารถตัดต่อ VDO ขั้นพื้นฐานได้ จะพิจารณาเป็นพิเศษ มีความคิดสร้างสรรค์ มีแนวคิดในการออบแบบที่สดใหม่ ไม่จำเจ และพร้อมที่จะทำงานภายใต้กรอบและข้อจำกัดของแบรนด์ สามารถรับผิดชอบการออกกอง  การถ่าย Photoshoot โดยมีหน้าที่ควบคุม ตรวจสอบ ความถูกต้องของสินค้า Concept และ Mood and Tone ในการถ่ายงาน มีทัศนคติที่ดี กล้าคิด กล้าตัดสินใจ และแก้ปัญหา มีความรับผิดชอบ ละเอียดรอบคอบ และสามารถจัดลำดับความสำคัญได้ดี PROFICIENCY Photoshop Illustrator Video editing & other design applications are an added bonus Fairly good written and verbal communication skills in English Ability to think laterally when following up on design briefs Producing contents which focuses on social media and e-commerce Creative flair, originality & strong visual sense Independent on graphic designing processes Motivated and shows good initiatives to explore on design options Attention to detail Work smart to deliver the best results on time JOB REQUIREMENT 2 years & above Working in creative related field Fairly good written and verbal communication skill in English. Ability to think laterally when following up on design briefs. A thinking creative. Conceptual. An excellent executor. Eyes for details. Think beyond graphic design. Brings fresh approach to the brand. Organized and a plus to have management and process skill set are appreciated to maintain work flow and order."
Sales Designer (Kvik Chiang Mai Showroom)/เจ้าหน้าที่ฝ่ายขาย (Sales Designer),Kvik Chiang Mai,Chiang Mai,Architecture,Full time,16000,24999,"Job Description Identifying customer needs and advising on products to best fulfill customer requirements Providing first class product knowledge and technical information on products Building relationships with customers by providing a consultative sales approach Delivering the highest levels of customer service at all times Working within an individual section with a sales target and budget Management of orders from idea to invoice On-the-job training in modular buildings design program Qualifications Bachelor degree or higher in Architecture, Interior, Product design, Business, Marketing, Hospitality or any related fields. Good personality and good interpersonal skills Able to works with foreigners / under pressure Excellent in spoken and written English 1-2 years’ experience in related field"
Web Officer (Hybrid Working),425Degree,"Khlong San, Bangkok",Web & Interaction Design,Full time,,,"Responsibilities and Duties: Responsible for import or update products and troubleshoot website issues Maintain product categories, product attributes and make necessary updates. Work collaboratively with internal teams such as IT / Creative / Purchasing / Marketing / Content Writer / Sale Customer Service Set up promotions with tools on the Magento system. Customize the display on 425degree’s website to suit the use with the UX/UI team Work closely with developers to test the website and systems. Support Sales Customer Service team by taking care of customer website usage problems and updating product information on the website page. Works 5 days a week from 10.00 – 18.00 . Qualifications: Experienced in Magento, Webmaster, E-Commerce or related fields 0-1 year (New Graduates are welcome) Bachelor’s degree in IT, Computer science, IT Business or related fields. Knowledge in Backend system, Operation process, E-commerce. Knowledge about iPhone / Smartphones / Gadgets / IT / Headphones Able to manage time and schedules effectively. Strong attention to details with an analytical mindset and outstanding problem-solving skills. Ability to troubleshoot website issues in a fast-paced environment. Good communication skills. Welfare: Full time, 5 days a week, with flexible scheduling (office open 6 days a week, public holidays) Social Security Medical Insurance Annual Leave 16 Days/Year Annual Salary Increasing Plan Annual Bonus Employee discount for 425degree store"
Packaging Development (Senior Executive/Assistant Manager/ Manager),"SSUP HOLDINGS CO., LTD.","Ratchathewi, Bangkok",Industrial Design,Full time,,,"The ideal candidate should: - Be fluent in business English for communicating with overseas suppliers - Have experience working with suppliers for printed paper/ stickers and plastic bottles/ tubes/ cases before - Understand packaging quality testing and evaluation criteria - Be able to manage project timeline and coordinate with multiple internal and external parties (e.g. product development team, packaging designers, supplier, QA/QC, purchasing) - Be able to develop cost savings plan - Be able to analyze competitors' packaging and suggest improvements for our packaging The candidate who has experience with sustainable/ recycled material sourcing for cosmetics and personal care products will be especially considered."
PRODUCT DESIGN & EXECUTION TEAM LEAD,Asset World Corp Public Company Limited,"Sathon, Bangkok",Industrial Design,Full time,,,"Responsibilities Responsible for asset (merchandise) in co-ordination with sales operations and shop management for all current shops, new coming shops and online shop Select and evaluate the item preparation approach for each existing asset (merchandise) and new transferring asset such as do general cleaning, repair, refurbish, re-design, charity or dispose etc. Able to do the product design (redesign the 2nd hand products to new products) Calculate the cost estimation for redesigned products with outsources (propose solutions and investment) Propose the reasonable selling price for merchandise with cost calculation included (ie warehousing, redesigning, etc) Support procurement process for sourcing / verifying vendors and define preparation scope Coordinate with inhouse teams or outsource teams to develop the E-commerce Website in scope of merchandise and product content Initially allocate the stock to each shop and warehouse Plan (lay-out) for shop expansion with forecast expenses. Coordinate with Asset Control Teams, Warehouse and Planning & Logistic Teams to achieve the most effective working process for all Navigate the complex nature of the property market. Plan & lead the strategy of sourcing, approaching, and screening the potential tenants/customers and businesses, and determine their needs and wants for the property, as well as their economic viability (Reutilization channel) Build and preserve favorable & strong relations with the tenants and agency, contribute to a positive atmosphere in the office and portray a positive image of the company in the activities Qualifications Bachelor ’s degree or higher degree in Business Administration with a plus in certificate of Interior Design, Products Design or any Design related At least 6 years of experience in Retail Business with additional knowledge or relevant in Interior Design or Product Design (Prefer in Home Decoration Products) Good written and spoken English Proficient at product planning and merchandising In-depth merchandising knowledge of Retail market industry Excellent interpersonal skills"
Game Designer,ADIUS GAMING COMPANY LIMITED,"Bang Khen, Bangkok",Graphic Design,Full time,,,"Job Description Work with Design, Development, and Business teams to identify features, content and initiatives to achieve project goals, ensure player satisfaction and overall game health. Work with Development and Business team members to identify, prioritize, assign and evaluate design work. Collaborate with Development and Design teams to create clear and concise design documentation and support design work in multiple projects. Find practical solutions for adding functionality into a successful game without sacrificing fun or quality for players. Grow and oversee external designers, providing guidance and feedback on design. Help to drive alignment across multiple game design and product stakeholders and guide implementation efforts. Qualifications 1 years of game design experience. Expertise in game development tools and engines, especially Unity. Experience designing content to support liveops, game systems, and narrative needs. Excellent creative, analytical, with an ability to write detailed design documentation. Design and implementation experience with game features that focus on open-ended player creativity. Comfortable with multiple stages of development, from pre-production through live service. Welfare Benefits Holidays entitlement Social security Workplace perks such as recreation activities including yearly travel in country and abroad Bonus New year’s party Birthday’s party Training program (Brings all employees to a higher level and have similar skills and knowledge) Activity and company clubs such as traveling club, badminton club Good quality office equipment Health insurance Overtime wage Company credit union and provident fund Flexible time Marriage and Ordination Allowance Free food (offering every meal, snacks and coffee, etc) Gym Pool table and chess Emphasis on working like an international organization There are clear career paths and an opportunity to become an owner business in the future."
Designer / Senior Designer (Kitchen & Wardrobe),Chanintr Living Ltd.,"Vadhana, Bangkok",Interior Design,Full time,,,"Responsibilities Support Sales Team to develop design solutions Research concepts and material to support the team on concept development Create mood boards to communicate design concepts to clients Create preliminary design schemes, either by hand sketch or by CAD Select furniture, finishing, and equipment ( if request ) Work within timely schedules Be responsible for the coordination / production of AutoCAD based drawing/documentation packages and Word/Excel based schedules Prepare and participate in client meetings Requirements Bachelor's degree in Interior design/Architecture preferred At least 0-2 years' experience in Hi-end residential or hospitality projects Strong command of English Proficient and skilled operator in AutoCAD, 3D Max and Photoshop Strong in conceptual design stage Strong in detailed design Proficient in hand drawn sketches Able to manage and deliver projects on time"
[O2] Creative and Graphic Creator | 1 Position | 1 - 3 Years of Experiences...,"GO Corporation Co., Ltd.","Vadhana, Bangkok",Graphic Design,Full time,20000,29999,"https://gocorp.notion.site/Marketing-Creative-Designer-Jan-2024-94ab0eda6d314d9c99d2cadc45965bc6?pvs=4 ขอบเขตงาน ทำงานกับทีมฝ่ายแบบ และมาเกตติ้งเพื่อทำงาน Graphic/Illustration/Marketing Materials ต่าง ๆ ใช้งานโปรแกรม Canva/Illustrator ได้ คุณสมบัติ วุฒิการศึกษา ปวส.-ป.ตรี ประสบการณ์ 1 - 3 ปีขึ้นไป เงินเดือน สวัสดิการ และสถานที่ทำงาน ทำงาน Hybrid กับออฟฟิศที่อโศก เงินเดือน 20,000+ บาทขึ้นไป (ต่อรองได้ตามความประสบการณ์และความสามารถ)"
Packaging Engineer,Lixil (Thailand) Public Company Limited,"Khlong Luang, Pathum Thani",Industrial Design,Full time,,,"VC Installation and Packaging Engineer The individual works in partnership with ASEAN region marketing managers to understand required fittings product in order to meet market needs with “seeds” and finalized product specifications. He/she is responsible for managing product development process as well as being a bridge with Japan and China to chare products, technologies, information and resources. Job Location : Rangsit, Thailand Key Success Factors Team player and team spirit With good initiative and proactive Can work independently, dependable Speed to action and good implementation Good analytical skills Expertise in using design graphics software Overview of Functions and Responsibilities Main focus of function is on conceiving new designs and the preparation of packaging for new VC products, installation manuals and templates that will conform to standards, cost and timeline for new product launch while exercising the commonalities of designs, format and maintaining the standardization scheme for cost economics. Preparation of installation manuals for new VC products including review for existing products to maintain the approved standard format in Thailand and across the region. Details of Job Responsibilities Prepares packaging designs, installation manuals, templates and their artworks for new VC products, review them with superiors prior to actual execution while ensuring that commonality scheme is followed. Coordinates with Customer Care teams for the verification of the installation procedure and secure their concurrence prior to finalization of the manual. Coordinates with Purchasing team for all related cost of the new packaging and get final agreement from all concerned. Prepares related information of the new products and fully coordinates with Mfg on actual product testing of the packaging. Identify, verify and evaluates existing packaging that can be used as common design for new product to maintain the standardization objectives and for cost economics. Coordinates with QA for the reliability test result of the new carton packaging, secure results. Investigate and find out all existing carton design, packing method and reliability testing. Ensure that they comply with country standards, specifications and tolerance. Creates prototypes models for evaluating new concepts, demonstrates feasibility and reduce risk. Support other teams including the region for any data or document they need in relation to packaging, templates and installation manuals. Initiates new idea for packaging, materials, usage, cost savings and quality Perform FMEA for packaging designs and installation procedure. Ensures that approved packaging designs, templates and installation manuals are registered in the system through DCC (Document Control Center) Requirements With at least 3 years in experience working with packaging companies or related with sanitary wares business Graduate of any engineering field or Fine Arts, Architecture with major on ceramic designs. Knowledge in ceramics or sanitary wares is a plus point. Good command of English, conversational and writing skills Computer literate on MS office and knowledgeable on using Adobe Illustrator, Photoshop, Rhinoceros and other related graphic software. Knowledge in ACAD, Pro-E is a plus factor"
In-Store Visual Merchandiser,Hermes Thailand,"Pathum Wan, Bangkok",Fashion & Textile Design,Full time,,,"Key Responsibilities: Visual Merchandising Execute In store Visual Merchandising as per VM guidelines Planning: Monthly VM schedule based on store performance, MOS, Incentive programs and Calendar events Create and Execute VM for all metiers, and creatively create cross VM opportunities For busy trading period to maintain the general environment of the stores where necessary Support selection of products for window change Managing all PLV orders Training Provide training and standards guidance on Visual Merchandising to store staff on a regular basis. Responsible for training store staff on correct use and maintenance of all VM tools. Provide guidance to Store Management on fixture and/or lighting needs. Retail Events & In Store Animations Work with Communications Team, Merchandise Team & Operations Teams to support visual merchandising initiatives, retail events and in-store animations. Support store refurbishments and other VM related Projects. Reporting Provide regular reports and in-store photographs to maintain ongoing, regular communication regarding visual merchandising progress, best practices, challenges or other responses to strategic business needs. Regular VM reports, linking VM to performances/Sales and traffic Submission of any VM reports or information as requested by the Region or Paris Requirements & Capabilities: At least 2 years of relevant experience in high-end fashion, luxury industry or in similar capacity Passion in retail industry with good selling skills Likes fashion and appreciates quality products Fluent in English.  Additional languages spoken is a plus. Must be a good team player, pleasant, service oriented with good communication skills Basic computer skills"
"UX UI Designer for Website, Web Application, Mobile Application/UX UI...",Hongthong Group,Nakhon Pathom,Web & Interaction Design,Full time,30000,34999,"At least 3 years of experience as a UI developer, UX designer, or similar role Get requirement from product users and design Website, Web Application, Mobile Application as requested Ability to give consultation with users to enhance UX/UI design based on Design Thinking, Design Sprint and Lean UX concept Collaborate with web developers and programming team for deep integration Creating user-friendly designs and collecting based on user feedback Collaborating with the product, engineering, and management teams Identifying/troubleshooting UX problems Proficient UX/UI design application (Figma) Highly Consideration Experienced in Dart language Experienced implementing Flutter 3.x eCommerce Project"
"Luxury Hospitality Design (Interior, Graphic, Lighting, CAD Drawings)...","Greymatters (Thailand) Co., Ltd.","Vadhana, Bangkok",Graphic Design,Full time,,,"Overview We are an expanding and award winning International Design Agency with over 50 Team Members regionwide. We are seeking a several talented and professional Designers, to integrate within our Hospitality Design team in greymatters Bangkok Studio. Interior Design Department Interior Designer (International and Local applications are Welcome) Senior (10+ Years of Experience) Interior Designer (4+ Years of Experience) FF&E Designer (Only Local preferred) Junior (New Graduate and No Experience are Welcome) CAD Department (Only Local preferred) CAD Manager (10+ Years Experience (with certificate is a plus)) CAD Production (5+ Years Experience (with certificate is a plus)) Lighting Design Department Lighting Designer (New Graduate and No Experience in 'Lighting Design' are Welcome) Branding and Creative Services Department Junior Graphic Designer (1-3 Years Experience) Senior Graphic Designer (5-7 Years Experience) Education Minimum Tertiary related qualification (BA, BSc, MA, MBA) in Design/Architecture and/or related discipline Experiences, Knowledge and Skills Proven experience and exposure to Luxury Hospitality design across both urban and resort properties Possess adequate knowledge of Microsoft Office, In-design, Photoshop, AutoCAD, and Sketch up Any proven certificates of related skills an advantage Written and Verbal Language Skill English: Fluent communication of written and spoken English (Mandatory) Other languages an advantage Exposure A demonstration of a 'passion for Hospitality Design' would be considered a pre-requisite Proven leadership skills with evidence of delivered, 'end-to-end' Hospitality Projects (for Senior and higher level)"
Draft Man/Autocad,Z34 Haus Co. Ltd.,"Chom Thong, Bangkok",Interior Design,Full time,30000,44999,"interior fit out work for world class luxury brand project coordination with client, consultants and suppliers produce shop drawing"
Graphic Designer/กราฟิก ดีไซน์เนอร์,"B&A DESIGNWORK Co., Ltd.","Chatuchak, Bangkok",Graphic Design,Full time,,,"We are looking for a graphic designer to create engaging and on-brand graphics for a variety of media. Responsibilities Conceptualizing visuals based on requirements Creating images and layouts by hand or using design software Experiment and analyze graphics across various media Requirements Bachelor’s degree in graphic design or related field. Experiences : 0-4 Years Understanding of graphic design principles and ability for producing media work Demonstrable graphic design skills with a strong portfolio. A strong eye for visual composition. Effective time management skills and the ability to meet deadlines. Proficiency in Design programs : PS, AI, INDD Understand and have experience in VDO & Motion graphic will be advantage"
Senior Graphic Design Officer,"Bertram (1958) Co., Ltd.","Lat Phrao, Bangkok",Graphic Design,Contract/Temp,,,"Working Location: Soi Ladprao 80 Responsibilities: Create and develop artworks for printing, communication material (Digital based) Coordinate and discuss creative aspects with other team members. Develop idea based on understanding insight customer, what’s customer want and need. Work swiftly under tight timelines and deliver creative contents that fit the right target. Use the appropriate colors and layouts for each graphic. Support marketing materials. Ensure final graphics and layouts are visually appealing and on-brandand Proof. Qualifications: Bachelor’s degree in communication artor related fields. 3 - 5 years working experience in Graphic Design. Ability to interact, communicate and present ideas to non-designers. Good team player with high level of flexibility and responsibility. Highly self-motivate and self-directed. Proficiency in design programs, including Photoshop, Illustrator, and etc. Able to work at the office as specified by the company. สวัสดิการ สิทธิประโยชน์อื่นๆ นอกเหนือที่กฎหมายกำหนด สมดุลชีวิต & การทำงาน Flexible working hours Welcome Set 1 ชุด ส่วนลดค่าเช่าจักรยานและอุปกรณ์ที่สนามปั่นจักรยานเซียงเพียวไบค์ปาร์ค 50% สำหรับพนักงาน สิทธิการเข้าใช้สนามปั่นจักรยานเซียงเพียวไบค์ปาร์คฟรีสำหรับพนักงาน และ ส่วนลด 50% สำหรับผู้ติดตาม ผ่อนซื้อจักรยาน 0% ส่วนลดซื้อผลิตภัณฑ์ฯลฯ เงินออม & ค่าครองชีพ การจ่ายเงินโบนัส การจ่ายเงินสะสมเข้ากองทุนสำรองเลี้ยงชีพให้พนักงาน การจัดทำประกันสุขภาพ ค่ารักษาพยาบาลสมาชิกครอบครัว การตรวจสุขภาพประจำปี การฉีดวัคซีนไข้หวัดใหญ่ประจำปี แจกยูนิฟอร์มพนักงานประจำปี กระเช้าเยี่ยมสำหรับพนักงานเจ็บป่วยและคลอดบุตร เงินช่วยเหลือค่าทำศพกรณีพนักงานเสียชีวิต ฯลฯ พัฒนาศักยภาพ การจัดฝึกอบรมภายในให้ความรู้ด้านต่างๆ การจัดส่งพนักงานไปอบรมภายนอก การสัมมนาประจำปี ฯลฯ"
Graphic Designer,KWI Public Company Limited,"Sathon, Bangkok",Graphic Design,Full time,,,"About Us KWI Public Company Limited by its subsidiary is determined to develop a business ecosystem in life insurance, general insurance, asset management and property development where synergies are being created to offer clients holistic products and services with the customer-centric philosophy. Key Responsibilities Develop all visual assets and bring the personality of the brand to offline media, while maintaining brand standards. Generate clear ideas and concepts for graphic design projects and ensure all graphic design deliverables are provided to stakeholders. Create content for digital media platforms according to branded platform guidelines and ensure brand consistency across all digital media channels. Understand marketing initiatives, strategic positioning, and target audience and manage projects from concept to final execution within deadlines. Develop illustrations, layouts, and other designs using software or by hand. Staying up to date on the latest graphic design techniques. Job Requirements Bachelor/master’s degree in graphic design or related field. Minimum 3 years working experience in graphic designer. Proficient in InDesign, Photoshop, Illustrator, and other visual design and wire-framing tools. Creative flair, originality & strong visual sense with a strategic and analytical mindset. Service minded person with a good communication skill. Proficient in English with excellent written and verbal communication skills."
Junior Landscape,SODA (Thailand) Ltd.,"Khlong Toei, Bangkok",Web & Interaction Design,Full time,,,"Qualifications 2-4 Years full-time work experience. Strength in conceptual design and model making. Computer skills: Revit is required or being willing to learn, ACAD, Lumion, Photoshop, MS Office application and related graphic software. Good knowledge of local (Thai) and other tropical plant species; form, character, size, blooming, and growing requirements Experience with creating planting plans and other technical documentation. Design skills: ability to sketch and being able to proceed the presentation. Communication skills in English. Thai – English is acceptable. Resumes in English language only will be accepted. Please send Portfolio with examples of completed projects."
