Jobtitle,Company,Location,Job Position,Salary Min,Salary Max,Job Description
Process Engineer / Manufacturing Engineer,Kimball Electronics (Thailand) Ltd.,Chon Buri,Process Engineering,Full time,,,"Responsibilities Support PCBA manufacturing process: Wave Soldering, Selective Wave Soldering, Conformal Coating, Ultrasonic Welding, Box Build, etc. Process & Yield improvement & optimization with using Six Sigma tools e.g. DOE or other statistical techniques. Provide technical expertise to support product Design For Manufacturing (DFM). Work with customer for technical items/issues. Prepare changes, additions and modifications which will facilitate manufacturing process. Design tooling, fixture e.g. Stencil, Wave Pallets, Assembly fixtures, etc. Prepare process validation document to customer. Create/maintain documentation (Process Flow FMEA, Control Plan & Work Instruction) to support production. Productivity Improvment Qualifications Bachelor's degree in engineering. 2-10 years’ experience in PCBA and Box Build process e.g. Wave soldering, Selective wave soldering, conformal coating, Ultrasonic Welding, Box build, etc. Experience in Plastic assembly, Mechanical Assembly, Box Build are advantage. Good attitude. Six Sigma knowledge is an advantage. Experience in Automotive & Medical Device requirement is an advantage Good command of both spoken and written English. Able to use Minitab. Able to work under pressure. Successful candidates will receive an attractive salary package commensurate with experience. Please send your application together with resume of career to date, present salary and recent photo with contact telephone number by clicking on ""Apply Now"" Human Resources Manager Kimball Electronics (Thailand) Ltd. 49/45 Moo 5 Laemchabang Industrial Estate, Sukhumvit Road., Thungsukla, Sriracha, Chonburi 20230 Tel. 0-3840-1566 Ext 151 Fax. 0-3840-1566 Ext 193 Visit us at Homepage : https://www.facebook.com/kimballelectronicsthailand [link removed] , http://www.kess.keint.com/scripts/index_global.asp (Only English Resume Required!) * All applications will be accepted by mail or attached in MS. Word or PDF only."
Electrical Engineer (Solar Farm),Kaeng Khoi Power Generation Company Limited,Bangkok,Project Management,Full time,,,"Job Responsibilities: Technical discussion, negotiation, direction with Consultant/Contractor/Supplier and coordinate with internal other discipline. Review and Calculation Check various detailed design engineering deliverables (drawings and calculations of Solar BOP) with consideration of project schedule/budget, availability, reliability and performance of the Plant. Evaluate and selection of Major equipment and Solar /Solar+ battery Project performance. Review typical detailed installation and BOQ, Vendor document review and evaluation including specification/data, shop inspection and test procedure including witness test at Factory of Electrical Solar BOP equipment. Provide mitigation plan for engineering issue raised during construction and commissioning activities. Job Qualifications: Bachelor’s or higher in Electrical Engineering. Minimum 3 years’ experience in work experience on engineering firm (Renewable Project design would be advantage). Experience in Grid interconnection would be advantage. Ability to travel/ work upcountry and abroad. Fluent in English both written and verbal (Minimum 750 TOEIC score). Goal-Oriented, Unity, Learning, Flexible."
Control & Instrument Engineer (Solar Farm),Kaeng Khoi Power Generation Company Limited,Bangkok,Maintenance,Full time,,,"Job Responsibilities: Technical discussion with Consultant/Contractor/Supplier and coordinate with internal other discipline. Review various detailed design deliverables on monitoring and control system for Solar PV, Battery Energy Storage System with consideration of project schedule/budget, availability, reliability and performance of the Plant. Review specification and review detailed design document including system architecture diagram, I/O points list, IP lists, logic diagram and HMI screen. Review typical detailed installation and BOQ. Vendor document review including specification/data configuration of PV controller, RTU and IT equipment including shop inspection, test procedure. Review software programming, testing and commissioning of PV controller including witness test at Factory. Provide mitigation plan for control engineering issue raised during construction and commissioning activities. Job Qualifications: Bachelor’s degree or higher in Control and Instrument Engineering, or related fields. Minimum 3 years’ experience in SCADA, PV controller, Engineering experience (preferable in Renewable Project would be advantage). Ability to travel/ work upcountry and abroad. Fluent in English both written and verbal (Minimum 750 TOEIC score). Goal-Oriented, Unity, Learning, Flexible."
Control & Instrument Engineer (Waste to Energy),Kaeng Khoi Power Generation Company Limited,Bangkok,Systems Engineering,Full time,,,"Job Responsibilities: Technical discussion with Consultant/Contractor/Supplier and coordinate with internal other discipline. Review various detailed design deliverables on monitoring and control system for Solar PV, Battery Energy Storage System with consideration of project schedule/budget, availability, reliability and performance of the Plant. Review specification and Review detailed design document including system architecture diagram, I/O points list, IP lists, logic diagram and HMI screen. Review typical detailed installation and BOQ. Vendor document review including specification/data configuration of PV controller, RTU and IT equipment including shop inspection, test procedure. Review software programming, testing and commissioning of PV controller including witness test at Factory. Provide mitigation plan for control engineering issue raised during construction and commissioning activities. Job Qualifications: Bachelor’s degree or higher in Control and Instrument Engineering, or related fields. Minimum 3 years’ experience in SCADA, PV controller, Engineering experience (preferable in Renewable Project would be advantage). Ability to travel/ work upcountry and abroad. Fluent in English both written and verbal (Minimum 750 TOEIC score) Goal–Oriented, Unity, Learning, Flexible."
Assistant maintenance manager/ผู้ช่วยผู้จัดการแผนกซ่อมบำรุง,บริษัท สแกน อินเตอร์ จำกัด (มหาชน),Pathum Thani,Environmental Engineering,Full time,30000,44999,"Job Description: Manage, inspect and analyze operation maintenance natural gas station maintenance (Preventive Maintenance) to ensure that the system meets legal safety requirements. Respond to maintenance, fees, and contract renewals for existing customers. Manage and control process of gas filling at the mother station. Checking used parts and inventory parts. Sending gas consumption data to customers. Qualification: Bachelor's degree or Higher in Engineering or related field. At least 2 years' experience in Maintenance Engineer or related. Experience in industry energy (Gas) is an advantage. Responsible and can work under pressure well. Good presentation, communication, negotiation and interpersonal skills. Good command of verbal and written in English. Have a driver's license. Work Location :  บริษัท เครือข่ายก๊าซ ไทย ญี่ปุ่น จำกัด สถานีก๊าซธรรมชาติหลักเอกชน (สามโคก) ต. บางกระบือ อ.สามโคก จ.ปทุมธานี https://maps.app.goo.gl/UyeoEcRJXBiwwTwg9 Working Day: 6 Days per week"
Electrical Engineer (Waste to Energy),Kaeng Khoi Power Generation Company Limited,Bangkok,Electrical/Electronic Engineering,Full time,,,"Job Responsibilities: Analyze plant power generation requirements and perform electrical load calculations. Review design for select and specify electrical equipment for generators, transformers, switchgear, and control systems. Develop detailed electrical schematics, layouts, and single-line diagrams for construction and operation. Review design load flow and short-circuit studies to optimize power plant performance and stability. Review design and coordinate protective relay settings for various power plant components. Analyze fault currents and conduct time-current coordination studies to ensure selective tripping of relays. Collaborate effectively with other engineers, and project managers to ensure project success. Job Qualifications: Bachelor’s Degree or higher in Electrical Engineering or a related field. At least 5 years’ experience in power plant design, electrical system engineering, or power system analysis. Strong understanding of power plant electrical systems, including generators, transformers, switchgear, and control systems. Proficient in using electrical engineering software tools (e.g., ETAP, Power World, AutoCAD). Experience with relevant electrical codes and standards (e.g., IEC, IEEE Standards, National Electrical Code) Fluent in English verbal, written, computer, and technical communication and presentation skills, including proficiency in Microsoft Office. Experience in power generation, renewable energy, solar, hydropower, gas and infrastructure & utilities would be an advantage. Ability to travel/ work upcountry and abroad for unusual. Fluent in English both written and verbal (Minimum 750 TOEIC score). Goal–Oriented, Unity, Learning, Flexible."
Electrical Engineer (Solar PV system)/วิศวกรไฟฟ้า,"PRIME POWER CONSTRUCTION CO., LTD.","Pak Kret, Nonthaburi",Environmental Engineering,Full time,,,"ออกแบบงานระบบไฟฟ้า ระบบผลิตไฟฟ้าจากพลังงานแสงอาทิตย์ Solar Cell จัดทำตารางปริมาณงาน ปริมาณวัสดุสำหรับเสนอราคา (BOM) จัดทำ Proposal เพื่อเสนอโครงการ สำรวจพื้นที่โครงการ และนำเสนอโครงการได้ สามารถสำรวจพื้นที่โครงการ โซนปริมณฑล หรือ ต่างจังหวัดได้ คุณสมบัติผู้สมัคร จบปริญญาตรี – ปริญญาโท วิศวกรรมไฟฟ้า สาขาไฟฟ้ากำลัง หรือที่เกี่ยวข้อง มีพื้นฐานความรู้ด้านวิศวกรรม และมีความเข้าใจในมาตราฐานทางด้านวิศวกรรมไฟฟ้า เป็นอย่างดี มีความรู้ ความเข้าใจในออกแบบ และคำนวณระบบไฟฟ้าระดับ Low Voltage, Medium Voltage and High Voltage และระบบผลิตไฟฟ้าจากพลังงานแสงอาทิตย์ ซึ่งเป็นระบบไฟฟ้ากระแสตรง (DC) เป็นอย่างดี มีประสบการณ์ด้านการออกแบบ ระบบผลิตไฟฟ้าจากพลังงานแสงอาทิตย์ จะพิจารณาเป็นพิเศษ สามารถเดินทางออกไปสำรวจ โครงการ หรือ ไซต์งานต่างจังหวัดได้ มีความละเอียดรอบคอบ กระตือรือร้น มุ่งมั่น และใฝ่รู้ในงาน สามารถทำงานในสภาวะกดดันเเละทำงานเป็นทีมได้ ขับรถยนต์ได้ และมีใบอนุญาตขับขี่ ยืดหยุ่นในการทำงาน มีมนุษยสัมพันธ์ที่ดี และเข้ากับผู้อื่นได้"
Quality Engineer,"Peters Surgical International Co., Ltd.","Lat Krabang, Bangkok",Mechanical Engineering,Full time,,,"Main duties and responsibilities: Responsible to manage the non-conformity and customer complaint processes from the recording of the issues to the completion of the investigation and the implementation of the corrective actions. The scope of the non-conformity ranges from the incoming inspection to the production process up to the final quality controls. After having register the non-conformity or complaint, lead the team that will identify their potential root cause and scope. Instigate and follow-up corrective actions. Issue and follow-up CAPA. Issue customer complaint report and communicate with the quality team at the headquarters in France once the investigations are completed. Monitoring and reporting quality-related key performance indicators. Qualification: Bachelor’s degree in science or Engineering. Minimum 5 years in Quality Assurance field. Mastery of quality tools. Good command of English communication, computer literacy, able to lead a small team."
Maintenance Engineer,"Mccormick (Thailand) Co., Ltd.",Chon Buri,Maintenance,Full time,,,"Job Summary This position plays an important role to response production emergency issue and preventive maintenance program effectiveness as well as ensure engineering team to meets objective of safety, quality, GMP and standard requirement. What To Do Overview daily routine / operating / corrective action / emergencies, breakdowns, malfunctions, and other operating problems to minimize disruptions to manufacturing processes equipment and machinery Handling production engineering daily routine by coordinating with all stakeholders – All users, Safety, Quality, GMP&HACCP, BRC, standard requirement with other global teams, suppliers in term of technical details to complete the trouble issues in time and budget Support to solve the technical problems on the manufacturing processes equipment and machinery to ensures the goods delivery supply to plant production Set up the calibrate or adjust program for manufacturing processes equipment, machinery, and instruments so that it complies with specifications or instructions Controlling overall plant basic safety, sanitation, machine & structural comply to GMP & HACCP, BRC People development - develop the engineering team and train/identify training needs to the team so they can be high performance team Desired Candidate Profile 3-5 years of experience in managerial engineering team from food industry will be advantage. Bachelor’s degree in Engineering Mechanical, Electrical and Industrial. A high vocational certification with above 6 years direct experience is also acceptable. English skill is requiring for daily use at work in intermediate level. Computer skills, technical solution & engineering co-ordination, machines installation, commissioning and validation technical knowledge as well as ability to analyze and make presentations of options for management review."
Civil Engineer (Waste to Energy),Kaeng Khoi Power Generation Company Limited,Bangkok,Civil/Structural Engineering,Full time,,,"Job Responsibilities: Analyze site conditions and review geotechnical investigations to determine soil and rock properties or other effects to constructability. Review design power plant foundations, embankments, retaining walls, and other critical structures. Review on detailed civil engineering drawings, specifications, and construction plans. Assist with civil engineering aspects of procurement and material selection. Review architects design and other civil engineering issues to ensure project integration and constructability. Site layout studies to optimize land use, access, and infrastructure routing. Design review drainage systems, stormwater management plans, and erosion control measures. Coordinate with environmental specialists to ensure compliance with regulations. Job Qualifications: Bachelor’s degree or higher in Civil Engineering. At least 5 years’ experience in project engineer or engineering design Strong understanding of civil engineering principles applied to power plant structures and infrastructure. Proficient in using civil engineering software tools (e.g., AutoCAD, Civil 3D, STAAD Pro). Experience with relevant civil engineering codes and standards (e.g., ACI, AISC, IBC). Fluent in English verbal, written, computer, and technical communication and presentation skills, including proficiency in Microsoft Office. Experience in power generation, renewable energy, solar, hydropower, gas and infrastructure & utilities would be an advantage. Ability to travel/ work upcountry and abroad for unusual. Fluent in English both written and verbal (Minimum 750 TOEIC score) Goal–Oriented, Unity, Learning, Flexible."
Service Engineer,Bry Air Asia pvt Ltd.,Bangkok,Maintenance,Full time,,,"About us Bry-Air Asia (Pvt.). Ltd. is a global solution provider for complete environmental control with a specialization in: - Dehumidification and humidity control, - Gas Phase Filtration - Plastics Auxiliaries equipment like dryers etc. It has worldwide operations and customers in almost every industry. The Group has about 1500 employees and 13 plants world wide. The group specializes in Air Engineering, Environmental Control Technologies. Qualifications & experience Bachelor/Diploma of Engineering or Technology in HVAC / Mechanical / Electrical with 7-10 years of experience preferably in HVAC industry Experience: 7 to 10 Years in service, preferably in Industrial Capital Equipment or HVAC Industry Knowledge preferred: Handling the mechanical part of machine, Electrical & Electronics components like Micro controllers, PLC, HMI and good knowledge of reading the drawings of the Machine. Key Behavioral Skills: Teamplayer, Go-getter, Good Communication Good (able) to understand and communicate in English Language with HQ Highly energetic & ready for extensive travelling Spares & Service business enhancement Highest degree of Customer Centricity Tasks & responsibilities Experience in installation & commissioning of capital equipment Knowledge of PLC systems Should have HVAC industry experience with hands on experience of Air conditioning services Experience in handling AMC will be added advantage Strong Electrical & Electronics knowledge Should have knowledge of trouble shooting and good understanding of control logics & P&ID Should strive for highest degree of customer satisfaction Effectively Establish & Enhance spares & service business in Thailand Highly energetic & should be ready for extensive travelling across Thailand"
Field Service Engineer,SAP Test & Automation Pte Ltd.,Bangkok,Electrical/Electronic Engineering,Full time,,,"JOB DESCRIPTIONS: Provide service support to customers for Semiconductor Tester and Electronics Bed of Nails System installations System troubleshooting/Repairs/Upgrades Support Preventative Maintenance and Calibration of equipment Conduct Operations and Maintenance training Other in-house or on-site support task related to providing good support to customers equipment or projects. Provide feedback enabling the pro-active identification of product and business process improvements Provide timely completion of all required field documentations and reports Any other duties as required (Example, managing spares, support tracking of parts' shipment, deliveries (if needed)) POSITION REQUIREMENTS: 2 or more years of experience as a Field Service Engineer in relevant field. Fresh graduate might be considered based on aptitude, school projects relevancy and skills. Good background in Electronics , Mechanical , Electro-Mechanical engineering, Pneumatic systems etc. Good troubleshooting and problem isolating skills. Must be open and flexible to accept cross-training to manage different equipment platforms at different customer sites. Excellent character coupled with good communication (verbal and written) and good interaction skills to both colleagues and customers. Good organizational skills. Flexibility with regards to working hours, locations and conditions. Ability to work independently or in a team or unsupervised for extended period of time. Must be flexible to travel extensively to support the customer when required. Must be willing to relocate to Bangkok area for close proximity to customer plants. (Location can be discussed). Must be fluent in both written and spoken English apart from Thai. Other language skill will be an added advantage. Good knowledge of PC. Able to perform SW installation and Hardware (SSD, Video driver and Peripheral PCIE etc) Good knowledge of MS Office Suite (especially Excel)"
Mechanical Maintenance Engineer/วิศวกรซ่อมบำรุง,G J Steel Public Company Limited,Chon Buri,Maintenance,Full time,,,"Plan and control work according to maintenance plans (PM, BM, CM, PdM, Design out maintenance) in order to minimize emergency breakdowns of machines. Plan and prepare Maintenance Schedule and Daily Report and report progress of various tasks to supervisors. Planning and controlling the initial budget for machine maintenance. Assign tasks and supervise the operations of the mechanical team. and contractors in the case of hiring. Follow up the planned maintenance work, PM, verify and analyze the results for improvement. Analyze and troubleshoot Machine Break Down so that the machines are ready for use in perfect condition. Improve and develop related equipment/machines to achieve the highest efficiency of the machine. Reduce energy consumption including increasing productivity. Technical data support Mechanical engineering in the design, improvement of machinery and spare parts within the department. Provide training to educate employees in mechanical engineering related to work in the department. Provide inspection check sheet, maintenance manual, SOP, and WI for mechanical work in machines equipment and tools related. Supply of spare parts, consumables and tools used in mechanical maintenance, including stock control by coordinating with Central Warehouse. Supervise the safety in the work area and the use of personal protective equipment by the team to ensure operational safety. Coordinate in the planning of maintenance work according to the strategy and in accordance with the activities determined by the Central Maintenance Agency (EMPO) Coordinating and representing departments in operating according to the company's standard systems such as ISO9001, OHSAS18001, ISO50001 and others. Other as assigned by the supervisor. Requirements Bachelor’s degree in Mechanical Engineering Able to communicate, read and write well in English. (TOEIC: 500 up) Good use of Microsoft Office, AutoCad, Solidwork, or other mechanical engineering design programs. Has experience in mechanical maintenance work in heavy industry for 5 years and hold a position  at the supervisory level for 3 years or more."
"PCBA Engineer (PMFTH - Navanakorn, Pathumthani)/วิศวกร PCB (PMFTH -...","Panasonic Solutions (Thailand) Co., Ltd.","Khlong Luang, Pathum Thani",Electrical/Electronic Engineering,Full time,,,"Position: Engineer Level: Asst. Supervisor Work Location: Navanakorn, Pathumthani Qualifications: Bachelor’s degree in Electrical and Electronic Engineering 1-3 years experience in Engineering in electronic industrial Analytical thinking and problem solving skill Good command of English or have TOEIC score will be advantage Able to operate MS. Office Job description: Control new model for SMT line Programming NPM Chip Mounter machine Support order FCT system Programming & operation machine in SMT line Support order ICT jig fixture Prepare trouble action sheet report Paticipate in Cost down company activities *** Only short-listed candidates will be notified *** Interested candidates please send application with full English resume indicating qualifications and experiences, transcript, expected salary and recent photo to: *** Please apply through this website or email *** Thailand Recruitment Center Panasonic Group in Thailand Website: www.panasonic.com/th Facebook: www.facebook.com/PanasonicTHcareer"
Manager - Civil Engineering (Solar Farm),Kaeng Khoi Power Generation Company Limited,Bangkok,Project Management,Full time,,,"Job Responsibilities: Technical discussion with Consultant/Contractor/Supplier and coordinate with internal other discipline. Review various detailed structural/geotechnical engineering deliverables with consideration of project schedule/budget, availability, reliability and performance of the Plant. Review on structural/geotechnical construction, testing procedure, detailed installation including BOQ, Vendor document review including specification/data, shop inspection and test procedure including witness test at Factory. Provide structural/geotechnical engineering issue raised during structural construction activities. Supervise and coordinate tasks to subordinate. Job Qualifications: Bachelor’s degree or higher in Civil Engineering. At least 5 years’ Work Experience on related field. Experience in Substation/Renewable Project would be advantage. Ability to travel/ work upcountry and abroad. Fluent in English both written and verbal (Minimum 750 TOEIC score). Goal-Oriented, Unity, Learning, Flexible."
