Jobtitle,Company,Location,Job Position,Salary Min,Salary Max,Job Description
Personal Assistant to Managing Director/เลขาผู้บริหารระดับสูง,Phatra Leasing Public Company Limited,"Huai Khwang, Bangkok","PA, EA & Secretarial",Full time,,,"Responsibilities: Taking care of Managing Director's schedule / meetings / appointments and preparing related documents for meeting. Ensuring Managing Director's important tasks move along timelines and supporting key deadlines and projects. Coordinate with external and internal parties. Perform other duties or ad-hoc duties as being assigned. Qualifications: Have experience as a Personal Assistant to Executive Level at least 2 years. Good Interpersonal and Communication skills. Good in Computer skills and Digital skills. Detail-oriented, well organized, prioritizing skills, and good service-minded. Benefits: ประกันสังคม Social security กองทุนสำรองเลี้ยงชีพ ประกันชีวิต ประกันสุขภาพ ค่าทันตกรรม ตรวจสุขภาพประจำปี วันหยุดพักผ่อน 10-15 วัน/ปี โบนัส/ปรับเงินประจำปี ตามผลประกอบการ อบรมสัมมนาตามความเหมาะสม ทำงานวันจันทร์-วันศุกร์ 8.00-17.00 น. ที่ตั้งสำนักงานใหญ่ : อาคารเมืองไทยภัทรคอมเพล็กซ์ MRT สุทธิสาร"
Sales Co-Ordinator,Charoen Pokphand Foods Public Company Limited,"Huai Khwang, Bangkok",Administrative Assistants,Full time,,,"Responsibilities :- 1) Responsible for administrative work in terms of documents such as price, ordering, receiving goods and sales in all channels. 2) Coordinate with partner companies and related agencies with orders and sales 3) Coordinate with relevant departments to support sales in all channels, such as transportation, point-of-sale units 4) Prepare monthly sales by channel Qualifications: Bachelor’s Degree in Marketing, International Business, Business Administration or any related field. At least 2-3 years’ experience in Sales/ Strategy or related field for Associate Level Good communication in English Able to work on documents. Good interpersonal communication Self-motivate / Independence, good problem solving and strong in negotiation skill and presentation. Experience in international sales coordination or import goods (Will be given special consideration)"
Logistics and Warehouse Officer,Bangkok Land Public Company Limited,"Pak Kret, Nonthaburi",Administrative Assistants,Full time,16000,19999,หน้าที่ความรับผิดชอบ -             จัดทำรายงานสินค้าคงคลังประจำเดือน -             จัดทำรายการ Cost Saving -             จัดหา Supplier รายใหม่เทียบกับรายเดิม -             ดูแลและ Update ข้อมูลระบบโทรศัพท์ภายในของบริษัท -             ดูแลการใช้งาน การจองห้องประชุมของบริษัท -             ดูแลการเบิก Stationery -             ขับรถยนต์ของบริษัทพร้อมทั้งดูแล บำรุงรักษา ส่งเข้าศูนย์บริการตามรอบการตรวจเช็ค คุณสมบัติ -             จบการศึกษาระดับปริญญาตรี บริหารธุรกิจหรือสาขาอื่นที่เกี่ยวข้อง -             มีประสบการณ์ทำงานด้านธุรการ งานบริการสำนักงานหรืองานคลังสินค้า -             ใช้โปรแกรม Microsoft Office เช่น Word Excel PowerPoint ได้ในระดับดี -             สามารถขับรถยนต์ได้และมีใบขับขี่รถยนต์ -             มีทักษาด้านการบริหารจัดการ
Contract Administrator / Buyer / Purchase (1 year contract / Renewable contract),Adecco New Petchburi Ltd. (NP1),"Sathon, Bangkok",Administrative Assistants,Full time,20000,29999,"Job Description Create and amend Purchase Requisition in ERP systems on behalf of Clients upon request (with proper supporting documents) Work with Suppliers, Payables, Clients, and related parties to troubleshoot Requisitions when issues arise including complex issues troubleshooting and resolution. Follow up on progress of Purchase Requisition and Purchase Order with Acquisition Team Meet daily productivity target for Purchase Requisition Complete the Requisition by the Service Level Agreement Advise clients on information required and other inquiries for an effective requisition Maintain all documents for audit purpose in the designated locations Comply with control requirements of requisition and any other Company controls requirements such as Company’s System of Management Controls (SMC), Delegation of Authority guide (DOAG), CIMS guideline, local regulations, and handbook (if any). Administer any other PTP related activities for example, LVPO creation, accrual, JV reclassification etc. Identify/intiate potential and possible improvements for more efficiency, effectiveness, and better experience. Have clear understanding of the end-to-end process for Requisition to Pay (RtP) Qualifications: Experience of using SAP / ERP (or other) computerized maintenance management tools. Business and ethics compliance. Understanding of company expectations relating to controls, reporting and compliance Understanding and knowledge of the local country’s commercial environment, and the role of government and regulatory authorities. Ability to integrate security and community objectives into plans for Service Contracting. Budgetary reporting and analysis skills Good communication skills (oral & written) in English"
Department Manager Trainee/ผู้จัดการแผนกฝึกหัด เซ็นทรัลนครสวรรค์,Central Retail Corporation Public Company Limited,Nakhon Sawan,Administrative Assistants,Full time,16000,24999,"📌Central Food Retail📌 🔴Tops Market🔴 🔔รับสมัครผู้จัดการแผนก (DM) / ผู้จัดการแผนกฝึกหัด (DMT) 💶เงินเดือน 15,000฿-18,000& (DMT) ไม่รวมค่าอื่นๆ ปรับขึ้น 10%-20% 🔝 หลังผ่านโปร 💶เงินเดือน 22,000฿-25,000฿ (DM) ไม่รวมค่าอื่นๆ ✅คุณสมบัติ 👉วุฒิ ปวส.-ป.ตรี ขึ้นไป ⚠️หน้าที่ความรับผิดชอบ 🔸บริหารยอดขายให้ได้ตามเป้าที่กำหนด 🔸ดูแลยอดสูญเสียและวิธีป้องกันยอดสูญเสีย 🔸ดูแลและบริหารพนักงานในแผนก 🔸ดูแลและรับผิดชอบความสะอาดในแผนกตนเอง 📱ส่งเรซูเม่หรือโทร/Line: 061-154-0664 (คุณการ์ฟิวส์)"
Administrative Officer/เจ้าหน้าที่ฝ่ายธุรการและประสานงานทั่วไป,DRYCLEANONLYBKK,"Chatuchak, Bangkok",Administrative Assistants,Full time,,,Office Location: Ladprao 15 Chompol Jatujak Bkk 10300 Employment Type: Full-time Compensation: เงินเดือนขึ้นอยู่กับประสบการณ์ Working Time: Mon-Fri. 09.30am-18.00pm คุณสมบัติ มีไหวพริบสามารถจัดการงานเอกสารได้ดี *ไม่จำกัดวุฒิการศึกษา* หน้าที่รับผิดชอบ ออกใบกำกับภาษีและใบเสนอราคา จัดการสำนักงาน จัดทำจดหมาย เอกสาร หรือรายงานตามที่ได้รับมอบหมาย เช่น เปิดใบส่งสินค้าเข้าห้างสรรพสินค้า ( รับเช็ค - วางบิล ) ช่วยดูแลระบบสินค้าหลังบ้าน LINE OA แพ็คสินค้าตามออเดอร์
Sales Staff (JP) (35K–55K) (SDG-78142)/พนักงานฝ่ายขาย (ภาษาญี่ปุ่น),"RGF HR Agent (Thailand) Co., Ltd.","Bang Rak, Bangkok",Client & Sales Administration,Full time,,,"<Job responsibilities> Maintain good relationships with existing clients (Existing 100%) Coordinate with suppliers about the delivery schedule and method to clients Prepare sales documents according to salespersons such as quotations, proposals, etc. Respond to inquiries about the products from suppliers and Japanese Headquarter via phone and e-mails in Japanese Solve the problems by communicating with clients or suppliers via phone and e-mails in Japanese or English Other tasks as assigned Visit client site around 1-2 days per month (Company provides car and driver) <Necessary Skill / Experience > Bachelor's degree At least 5 years experience as a sales, sales support or logistics position in a manufacturing company. (Electric parts industry, Machine tools industry, trading company) Conversational high level of Japanese Convrsational high level of English <Preferable Skill / Experience> Working experience in communicating with Japanese Language Skill: English level : Conversational Japanese level : Conversational Workplace Area: BTS Saint Louis Working Hour: 8:00-17:00(Mon-Fri) About the Benefits: 35,000–55,000THB About the company: Product & Service:     Electronic Devices Business, etc. Business Type:          Semiconductors / Electronics / Electronic Components; HOW TO APPLY FOR A JOB, *** Please submit your resume with recent photo, your current & expected salary and reference: Sales Staff (JP) (35K–55K) (SDG-78142) *** any query regarding this Job or application method, please call Tel. 02-021-0333 689 BHIRAJ TOWER at EmQuartier, 23rd Floor, Room No. 2304-2306 Sukhumvit Road, North Klongton Sub-District, Vadhana District, Bangkok 10110 Website: www.rgf-hragent.asia and find us on Facebook: RGF Thailand"
เจ้าหน้าที่ปฏิบัติการ (ประจำหลักทรัพย์กสิกรไทย พหลโยธิน),Kasikorn Securities PCL,"Phaya Thai, Bangkok",Administrative Assistants,Full time,,,"หน้าที่ความรับผิดชอบ - บันทึกข้อมูลเข้าระบบ ตรวจสอบความถูกต้องของเอกสาร - ติดต่อประสานงาน - เปิดบัญชี และติดตามการเปิดบัญชีซื้อขายหลักทรัพย์กับลูกค้าทั้งชาวไทยและต่างชาติ - งานธุรการอื่นๆ ที่ได้รับมอบหมาย - ปฏิบัติงานวันจันทร์ - ศุกร์ หยุดเสาร์ - อาทิตย์ เวลา 08.30 - 17.30 น คุณสมบัติผู้สมัคร - วุฒิการศึกษาปริญญาตรีทุกสาขา ไม่จำกัด GPA. - มีทักษะการใช้โปรแกรม Word, Excel ได้ - สามารถใช้ภาษาอังกฤษได้ดี - ยินดีรับนักศึกษาจบใหม่ ไม่จำเป็นต้องมีประสบการณ์ ฐานเงินเดือน 13,000 บาท **ตำแหน่งงานนี้ เป็นตำแหน่งงานในสังกัด บริษัท โพรเกรส เอช อาร์ (บริษัทในกลุ่มสนับสนุนงานของ บมจ. ธนาคารกสิกรไทย จัดตั้งขึ้นเพื่อดำเนินการด้านการสรรหา และการจัดการด้านบุคลากรที่มีคุณภาพ เพื่อสนับสนุนการดำเนินธุรกิจให้กับ บมจ. ธนาคารกสิกรไทย และบริษัทในเครือ)**"
Data Analyst/,AURORA DESIGN PUBLIC COMPANY LIMITED,"Bang Na, Bangkok",Administrative Assistants,Full time,,,รายละเอียดงานและหน้าที่ความรับผิดชอบ รวบรวม บันทึก จัดการและตรวจสอบความถูกต้องของข้อมูล Big Data เพื่อเทียบข้อมูลคำสั่งซื้อกับข้อมูลการเปิดบิล วิเคราะห์ข้อมูลเบื้องต้นเพื่อจัดทำสรุปยอดขาย จัดทำเอกสารเบิกจ่ายรายการต่างๆในแผนกเพื่อประสานงานต่อกับบัญชี (เช่น ค่าขนส่ง ค่าโฆษณาออนไลน์ เป็นต้น) จัดทำและอัพเดทงบประมาณ QAF // YAF วิเคราะห์ เช็คสินค้าค้างนาน เพื่อประสานงานกับ Sales Coordinator หน้าที่อื่นๆตามได้รับมอบหมายจากผู้บังคับบัญชา คุณสมบัติ ปริญญาตรีทุกสาขา และสาขาอื่นๆ ที่เกี่ยวข้อง มีประสบการณ์ในตำแหน่ง 1 ปี ขึ้นไป
Sales Coordinator /เจ้าหน้าที่ประสานงานขาย,"Chuda Intertrade Co., Ltd.","Prawet, Bangkok",Client & Sales Administration,Full time,,,"Qualifications ระดับการศึกษา ปวส – ปริญญาตรี สาขาที่เกี่ยวข้อง หรือมีประสบการณ์ประสบการณ์ 1-3ปี สามารถใช้ program  Microsoft office ได้เป็นอย่าสามารถทำงาน เอกสาร ละเอียดรอบคอบ ทำงานอย่างเป็นระบบ ระเบีบย มีทักษะในการทำงานประสานงาน การสื่อสารที่ตรงประเด็น  เรียนรู้เร็ว กระตือรือร้น สามารถอยู่ในกฎระเบียบของบริษัทฯ Job Descriptions สนับสนุนการขาย ให้ลูกค้า เพื่อปิดยอดตามเป้าหมาย-ติดต่อประสานงาน กับฝ่ายต่างๆทั้งภายในภายนอกบริษัทฯเพื่อให้การขายสำเร็จ จัดทำใบเสนอราคาและ สเปคสินค้า ให้กับลูกค้าตามที่ได้รับมอบหมาย จัดทำใบสั่งขายเพื่อส่งต่อให้ฝ่ายที่เกี่ยวข้อง จัดเตรียมและดูแลเอกสารของฝ่ายขาย รวมทั้งทำประวัติลูกค้า ช่วยจัดเตรียมของตัวอย่างเพื่อนำไป present ให้ลุกค้า ออกไปหน้างานกับ sale เป็นครั้งคราว ช่วย sale ติดต่อประสานงานกับลูกค้าใน ปัจจุบัน และ ลูกค้าที่ ขาด การสั่งซื้อไป สวัสดิการ: ประกันสังคม ประกันอุบัติเหตุ โบนัส (ตามเงื่อนไขของบริษัท) มีการอบรบ เพิ่มศักยภาพในการทำงาน งานเลี้ยงสังสรรค์ประจำปี ปรับฐานเงินเดือนประจำปี วันหยุดประจำปี (ลาพักร้อนรวมทั้งวันหยุดในวันเกิด) เงินช่วยเหลือ ในงานแต่งงาน, ค่าคลอดบุตร ,งานบวช และงาน ฌาปนกิจ เบี้ยขยัน ค่าน้ำมัน ในกรณีออกไปหน้างาน เวลาทำงาน: 09:00 – 18: 00 น./ วันจันทร์-ศุกร์"
Executive Secretary/เลขานุการผู้บริหาร,"Modena Development Co., Ltd.","Vadhana, Bangkok","PA, EA & Secretarial",Full time,,,"1.Provides high-level administrative support and assistance to the Executive Director and/or other assigned leadership staff. 2.Performs clerical and administrative tasks including drafting letters, memos, invoices, reports, and other documents for senior staff. 3.Arranges travel and accommodations for executives. 4.Schedules and attends meetings on behalf of executives, taking notes and recording minutes. 5.Receives incoming communication or memos on behalf of senior staff, reviews contents, determines importance, and summarizes and/or distributes contents to appropriate staff. 6.Performs office tasks including maintaining records, ordering supplies, and performing basic bookkeeping. 7.Performs additional duties as assigned by executives. 8.Performs other related duties as assigned."
SECRETARY & ADMIN,"Red Sea (Thailand) Co., Ltd.","Vadhana, Bangkok","PA, EA & Secretarial",Full time,,,"WE ARE LOOKING FOR SOMEONE WHO HAS SOME OR LITTLE EXPERIENCE WORKING IN A SECRETARIAL POSITION OR AS A PERSONAL ASSISTANT.   MAY OR MAY NOT HAVE ANY EXPERIENCE IN WORKING IN SMALL TO MEDIUM SIZE CORPORATION AND ALSO SOME EXPERIENCE PREFERABLY IN EXPORT RELATED COMPANY. SALARY IS NEGOTIABLE DEPENDING ON WORK EXPERIENCE. THERE IS URGENT REQUIREMENT FOR THIS POSITION. MUST KNOW HOW TO SPEAK, READ AND WRITE ENGLISH LANGUAGE. PLEASE CONTACT US BY EMAIL ONLY AND NOT BY PHONE CALL."
Facilities Coordinator / Project Coordinator,"CBRE (Thailand) Co., Ltd.",Bangkok,Administrative Assistants,Full time,,,"JOB SUMMARY The purpose of this position is to provide assistance to the facility management team to ensure the successful competition of client facility needs. RESPONSIBILITIES Responds to client inquires and concerns. Ensures timely and quality service delivery to clients. Follows up with clients to ensure customer satisfaction. Creates work orders and assigns work orders to multiple technicians, subcontractors and vendors. Communicates work orders to technicians and assists management in resolving problems. Provides reports on open and closed work orders and checks status with the appropriate technician or vendor. Maintains files on work orders, proposals, and department files. Creates vendor files and checks accuracy on completed paperwork submitted by vendors. Trains vendors on work order and billing procedures. Processes invoices and ensures proper cost center coding. Assists with the inspections on the facility campus. Uses pc and/or PDA for work order system, email, ESS and training. Assist with process and procedure training. Other duties may be assigned. Advise and control Technician team to operations in technical resolve. Qualifications: Bachelor’s Degree in Business Administration or any related field. Minimum of 5 years of related progressive experience and/or training. Good in English and Thai (Speaking, Listening, Reading and Writing). Working knowledge of real estate and/ or building engineering disciplines. Proven communication and negotiation skills both oral and written. Business, financial and planning skills. Project management, change management, coordination, analytical and conceptual thinking skills. Supervisory, personnel administration and contract administration skills."
Administrative Officer,"Besins Healthcare (Thailand) Co., Ltd.","Vadhana, Bangkok",Administrative Assistants,Full time,,,"Job Responsibilities Take care of office admin tasks - office maintenance, company documents, office admin contracts, company property and cars, purchase office supplies and deal with building management. Manage mailroom and messenger on site and run the periodic plan ie. carpet cleaning, order office stationeries and business card Provide administrative support to the team, including scheduling meetings, managing calendars, and handling correspondence. Support internal engagement activities such as Office Merit, staff party, company outing. Provide support to Sales & Marketing activities. Coordinate with IT support for system maintenance, laptop for new staff. Coordinate with agency for expatriates’ work permit and visa. Arrange for managers and expatriates’ business air tickets. Take care of any assignments by direct supervisor. Basic Requirements Bachelor’s degree in any field. 1-3 years of experience. New graduates are welcome. Good command of English. Strong organizational and time management skills to handle multiple tasks efficiently. Good communication and interpersonal skills. Good Attitude, Ability to work independently and collaboratively as part of a team. Flexibility to handle priorities and tasks in a dynamic environment. Besins Healthcare (Thailand) Co., Ltd. Contact person: Saowaluk Nareeruk, HR & Admin Executive 283/92, 18th Floor, Homeplace Building, Sukhumvit 55, Klongton Nua, Wattana, Bangkok 10110 Phone number: 02-105-7855 Homepage : https://besins-healthcare.co.th/"
Global Mobility Specialist,"CONCENTRIX SERVICES (THAILAND) CO., LTD.","Bang Na, Bangkok",Administrative Assistants,Full time,,,"Job Description: Global Mobility Specialist As the Global Mobility Specialist, you will be instrumental in leading the day-to-day management of Concentrix’s mobility and immigration program. He/she will partner with employees throughout the organization to provide in-depth counsel of mobility and immigration processes, identify process and policy gaps, coordinate with our third-party immigration, tax and relocation vendor’s to ensure case is moving in right direction. You will also be a key player in driving policy and process improvements. This position requires a deep analytical and process-oriented mindset and have Global Mobility experience from a global organization. Key Roles and Responsibilities: Responsible for all Global Mobility and Immigration policies and processes. Act as a single point of contact to employees throughout the mobility process. Be a key point of contact providing support between employees and business managers, Immigration partners, tax services partners, local visa vendors and relocation management company Provide guidance and direction to employees and their managers on policies, immigration, taxes, and other mobility related tasks Work with HR Partners to guide and assist with global mobility related matters Support the wider Global Mobility Team with day-to-day administration, employee inquiries, and implementation of mobility initiatives. Oversee the management of visa/work permits and green card process for employees. Collaborate with other departments within the company on overall coordination of the Global Mobility Program (i.e., Legal, Payroll, Tax, Finance). Manage end to end Assignment administration (Pre-On-Post assignment). Coordinate with various types of vendors- immigration tax and relocation Drive strategic program improvements based on market data and internal feedback. Participate in special projects as needed. Other duties as assigned. Essential Requirements: Minimum of 3- 4 years’ experience in the Global Mobility process with expertise in the Thailand and ASEAN visa & Immigration matters. A good understanding of the rest of the world's visa and immigration processes. Good understanding of expat Labor Law Ability to solve new countries, prepare the cost of living, and assignment expense estimate. Ability to maintain multiple trackers and work diligently on process governance and achieve good governance scores. Ability to adapt to fast changing landscape Capacity to manage and work closely with senior executives within organizations. Strong planning and organizational ability Ability to maintain and manage a large amounts of employee data. Excellent Excel and Presentation skills Good analytical & reporting knowledge. Team player with excellent communication skills Job Description: Global Mobility Specialist As the Global Mobility Specialist, you will be instrumental in leading the day-to-day management of Concentrix’s mobility and immigration program. He/she will partner with employees throughout the organization to provide in-depth counsel of mobility and immigration processes, identify process and policy gaps, coordinate with our third-party immigration, tax and relocation vendor’s to ensure case is moving in right direction. You will also be a key player in driving policy and process improvements. This position requires a deep analytical and process-oriented mindset and have Global Mobility experience from a global organization. Job Description: Global Mobility Specialist As the Global Mobility Specialist, you will be instrumental in leading the day-to-day management of Concentrix’s mobility and immigration program. He/she will partner with employees throughout the organization to provide in-depth counsel of mobility and immigration processes, identify process and policy gaps, coordinate with our third-party immigration, tax and relocation vendor’s to ensure case is moving in right direction. You will also be a key player in driving policy and process improvements. This position requires a deep analytical and process-oriented mindset and have Global Mobility experience from a global organization. Job Description: Global Mobility Specialist As the Global Mobility Specialist, you will be instrumental in leading the day-to-day management of Concentrix’s mobility and immigration program. He/she will partner with employees throughout the organization to provide in-depth counsel of mobility and immigration processes, identify process and policy gaps, coordinate with our third-party immigration, tax and relocation vendor’s to ensure case is moving in right direction. You will also be a key player in driving policy and process improvements. This position requires a deep analytical and process-oriented mindset and have Global Mobility experience from a global organization."
Sales Assistant  - near BTS/MRT *Please see more details,"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.",Bangkok,Client & Sales Administration,Full time,25000,34999,"Work day: Monday - Friday Duties: Prepare quotation, Delivery date, inventory control, etc. for imports to Thailand or domestic operations. Communication with customers, suppliers, and intermediaries. Sometimes, visit customers and suppliers with sales staff once every 2 or 3 months Qualifications: Bachelor’s degree in any field Have experience of Sales Assistant in Trading/Manufacturing Company. (Have supported about import (Overseas →Thai) Good Command of English Remark: Only shortlist candidates will be contacted *All applications will be treated in strict confidence. All material submitted in connection with your application will become part of our confidential recruitment files. We regret that only shortlisted candidates will be notified. **By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates, in accordance with our Privacy Policy. Please visit www.persolkelly.co.th for a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email to let us know."
"Senior Officer, Account Payable (AP)","Thai Samsung Electronics Co., Ltd.","Sathon, Bangkok",Client & Sales Administration,Full time,,,"Internal Job Title: Sales Admin (AP) Job Function: FP& and Sales & Credit Group / SD Claim Part Location: Empire Tower, Sathorn Responsibilities Responsible create budget and payment for modern trade customers Review Template and Create a budget for Contract of Customer Create a budget for Sell-In Promotion, Sell-Out Promotion, Price Protection & Marketing expense Check to reconcile condition for confirming promotion to customer Claim process and payment process to customer Responsible for forecasting of Monthly Expense for Sales Deduction & Marketing Expense Responsible for Return goods - Credit note Prepare and reconcile credit note of return goods for sent to the customer Matching Credit note Return goods and offset AR Responsible for AR confirmation quarterly Follow up with the customer to reply AR confirm Letter on time, Reconciliation AR confirm if result difference amount Promotion Confirmation Responsible for Reporting bi-weekly AR aging report, update status reason and collection plan on System Budget status report: clearing pending status Responsible to submit Vat and prepare Tax Invoices for sending to the accounting department. Coordinator to Salesman, Accounting, and Buyer of Customer to clear issues smoothing operation Develops professional expertise by complying with company policies and procedures Works on problems of moderate scope where analyzing situations or data requires a review of various factors Exercises judgment within defined procedures and practices to determine appropriate action Normally receives general instructions on routine work with detailed instructions on new projects or assignments Qualifications Bachelor's degree in Accounting Relevant work experience in Accounting (AP or AR) with a minimum 2 – 3 years Be able to handle multitasking and complex tasks during peak period Good communication in English both written and spoken Proficiency in Microsoft Office application; especially Excel SAP experience or similar is a plus Growth mindset toward working"
HR Specialist (Visa & Work Permit),"aCommerce Co., Ltd.","Vadhana, Bangkok",Administrative Assistants,Full time,,,"Job Purpose We are seeking a Visa & Work Permit specialist for our Human Resources team who will be responsible for work permit & visa application and renewal tasks as well other administrative tasks. Duties And Responsibilities Prepare all the necessary documents for visa and work permit application processes for new employees and renewals for existing employees. Be updated in changes in regulations and laws in regards to visa and work permit and Thailand immigration laws. Maintain good relations with immigration offices and the Department of Labor. Support line managers/ employees on key HR Operations as required. Coordinate with other departments in accordance with HR jobs. Qualifications Bachelor’s Degree in Human Resources Management or related fields Minimum 1 year of experience in payroll and attendance operation processes Experience with Visa & Work Permit and GA tasks is preferred. Good abilities in using Microsoft Word, Powerpoint and Excel Good command of written and spoken English Attention to detail Self-motivated and driven to succeed. Strong personal and professional ethics & values."
HRBP & Training Executive,Central Restaurants Group (CRG),"Bang Rak, Bangkok","PA, EA & Secretarial",Full time,,,"หน้าที่ความรับผิดชอบ (Responsibilities): Training & Development รับผิดชอบงานด้านการจัดทำแผนการเรียนรู้และสร้างผู้สืบทอดตำแหน่ง (Bench Planning)โดยใช้การเก็บข้อมูล วิเคราะห์ วางแผน และจัดทำรายงานให้กับทางหัวหน้าฝ่าย Operations เพื่อนำไปปฏิบัติในร้านสาขาภายใต้การดูแลของตนเองต่อไป ตรวจสอบและดูแลแผนการเตรียมพนักงานให้พร้อมสำหรับสาขาที่กำลังจะเปิดใหม่ ควบคู่ไปกับทางหัวหน้าฝ่าย Operations เพื่อให้มีกำลังคนพร้อมสำหรับการเปิดร้านใหม่ต่อไป เก็บรวบรวมข้อมูลการตรวจสาขาควบคู่ไปกับ Training Coach เพื่อให้มีประวัติการตรวจที่ถูกต้องครบถ้วน สามารถติดตามได้โดยละเอียด วางแผนพัฒนาพนักงานที่มีศักยภาพ (Talent & High Potential) โดยจัดโปรแกรมตามแผนพัฒนาตามหลักสูตรที่กำหนดโดยทาง YUM เพื่อให้พนักงานหน้าร้านมีการพัฒนาเตรียมพร้อมสำหรับการเลื่อนตำแหน่งอยู่เสมอ HRBP & People Analytics เตรียมข้อมูล Turnover (YTD, MTD) ทุกๆ เดือน และทำรายงานเพื่อแสดงผลต่อผู้บริหารในลำดับต่อไป สอบถามและเตรียมข้อมูล รวมทั้งวิเคราะห์เหตุผลในการลาออกของพนักงานหน้าร้านในทุกๆ ระดับทั้ง Part Time และ Full Time ให้ความรู้และสามารถให้คำปรึกษาเกี่ยวกับโครงสร้างค่าตอบแทน (Compensation & Benefits Structure) ให้แก่ พนักงานได้ เตรียมข้อมูล วิเคราะห์ และทำรายงานเพื่อประกอบกลยุทธ์การวางผนกำลังคน (People Cost, Labor Productivity) ให้กับผู้บริหาร ให้ความร่วมมือกับ Project ต่างๆ ของแผนก ที่เกี่ยวข้องกับงานด้าน People & Culture เพื่อเพิ่มความผูกพันธ์ขององค์กรของพนักงาน คุณสมบัติ (qualification) ประสบการณ์ทำงาน 1-3 ปีในระดับเริ่มต้นของสายงาน HRBP/Training Generalist หรือ Coordinator มีประสบการณ์การทำงานกับคนหลากหลายรุ่นวัย และผู้บริหารหลากหลายระดับ สามารถ Coach และให้ คำปรึกษาในการทำงานของแผนกกับพนักงานได้ มีความรู้และทักษะงาน HR และ Training ที่ดี สามารถนำมาประยุกต์ใช้ได้จริงในบริบทต่างๆ หากมีประสบการณ์ในธุรกิจอาหารและเครืองดื่มจะได้รับการพิจารณาเป็นพิเศษ"
"Executive, Item Maintenance (Price & Promotion Maintenance)",Lotus's,"Bueng Kum, Bangkok",Administrative Assistants,Full time,,,"Key Responsibility: Ensure B2B and CPFM price , promotion and other information from key stakeholders is correct and completed. Ensure the data validation B2B and CPFM price , promotion and other, data preparation for uploading in the system and data output verification. Input or maintain B2B and CPFM price , promotion and other information in system accurately and on time as assigned Input CPFM promotion ID to store Input or maintain B2B product images and content validation and set up (Product Catalog) Input or maintain B2B store vendor product Validate B2B Product Hierarchy to ensure product categories correspond to correct subclass Input and maintain B2B Product Hierarchy (Product Group) in the system Provide and monitor the transaction report, tracking and progress. Clearly understand Product, Price and Promotion policy & procedure and acknowledge new system enhancement. Support Item Maintenance team to facilitate the UAT sessions ensuring that any issues are documented and fixed in time and there will be no impact to Item Maintenance team Qualification: Bachelor degree in any related field with 0-3 years of experiences in Data and administration support. Good in Microsoft Office especially Excel Good computer logic and data management skill Good sense of urgency Detail oriented and have an eyes for details Good interpersonal skill and service minded Proactive / Fast Learner / Flexibility Lotus's Ek-Chai Distribution System Co., Ltd. Buengkum, Bangkok 10230, Thailand “By applying for this position, you consent to the collection, use and disclosure of your personal data to us, our recruitment firms and all relevant third parties for the purpose of processing your application for this job position (or any other suitable positions within Lotus's and its subsidiaries, if any). You understand and acknowledge that your personal data will be processed in accordance with the law and our policy.”"
English Customer Service Specialist (MRT Phetchaburi) - New Grads Are Welcome,PRTR,"Huai Khwang, Bangkok",Administrative Assistants,Full time,20000,24999,"Our Client is BPO Outsourcing รายละเอียดงาน Understand customer enquiries and respond via applicable channels: email, chat, and call backs Understand customer enquiries and ensure they are answered or routed through the appropriate support channel Manage customer escalations and ensure that these are answered, tracked, and escalated as required Perform all procedures accurately, including following documented call flows, work processes, data entry requirements, and complaint management processes Ensure all SLAS are met accordingly Demonstrate a strong customer service orientation and take responsibility to ensure customers are satisfied provide a high level of professionalism and competent customer service Able to communicate effectively with customers in a friendly and polite manner Able to read, write, and speak fluently and spontaneously in both English and, for native speakers, in their native language Qualification: Bachelor’s Degree in any field. Good command of English Can work in shift Can start working immediately สวัสดิการ KPI 1,000 THB Fixed Incentive 1,500 THB Health Insurance OT Annual Leave 12 Days Variable Bonus Dental Insurance Provident Fund"
