Jobtitle,Company,Location,Job Position,Salary Min,Salary Max,Job Description
Account Executive/ขาย,"WorkPoint Entertainment Public Co., Ltd.","Mueang Pathum Thani, Pathum Thani",Account & Relationship Management,Full time,25000,54999,1. วางแผนขายสื่อโฆษณาของทางบริษัทฯ ตามที่ได้รับมอบหมาย 2. เข้าพบและติดต่อลูกค้าเก่าและใหม่อย่างสม่ำเสมอ 3. ประสานงานกับฝ่ายอื่นๆ เพื่อให้งานบรรลุเป้าหมาย 4. ดำเนินการติดตามและดูแลการเซ็นสัญญาโฆษณากับลูกค้า 5. สรุปรายละเอียดต่างๆ ในการขายโฆษณา
Telesales Sales Manager,"Enforte Co., Ltd.","Suan Luang, Bangkok",Management,Full time,80000,120000,"Job Description 1. Create procedures/policies for the sales team to ensure target achievement, Set KPIs for the team to reach the targets, create appropriate call scripts/sales promotions to attract customers for selling, 2. Analyzing sales data to improve processes and ensure resources are properly allocated, maximize efficiency and customer satisfaction, 3. Monitoring random calls to improve quality, minimize errors, and track operation performance, 4. Ensuring all relevant communications and data are updated and recorded, 5. Reviewing the performance of staff, identifying coaching needs, and planning coaching sessions, 6. Handling the most complex customer complaints or inquiries, supporting subordinates to solve difficult issues, and giving suitable directions, 7. Proposing staff changes in assigned areas, including the hiring, promotion, demotion, vacations, leaves of absence, and release of staff, 8. Evaluating staff on KPIs, preparing reports on sales daily, Motivating and retaining staff, Lead, management, and capacity management to meet KPI’s target. Requirement 1. At least Bachelor’s degree in business administration or any field. 2. At least 3 years of telemarketing management experience in Telesales, E-Commerce or related businesses. 3. English language ability at the business level. 4. Negotiation, presentation, and communication skills. 5. Fast action, Dynamic & professional manners, Strong leadership skills, Motivation and Coaching Skills, Analysis skills Pressure management, and Time management. 6. Be familiar with the start-up environment and good reporting skills are preferred. 7. Able to travel to Indonesia, Malaysia, Philippines, and other countries."
Sale coordinator,"Fusion Advantec Co., Ltd.","Mueang Nonthaburi, Nonthaburi",Sales Coordinators,Full time,,,"JOB Description -        Customer registration / Credit-Financial Statement (Internal Process) -        Supporting sales team to check TOR (Term of Reference) and prepare the offer/bid/proposal including document and POA (เอกสารทางกฎหมาย) , letter of recommendation,  andEtc. -        Supporting and creating MA Quotation and MA Contract and coordination with Sales Team. -        Delivery Order and delivery process MA include follow and update MA renewal period with Sales Team. -        Manage and keep customer database to ensure its accuracy and up to date after event or marketing activity. -        Confirm payment with customer and vender. -        Coordinate with client and distributor for event and campaign marketing. -        Keep record Sales Document and Filing. -        Perform ad-hoc administrative duties as per assigned. Qualifications: -        BA in business administration marketing , IT and any related fields. -        Work experience at least 1-2 years in Sales MA, Marketing is preferable. -        Ability to working multifunction and high integrity. -        Logical thinking skills , solve problems and quick learning and good skill of management following situations. -        Fluent in English, Speak written and coordinate vender in English. -        Able to use Ms. Office (Word ,Excel , PowerPoint)."
Export Sales Executive,"THAI UNION MANUFACTURING CO., LTD.","Phaya Thai, Bangkok",Management,Full time,,,"We Are Hiring Both Export Sales Executive : Human Food & Pet Food Responsibilities: Responsible for product sales activities to achieve committed targets. The key accountability includes customer visits, product development/quality development to serve customer’s needs, acting as a payment and delivery coordinator, costing and pricing, providing market trends and insights to customers. Manager customer’s complaints and coordinate with relevant departments to solve the issues. Research and analyse market information of responsible products to prepare market trends and sales plans. Contact customers to get a better understanding of their needs. Present product information, negotiate the price and close business deals. Coordinate with the product quality control team to improve and maintain the quality of the product as required by the customer, such as size, humidity, etc. Check and monitor product delivery status and bill payment with customers. Perform costing and pricing calculation and estimate time of arrival for product delivery. Research regulations, limitations, and rules related to import and export including tariff, free tread area of responsible counties and/or regions. Oversee and provide recommendations for team on market’s situation, production cost fluctuation, and other issues of concern. Manage customer’s complaints and coordinate with relevant parties to solve the issues, including preparing preventive measures. Other tasks as assigned. Qualifications: Bachelor's degree or higher in Marketing or related field. At least 2-3 years’ experience of international sales in food industry or having experience in international sales food industry is preferable. Excellent command of English with minimum TOEIC Score of 850 or IELTS score of 7 Up Any other relevant languages considered a plus. (Spanish, Japanese, Chinese, German, etc.) Sales oriented attitude and strong sales skills are required. People skills, having convincing skills to effectively collaborate with other departments/ teams. Ability to travel oversea. !!! Only shortlisted candidadate will be notified"
พนักงานขาย,Sahasiriphanich Ordinary Partnership,Bangkok,Account & Relationship Management,Full time,15000,20000,"Qualifications & experience พูดและพิมพ์โต้ตอบเป็นภาษอังกฤษได้ Tasks & responsibilities ขายสินค้าและบริการลูกค้า (ส่วนใหญ่เป็นลูกค้าต่างชาติ) ดูแลสต็อกและทำความความสะอาดร้านและดูแลความเรียบร้อยภายในร้าน Benefits ร้านตั้งอยู่ในห้างสีลมคอมเพล็กซ์ ชั้นG ทางร้านมีการทดลองงานสามเดือน หากผ่านโปรทดลองงานไปแล้ว จะได้รับในส่วนของค่าคอมมิชชั่นเพิ่มค่ะ (ช่วงทดลองงาน3เดือนแรก เงินเดือนจะอยู่ที่13,000บาท แต่หากทำงานได้ตามที่ต้องการไม่ต้องรอถึงสามเดือนจะพิจารณาการผ่านโปรให้ทันที ) เริ่มงาน 10.30-20.00 มีวันหยุดอาทิตย์ล่ะ1วันตามที่ตกลงกัน"
Sales Manager,Horizon Construction Overseas (Hongkong) Limited,Chon Buri,Management,Full time,46667,70000,"Qualifications & experience Bachelor degree or above; own a car; More than 3 years of construction machinery sales experience is preferred, or sales experience in related construction industry is preferred; Excellent oral expression and communication skills, good at interpersonal communication; Have keen observation, adaptability, and strong market activity planning and execution capabilities; Good professional ethics, high work enthusiasm, and able to work under pressure. Tasks & responsibilities Develops and executes a professional sales plan to reach the main objectives. Identifying new sales leads. Responsible for sales performance (by areas/regions) and provide excellent service and ensure customer/client satisfaction is established. Negotiate and close agreements with large customers/clients. Develops and manages a well-functioning sales team, in order to reduce the risk of idle equipment, maximize sales revenues, and meet the main objectives. Maintaining fruitful relationships with existing customers/clients. Attending conferences, meetings, and industry events/exhibitions. Benefits Allowance Benefit Bonus"
Account Executive,Grand Prix International Public Company Limited,Bangkok,Account & Relationship Management,Full time,,,หน้าที่ความรับผิดชอบ 1. ประสานงานกับลูกค้าโฆษณา ทั้งรายเก่าและรายใหม่ เพื่อขายพื้นที่สื่อโฆษณาทั้งออฟไลน์ และออนไลน์ 2. จัดทำและตรวจสอบเอกสารเสนองานลูกค้าโฆษณา (Sales Proposal) ให้เหมาะสมกับความต้องการของลูกค้า 3. ติดตามความคืบหน้าในการลงโฆษณาของลูกค้าให้ถูกต้อง ครบถ้วน และเป็นไปตามข้อตกลง 4. จัดเตรียมใบเสนอราคา ข้อมูลสินค้า รายงานและเอกสารที่เกี่ยวข้อง 5. วางแผนเข้าพบลูกค้าเก่า - ใหม่ ในแต่ละเดือน รายงานสรุปข้อมูลลูกค้าจากการเข้าพบลูกค้า คุณสมบัติ 1. มีประสบการณ์ด้านการขายสื่อโฆษณา จะพิจารณาเป็นพิเศษ 2. มีความรู้และชื่นชอบด้านรถยนต์ รถมอเตอร์ไซค์ 3. มีรถยนต์ส่วนตัว 4. มีมนุษยสัมพันธ์ไหวพริมดี 5. มีทักษะในการเจรจาต่อรอง
Sales executive and Purchasing,Art Martin (Thailand) Ltd.,"Bang Phli, Samut Prakan",Account & Relationship Management,Full time,30000,34999,"Sales executive tasks. Develop and establish new business. Maintain and improve business with existing clients. Conduct regular sales visits to maintain good relations and service. Handle customer issues with their orders such as claims, delay, etc. Maintain and update clients’ data continuously as needed. Conduct sales report and review sales performance Gather market and customer information on buying trends. Purchasing tasks. Research potential supplier Compare and evaluate offers from suppliers Negotiate contract terms of agreement and pricing Track orders and ensure timely delivery Import and export goods Review quality of purchased products with quality department Enter order details into internal ERP. Maintain updated records of purchased products, delivery information and invoices Prepare reports on purchases, including cost analyses Monitor stock levels and place orders as needed Coordinate with warehouse team to ensure proper storage Candidate Qualifications. •   Bachelor’s degree. •   Excellent written, spoken and understanding level of English language •   Excellent computer skills: Outlook, Word, Excel -pivot table-ERP •   Experience in Sales and Purchase. •   Own a car, able to drive long distance •   Good service mind, dynamic, and energetic •   Like to work with small team The candidate must send their application in English language, with a picture and their salary expectation."
International Sales Executive,"Better Way (Thailand) Co., Ltd.","Saphan Sung, Bangkok",Account & Relationship Management,Full time,,,"Main Responsibilities : Drive international sales growth by acquiring new customers, nurturing existing relationships, and expanding export channels. Act as company representative between customers, production, and related departments to ensure customer needs are met. Analyze market dynamics, identify opportunities, and proactively adapt business strategies while ensuring excellent customer service. Resolve issues professionally and provide excellent customer service. Initiate marketing activities to increase revenue and market share. Collaborate with customers to understand market demands and facilitate forecasting. Travel abroad to identify new business opportunities through market surveys. Plan and prepare for international exhibitions. Qualification : Bachelor's degree in Business Administration, International Business, or related field. Proficient in spoken and written English, with 2-3 years of FMCG international sales experience TOEIC score more than 650. Strong multitasking and negotiating skills, a sales-oriented mindset, and the ability to work effectively under pressure and travel internationally."
"Key Account Management (Executive, Associate, Manager and Senior Manager)","aCommerce Co., Ltd.","Vadhana, Bangkok",New Business Development,Full time,,,"Key Responsibilities : The Key Account Management will be a key contact point for End to End process and services including, internal & External function. Internal function includes channel operation, Marketing, operation, Customer service, and Technology functions to manage aCommerce service to brand and improve the customer experience.  Developing relationship with marketplace and new channel is also key part to drive client’s sales coverage and growth. Managing brand and channel portfolio to deliver growth to clients. The ideal candidate would have key skills as fast learner, high interpersonal skill, logical thinking, problem solving, high responsibility, prioritizing and initiative thinking. The role will require a combination of financial, business development and account management skills. Job description : Performance Management Manage overall account profitability via P&L management Ensure all clients and channels are successfully on - boarded on time and deliver KPI on track Manage to maximize GMV with day-to-day collaboration with client and channels Customer budget management and P&L execution including reimbursement to deliver agreed GMV, Take Rate, and Profit Ensuring optimal product presentation and visibility on online channels Leading all initiatives Across different services Coordinating with internal cross function and external parties Establish and monitor progress against key performance indicators. Partner Service Responsible for client relationship and retain client satisfaction Serve as the “face of aCommerce” and primary point of contact for client executives and key stakeholders at each assigned account Advising clients on how to increase online sales through merchandising, promotion planning and onsite marketing activities Managing fast - growing e - commerce sales of large brand owners through their own webstore or other online channels and initiative channel Ensuring that regular reviews are carried out with customers, to ensure that their needs are being met and that excellent customer service is achieved and, developing future improvements/services for the customers. Ensure operational performance on all areas Identifies and anticipates additional opportunities for enhancements, improvements or new services with existing clients Inventory management including forecast, ordering and DOH controlling Works with other departments to ensure that everything is ready for go-live: warehouse, call center, web dev etc; Ensures that no processes or set up have been overlooked Present analysis and recommendations to key stakeholders both client-side and internally Leadership and team work Individual contributor in key account Able to lead project relating with responsible account and category Able to be mentor for key specialist that leads from account activities Able share knowledge and team player Business Development Contract Management by helping translate the outlined solution into a high level initial statement of work (SOW) and helps secure the client's agreement in sales meetings with the prospect or client (system & integration options, cost model, forecast value, activity planning, requirements definition, etc.) Working closely with Solution design and business development to manage key customers (existing and new), thereby improving turnover and profitability SOW & Trade Agreement management for existing account and input industry insight to SD for new customer. Key Qualifications 1-5 years working experience (depends on the level) in an Ecommerce company, Internet start - up, International Brand, FMCG, retailer or consulting Previous experience in trade marketing, brand management, merchandising would be a plus. Able to develop account plan Good knowledge of Excel, Powerpoint and ability to quickly adapt to new software and tools Proactive and problem - solving attitude Very strong commercial both Thai and English as well as client - facing abilities Analytical, data driven mindset High interpersonal skill with problem solving Good English skill"
Account Executive (Event)/พนักงานขาย (Event),"VNET Capital Co., Ltd. - Absolute Alliances","Vadhana, Bangkok",New Business Development,Full time,,,"หน้าที่และความรับผิดชอบ รับผิดชอบยอดขาย และดูแลรักษาฐานลูกค้าให้บรรลุตามเป้าหมายที่กำหนด ดูแลลูกค้าทั้งปัจจุบันและลูกค้าใหม่ เพื่อสร้างความพึงพอใจสูงสุดให้กับลูกค้า วางแนวทางเพื่อเพิ่มรายได้ใหม่ๆจากลูกค้าหรือบริหารข้อมูลเดิมที่มีอยู่แล้วในปัจจุบันเพื่อก่อให้เกิดรายได้ เสนอบริการแก่ลูกค้าใหม่ และดูแลรักษาฐานลูกค้าเดิมให้บรรลุเป้าหมายที่กำหนด ดูแลรับผิดชอบและบริการงานขายของงานโครงการต่างๆทั้งระยะสั้นและระยะยาว เพื่อให้มีพื้นฐานให้สอดคล้องกับการขยายตัวหรือปรับตัวของบริษัทฯ จัดทำเอกสารการขาย และใบงานที่เกี่ยวข้องกับการนำเสนอบริการต่างๆ ประสานงานกับหน่วยงานที่เกี่ยวข้อง และร่วมหาแนวทางแก้ไขบริการเพื่อสร้างความพอใจสูงสุดต่อลูกค้า มุ่งหาโอกาสทางธุรกิจที่สามารถสร้างประโยชน์และก่อให้เกิดรายได้ให้กับบริษัทฯ จัดทำรายงาน ติดตามความคืบหน้าสรุปปัญหา ข้อเสนอแนะและแนวทางแก้ไขในหน้าที่ที่รับผิดชอบ นำเสนอผู้บังคับบัญชา คุณสมบัติประจำตำแหน่ง วุฒิการศึกษาระดับปริญญาตรีขึ้นไป คณะบริหารธุรกิจ สาขาสารสนเทศ หรือ คณะและสาขาที่เกี่ยวข้อง ประสบการณ์ในการทำงานอย่างน้อย 1 ปีขึ้นไป แต่ไม่เกิน 5ปี ความสามารถพิเศษ มีความสามารถในการขาย ทักษะการเจรจาต่อรอง แก้ไขปัญหาเฉพาะหน้าและสามารถทำงานภายใต้แรงกดดันได้ดี มีความสามารถในการสื่อสารและประสานงาน มีบุคคลิกภาพและมนุษย์สัมพันธ์ที่ดี และมีใจรักงานบริการ มีความรู้ความสามารถในการใช้โปรแกรม  MS Office มีทักษะในการสื่อสารได้อย่างเป็นดี Absolute Alliances ( Thailand ) Co., Ltd. www.absolutealliances.com [link removed] Sermmit Tower 14th floor,  Sukumvit 21 (Asoke) Road. North Klongton, Wattana  Bangkok 10110 Contact Person: Human Resource Department Tel. 02-6617979 # 151"
Senior Sales Executive (UIH),"Benchachinda Holding Co., Ltd. (United Information Highway Co., Ltd.)",Bangkok,Account & Relationship Management,Full time,,,"Job Description Maintain relationship with key customer, supplier, partner, sub-contractor Establishes and adjusts selling prices by monitoring costs, competition, and supply and demand. Maintains professional and technical knowledge by attending educational workshops Prepare Bidding Proposal, Estimate Bill of Quantities, Prepare Presentation and present Service & Product to Customer Solve & Support Project Problem that relate to commercial issues such as PO, VO, Invoice Understanding in Telecom Business, Telecom Engineering : Underground Optical Fiber Cabling Telecom Infra Sharing, Lease Line Product : Network Solution, Internet Solution & VAS, Data Center, Security Service, Cloud Service, Digital Solution Qualifications At least 1-7 years experience in sale function or the Information Technology sales would be advantage Have a communication skill, negotiation skill, presentation skill self-learning skill Target Driven and self-motivation. Proficiency in computer skill such as MS Excel, PowerPoint Excellent problem solving and analytical thinking skills."
เจ้าหน้าที่ฝ่ายขายประจำโชว์รูม,"SUZUKIINDY BANGWA CO., LTD.","Phasi Charoen, Bangkok",Account & Relationship Management,Full time,10000,15000,"About us บริษัท ซูซูกิอินดี้ บางหว้า จำกัด
บริษัทที่ดำเนินธุรกิจเป็นผู้จำหน่ายรถยนต์ 
ยี่ห้อ SUZUKI ศูนย์ซ่อมบำรุงมาตรฐาน และศูนย์ซ่อมสีและตัวถัง

-สามารถมาสมัครได้ด้วยตัวเองที่บริษัท 
(ถนนเพชรเกษม ระหว่างซอยเพชรเกษฒ 29/1 และ ซอยเพชรเกษม 31) ติด MRTสถานีเพชรเกษม48 Qualifications & experience - เพศชาย-เพศหญิง อายุ 20-40 ปี
- วุฒิการศึกษา ม.6 ขึ้นไป
- มีเงินเดือนประจำ + คอมมิชชั่น
- สามารถตอบเเชทลูกค้าได้ตลอด - มีความรู้เรื่องการขาย ผ่านช่องทางออนไลน์ได้
- มีการวางแผนและเรียงลำดับความสำคัญในการทำงานได้
- มีความกระตือรือร้นที่จะเรียนรู้งานและหาความรู้กับสิ่งใหม่
- มีความคิดสร้างสรรค์ ขยัน อดทน มีมนุษย์สัมพันธ์ดีและมีวินัย
- ขับรถยนต์เป็นจะพิจารณาเป็นพิเศษ Tasks & responsibilities - เจ้าหน้าที่ฝ่ายขายประจำโชว์รูม
- นำเสนอรถยนต์และบริการให้กับลูกค้า
- ปฎิบัติงานตาม “หน้าที่” ที่ได้รับมอบหมาย Benefits -ชุดเครื่องแบบ (ยูนิฟอร์ม)
-ประกันสังคม
-ท่องเที่ยวประจำปี
-กิจกรรมสังสรรค์"
Luxury Fleet Sales Manager,"Thonburi Phanich Co., Ltd.",Bangkok,Sales Representatives/Consultants,Full time,,,"Key Responsibilities 1.  Sales Leadership: Develop and execute sales strategies to promote luxury fleet vehicles to corporate & VIP clients. Lead the sales team in achieving revenue and sales volume targets. 2.  Client Relationship Management: Cultivate and maintain strong relationships with corporate clients, understanding their fleet requirements and preferences. Provide personalized and attentive service to ensure client satisfaction and loyalty. 3.  Fleet Consultation: Collaborate with clients to understand their business needs and recommend the most suitable luxury vehicles for their fleets. Provide expert advice on vehicle specifications, features, and customization options. 4.  Team Management: Recruit, train, and manage a team of fleet sales professionals. Conduct regular performance evaluations and provide coaching to ensure the team meets or exceeds sales goals. 5.  Market Analysis: Stay informed about market trends, competitor activities, and developments in the luxury fleet industry. Use market insights to adjust sales strategies and stay ahead of industry changes. 6.  Brand Representation: Ensure the luxury automotive brand is represented positively in the corporate sector. Uphold the brand's values (MB & TP WAY) and image through all sales interactions. 7.  Proposal and Contract Management: Prepare detailed proposals and contracts for corporate clients, outlining vehicle options, pricing, and terms. Negotiate contracts and finalize agreements to secure fleet sales. 8.  Sales Reporting: Prepare and analyze sales reports, providing insights and recommendations to the management team. Monitor key performance indicators related to fleet sales and adjust strategies accordingly. 9.  Event Participation: Attend marketing events and activities to promote luxury fleet offerings and expand the client base. Qualifications and Skills : •Bachelor's degree in business, marketing, or a related field. •Age 30-40 Years old. •Proven experience in fleet sales, particularly in the luxury automotive sector. •Strong leadership and team management skills. •Excellent communication and negotiation skills. •In-depth knowledge of luxury vehicles and features. •Ability to understand and cater to the unique needs of corporate clients. •Analytical and strategic thinking abilities"
Product Marketing- *English Required*,Orenburg Consulting Group,"Khlong Toei, Bangkok",Account & Relationship Management,Full time,30000,44999,"POSITION: Product Marketing LOCATION: Empire Tower, Sathorn and Punn Tower, Klong Toei, Bangkok JOB TYPE: Permanent SALARY RANGE: 30,000 - 45,000 THB (Depend on experience) BENEFIT: as agreed with the company Responsibilities: Job Purpose To responsible for the management of the assigned products that generate company sales and to maintain relationship with customers. Being windows with Regional Head Quarter receive and apply product strategies for the responsible territories. The Product manager serves to understand the customer's demands, plan how to meet these demands, and generate sales for the company as a result using marketing tools, including company’s marketing arms (dedicated sales channels, appointed distributors, and dealer channels) Distribution Account Sales Set annual product sales target with benefits planning Forecast and result review on monthly basis with Regional Head Quarter and management Shipment planning for sell in activities Sales and Marketing activities Plan and 4P’s management of the assigned products leading toward sales revenue and country stock. Manage channel motivation tools such as promotion and incentive Channel visit and survey for market information intelligent Manage forecast system and control availability of the products in the territories. Being a contact point for special project requested, or other assign by management Qualifications: Bachelor’s degree in Marketing/Business Administration /Electrical Engineering or related fields At least 5 years experiences in Product Management, Business development in Projector product Have an experience in Business-to-Business sales (B2B) and channel management Strong in communication skills and presentation skills, good personality Able to travel domestic and international as required Have an own car Good communicate in English. Please submit a brief covering letter and your updated CV which fully details your qualifications and experience including present and expected salary, availability and a recent photograph to janejira.k[at sign]orenburg.co.th or call 065-594-7856 for more information. We thank you for your interest in applying for the position and please note that only shortlisted candidates will be contacted for further correspondence. ***Candidates are not required to pay a fee to use our services*** Visit our website at: www.orenburg.co.th"
Assistant Key Account Manager,"The Red Bull Beverage Co., Ltd.","Bang Bon, Bangkok",Account & Relationship Management,Full time,,,"Job Description Implement the pricing strategy/policy/discounts to get maximum sales with customers/key accounts as per assignment. Constant competitors activity feedback to maintain a competitive advantage. Assisting the Group Key Account manager in the preparation of sales related budgeting, planning and demand forecasting activities. Co-ordinate with the trade/ marketing department to introduce new products and in-store support to customers. Work with customers to launch sales promotion on products. Effectively manage the development of the accounts assigned and make sure that the payments are collected on time with regular follow-up that may be needed. Perform other tasks/ projects and any related jobs as per direct report/ function and department head/ company's assignment as needed. Qualification Bachelor's degree or higher in any field 2-3 years working experience in Key account / customer management / account management, FMCG background will be a plus Fluent in English communication both spoken & written Good analysis and interpersonal skill Good computer skills e.g. Excel, PowerPoint, Word"
Regional Manager - ผู้จัดการภาค (ร้านขายยา),"Profascino Co., Ltd.","Bangkok Noi, Bangkok",Account & Relationship Management,Full time,,,"รับผิดชอบรวิเคราะห์ และวางแผนการขาย  บริหารทีมงาน ควบคุมการทำงานของพนักงาน  การติดต่อประสานงานกับหน่วยงาที่เกี่ยวข้อง  เพื่อให้บรรลุเป้าหมายด้านยอดขาย และสร้างความพึงพอใจให้กับลูกค้าและพนักงานในเขตพื้นที่รับผิดชอบ กระตุ้นการผลักดันการขายของสาขาในเขตรับผิดชอบให้บรรลุเป้าหมายการขาย กำกับดูแลงานขาย และบริการให้บรรลุเป้าสำรวจและวิเคราะห์ตลาดและคู่แข่งขันควบคุมและตรวจสอบการปฏิบัติงานของสาขา,กำกับและดูแลการจัดเรียงของสาขา ผลักดันแผนงานการปฏิบัติงานของสาขาตามนโยบายการดำเนินการพัฒนาของแผนกปฏิบัติการ วิเคราะห์ยอดขาย, ปัญหา และ สถานการณ์โดยรวมของสาขา พร้อมเสนอแนวทางการแก้ไขของสาขาในเขตรับผิดชอบ สรุปรายงานการตรวจเยี่ยมสาขาให้กับ ผู้บังคับบัญชาและทีมบริหาร รับทราบ เสนอแผนงานประจำปีของสาขาที่รับผิดชอบร่วมกับแผนกที่เกี่ยวข้อง กำกับ ดูแล ปริมาณสินค้าคงคลังของสาขาในเขตรับผิดชอบ ในเป็นไปตามเป้าหมายแผนกปฏิบัติการ กำกับ การดูแลสินค้าภายในร้านให้มีปริมาณเพียงพอในสินค้าขายดี และ ดูแลอายุสินค้าของสาขาในเขตรับผิดชอบ,ดูแลการนับสต๊อกประจำเดือน,ประจำปี ของสาขาในเขตที่รับผิดชอบ บริหารและ กำกับ ทีมงานให้ปฏิบัติงานตามหน้าที่ที่ได้รับมอบหมาย ส่งเสริมและพัฒนาศักยภาพของบุคลากรทั้งด้านความรู้ ความสามารถและการบริการ ตามหลักสูตรของบริษัท และกำกับการสอนงานภายในสาขาที่รับผิดชอบ นำเสนอผลงานของพนักงานในเขตรับผิดชอบเพื่อสนับสนุนและส่งเสริมตามสายการก้าวหน้าอาชีพ คุณสมบัติ ปริญญาตรี/โท สาขาเภสัชศาสตร์ บริหารธุรกิจ การตลาด หรือสาขาอื่นที่เกี่ยวข้อง  (หากจบเภสัชศาสตร์บัณฑิต จะพิจารณาเป็นพิเศษ) มีประสบการณ์การทำงานในร้านยารูปแบบ เครือข่าย อย่างน้อย 5 ปี มีความรู้และประสบการณ์การบริหารงานค้าปลีก มีทักษะการบริหารทีม และมีความความเป็นผู้นำ มีทักษะด้านภาษาอังกฤษในระดับดี มีทักษะในการใช้งานโปรแกรมคอมพิวเตอร์ ในระดับดี สามารถปฏิบัติงานนอกเวลาทำงานปกติได้  และสามารถปฏิบัติงานได้ทั้งในและนอกสถานที่"
Customer Science Analyst - SCG Packaging,The Siam Cement Public Company Limited (SCG),"Bang Sue, Bangkok",New Business Development,Full time,,,"Responsibility วิเคราะห์ภาพอุตสาหกรรมเชิงลึก แนวโน้ม และทิศทางตลาดในอุตสาหกรรมที่เกี่ยวข้องทั้งในประเทศและต่างประเทศ วิเคราะห์และประมวลผล เชื่อมโยงข้อมูลทางการตลาด, อุตสาหกรรม และพฤติกรรมลูกค้าและผู้บริโภคอย่างมีประสิทธิภาพ ประเมินโอกาสทางธุรกิจของบริษัทฯ  รวมถึงวิเคราะห์และจัดทำข้อมูลสำหรับวางแผนกลยุทธ์ Annual Plan และ Medium Term Plan จัดทำประมาณการขายในระยะเวลา 18 เดือนล่วงหน้า ให้เห็นภาพของธุรกิจในระยะกลาง และ rolling sales plan ให้ใกล้เคียงการขายตามสภาวการณ์ที่เปลี่ยนแปลงไป ติดตามและจัดทำสรุปรายงานการขาย, รายงานการตลาด, ความเคลื่อนไหวของลูกค้า คู่แข่งขัน รวมถึงข้อมูลทางการตลาดต่างๆ เพื่อให้ผู้บริหารใช้วิเคราะห์และประกอบการตัดสินใจ Qualification ปริญญาตรี สาขา บริหารธุรกิจ สถิติประยุกต์ เศรษฐศาสตร์ การตลาด Data Analytic หรืออื่นๆที่เกี่ยวข้อง (G.P.A. > 2.70) มีทักษะภาษาอังกฤษ (TOEIC > 550) มีทักษะการใช้งานโปรแกรม Statistic, Marketing, Database Software (e.g. Access or SQL), Data Visualization (e.g. Power BI, Tableau), Data Analysis Tool (e.g. Excel, SPSS) มีทักษะวิเคราะห์แก้ไขปัญหา พิจารณาและตัดสินใจในงานได้ดี มีทักษะการประสานงานที่ดี มนุษยสัมพันธ์ดี มี Positive & Can do Attitude ทำงานภายใต้สภาวะกดดันได้ดี ยินดีรับนักศึกษาจบใหม่"
Product Development Specialist,Advanced Info Service Public Company Limited (AIS),"Phaya Thai, Bangkok",New Business Development,Full time,,,"Job Responsibility Initiate or propose the new or enhanced telecom products & services to market. Manage the entire product lines and product life cycle of Prepaid & Postpaid base services in order to deliver competitive edge, profitability and to meet the best customer experience. Explore and study new global telecom service and technologies, competitors, and other solution suppliers' product & service. Coordinate with related parties in products and services development and implementation to ensure its ""Quality with Speed"". Monitor and evaluate new products and services after launching to determine what action to be taken. Responsible for company's telecom products and services roadmap to ensure the company's competitive advantage in the market."
Domestic Sales Engineer,The Siam Cement Public Company Limited (SCG),Bangkok,Management,Full time,,,Responsibilities: จัดทำแผนการขายภายในประเทศ และขายวัสดุทนไฟ ดูแลการบริการหลังการขาย ให้ได้ตามเป้าหมายที่วางไว้ จัดทำแผนการตลาดและนโยบายการตลาดของสินค้า จัดทำพยากรณ์ ความต้องการของตลาด และวิเคราะห์ผลการขาย ให้คำปรึกษาเสนอแนวทางเทคนิคในการพัฒนาผลิตภัณฑ์ ติดตามการเปลี่ยนแปลงเทคโนโลยีด้านการผลิต หรือพฤติกรรมการใช้งานของลูกค้า Qualifications: จบการศึกษาระดับปริญญาตรีด้านวิศวกรรม เครื่องกล / ไฟฟ้า / เคมี หรือ สาขาอื่น ๆ ที่เกี่ยวข้อง (GPA > 2.70) มีทักษะภาษาอังกฤษในเกณฑ์ดี (TOEIC > 550) มีใจรักงานการขายและบริการ รวมทั้งมีทักษะการสื่อสารกับผู้อื่นได้ดี มีประสบการณ์อย่างน้อย 1-3 ปี (ยินดีรับนักศึกษาจบใหม่)
Marketing Analyst (B2B / Automotive),"Toyota Tsusho (Thailand) Co., Ltd.","Din Daeng, Bangkok",New Business Development,Full time,,,"Location: Asoke – Dindaeng (MRT Rama 9) Work Day: Monday – Friday (08.30 - 17.00) Job Responsibilities: Do Market research or Data analysis (e.g. market information, products info and competitive data) for new business expansion Make data summary as report / presentation to superior or customer as assigned Make proper quotation and communicate with customer to approach the product or service for their business Collaborate and communicate to both internal and external effectively Take a response in term of delivery, price, payment and quality assurance Follow up the progress of all activities until it was done Support special assignment from superior or othes management Qualifications: Bachelor’s Degree or higher in related field 1-3 years of experience in Sales Knowledge/experience of creating new biz from zero to be one. Good knowledge of Market research and Data analysis Computer Skill; Advance Excel, Power BI Good command in English with TOEIC 550 score Strong mind of new challenging assignment Ability to drive with license Benefits: Annual Bonus Overtime Provident Fund Travelling Allowance Phone Allowance Group Insurance Dental Care / Eye Glasses / Contact lens Medical Treatment for Family Vaccination Annual Check-up Residential Loans / Motorcycle Loans / Car Loans Financial Support for Clothing Financial Support for Language Study Marriage Allowance Condolence Allowance Flexible Benefits Training / Seminar Annual Leave / Special Holidays"
