Jobtitle,Company,Location,Job Position,Salary Min,Salary Max,Job Description
Project Director / Real Estate / Up to 150k,"PASONA RECRUITMENT (THAILAND) CO., LTD.",Chachoengsao,"Commercial Sales, Leasing & Property Mgmt",Full time,,,"- Manage profits, transfers, and sales within the approved zone. - Supervise project costs and expenditures. - Execute sales and marketing activities according to the planned strategies. - Ensure construction projects align with the plan and maintain high quality. - Handle legal matters to oversee customer satisfaction and maintain standards. - Monitor the cash flow of the Business Unit to ensure appropriateness. - Collaborate in developing new projects within the assigned zone and jointly managed areas. Qualification - 40-45 years old (*Not over 48*) - Bachelor's degree in business administration, Management, Economics, Marketing, Construction, or related field. - Over 10 years of work experience as a Project Director with direct experience in the Real Estate business only - Strong Knowledge about Real Estate (Housing) or any relevant business - Proficient in MS Office and other relevant computer applications. - Effective communication skills in both Thai and English (listening, speaking, reading, writing). - Responsible and capable of working under pressure. - Ability to analyze and solve specific problems. - Detail-oriented, organized, and able to work well in a team."
Head of Property Management,Asia Sermkij Leasing Public Company Limited,"Vadhana, Bangkok","Commercial Sales, Leasing & Property Mgmt",Full time,,,"Job Descriptions: Accomplish financial goals and report periodically on financial performance. Meeting potential tenants, showing them the property. Source and build relationships with prospective clients to expand business opportunities. Prepare “lease and service agreement, tenants handbook and etc.” and alignment the commercial and legal terms by coordinating with legal team. Maintain records of income, expenses, signed leases, complaints, maintenance, etc. Collecting rent and other property fees from tenants and resolving late payments when necessary. Setting up, managing budget, and controlling all property expenses, insurance premiums, handle operating expenses and maintenance costs. Schedule and oversee contract vendors. Reporting the property’s financial status, occupancy and expiring leases to Top management or property owners. Address and handle tenants’ concern or issues in a timely manner. Manage all aspects of assigned properties. Maintain a positive, productive relationship with tenants. Investigating and resolving property complaints and rental violations. Inspecting all properties and arranging for repairs and new materials as required. Arranging contracts for maintenance, trash removal, landscaping, security, and other ongoing services and managing disputes with these service providers where appropriate. Maintain and decorate the owner’s office, etc. as required. Comply with related Thai laws, rules and regulations and collaborate with government sectors such as local-municipality, pollution control department, etc. Prepare internal memo for approval. Build, decorate, maintain the owner’s office, any properties, etc. as required. Others as assigned. Qualifications: Bachelor’s / Master’s degree in Property management, Business Administration, Real Estate, or any related fields. Experiences around 15 years in office building for lease would be an advantage. Fluent in Thai, proficient in English with TOEIC 600 Interest applicants please submit full resume with current salary, expect salary and recent photograph to Human Resources Department Asia Sermkij Leasing Public Company Limited Bangkok Grand Pacific Lease Public Company Limited Sathorn City Tower, 24th Floor, South Sathorn Road Thungmahamek, Sathorn, Bangkok 10120"
Purchasing/เจ้าหน้าที่จัดซื้อ,"Thai Greatness Group Co., Ltd.",Khon Kaen,"Commercial Sales, Leasing & Property Mgmt",Full time,10000,15999,-ตรวจสอบและเปรียบเทียบราคาสินค้าตามใบเสนอราคา และเจรจาต่อรองราคา -ตั้งเบิกและติดตามยอด -เสนอขออนุมัติใบ P/R ต่อผู้จัดการฝ่ายบริหาร -จัดทำใบสั่งซื้อ (P/O) -ติดต่อประสานงานกับผู้ขายสินค้า/บริการเพื่อขอรายละเอียดเกี่ยวกับการเสนอราคา ราคาและเงื่อนไขอื่น ๆ ในเบื้องต้น -งานอื่น ๆ ที่ได้รับมอบหมาย
Property Management Officer/เจ้าหน้าที่บริหารทรัพย์สิน,TCP Group,"Bang Bon, Bangkok","Commercial Sales, Leasing & Property Mgmt",Full time,,,"ติดต่อประสานงานกับผู้เช่า และตัวแทนของผู้ให้เช่า และจัดหาผู้เช่ารายใหม่ เข้าไปสำรวจตรวจสอบที่ดิน ป้องกันการบุกรุก รุกล้ำ ที่ดินของบริษัท และในเครือ ประสานงาน จัดเตรียมเอกสาร และหลักฐานที่เกี่ยวข้อง รับมอบอำนาจบริษัท หรือเจ้าของบริษัทไปดำเนินการยื่นเรื่องกับหน่วยงานที่เกี่ยวข้องกับที่ดิน อาคาร เช่น การต่ออายุสัญญาเช่า การปรับอัตราค่าเช่า บริหารจัดการเรื่องค่าเช่าที่ดิน และอสังหาริมทรัพย์ต่าง ๆ ประสานงานการดำเนินการทางกฎหมาย ในกรณีที่ผู้เช่ากระทำผิดสัญญา หรือไม่ปฏิบัติตามสัญญา จัดทำค่าพิกัดที่ตั้งของที่ดิน และนำรายชื่อผู้เช่าลงในผังโฉนดที่ดินในแต่ละแปลง คุณสมบัติ ปริญญาตรีทุกสาขา - สาขานิติศาสตร์ รัฐศาสตร์ ประสบการณ์ 3 ปีขึ้นไป มีประสบการณ์ทางด้านอสังหาริมทรัพย์, กฎหมายก่อสร้างผังเมือง, ที่ดิน ออกพื้นที่และลงพื้นที่ได้ สามารถเดินทางไปทำงานต่างจังหวัดและพักค้างคืนได้ มีความชำนาญในการขับรถยนต์ออกต่างจังหวัด สามารถใช้ Microsoft ได้ หากมีความสามารถในการใช้ Program computer อื่น เช่น Auto cad, Visio จะพิจารณาเป็นพิเศษ"
Project Coordinator - Gas Business,Gulf Energy Development Public Company Limited,"Pathum Wan, Bangkok","Commercial Sales, Leasing & Property Mgmt",Full time,,,"Job Responsibilities: Project management. Coordinating with internal teams and all relevant external parties e.g., EGAT, PTT, IEAT, government, project sponsor/ shareholder, industrial estate, contracts, lenders, l enders’ advisor and contractor. Leading and managing execution of the project agreement. Contract negotiation/ Contract reviewing / Contract management. Preparing presentation / boarding agenda for executive management Drafting formal letter in both Thai and English Job Qualifications: Bachelor’s degree in Engineering, Business Administration, Finance,Legal or related fields. Minimum 5 years’ experience in project coordinator. Experience in infrastructure project would be an advantage. Interpersonal relationship skills, ability to communicate with people of different cultures and backgrounds. Organizational and time-management skills. Negotiation and presentation skills. Ability to travel/ work upcountry and abroad. Fluent in English both written and verbal (Minimum 750 TOEIC score). Goal-Oriented, Unity, Learning, Flexible. Interested person, please submit your resume via ""APPLY NOW"" All applications will be strictly confidential and will be kept for at least 1 year. Only shortlist candidates will be notified. Gulf Energy Development Public Company Limited 11th Fl., M Thai Tower, All Seasons Place, 87 Wireless Rd., Lumpini, Pathumwan, Bangkok 10330 Website: www.gulf.co.th"
Building Manager/ผู้จัดการอาคาร,Savills (Thailand) Limited,Bangkok,Residential Leasing & Property Management,Full time,,,"Job Description: Oversee and set the building management plan. Prepare daily, weekly and monthly report to Property Manager Attend the Annual General Meeting (AGM) Attend the Board of the Committee Meeting (BOC) Coordinate will tenants or clients. Train site staffs Monitor the management and facilitate the service provide to co-owners / tenants / residents and visitors. Any other tasks as assigned. Qualifications: Bachelor's degree in any fields. Knowledge or background in Juristic Person Management is a must. Good command of English communication both spoken and written. Experience as a Building Manager in Residential at least 5 years. Able to work well under pressure. Interested candidates are required to send full CV and resume by Click Apply Now Savills (Thailand) Limited. 990, Abdulrahim Place, 26th Floor, Rama 4, Silom, Bangrak, 10500 www.savills.co.th"
Sales Director - Real Estate,Adecco Recruitment (Thailand) Limited,Bangkok,"Commercial Sales, Leasing & Property Mgmt",Full time,,,"About Us: Our Client is a dynamic and innovative international property agency, dedicated to connecting clients with prime real estate opportunities across the globe. their team of experienced professionals is committed to providing unparalleled service and expertise in the international real estate market. As part of their strategic growth, they are seeking a highly accomplished and visionary Director of International Real Estate Sales to lead and elevate our global sales efforts. Responsibilities: Develop and implement a forward-thinking sales strategy to achieve and exceed revenue targets on an international scale. Lead, inspire, and manage a high-performance sales team, providing mentorship and fostering a collaborative and results-driven culture. Identify and capitalize on emerging market trends, ensuring the company's continued growth and prominence in the international real estate sector. Cultivate and maintain strong relationships with key clients, developers, and strategic partners globally. Oversee the negotiation and execution of complex international real estate transactions, ensuring adherence to regulations and industry best practices. Utilize data analytics to assess market dynamics, evaluate sales performance, and provide insightful recommendations for continuous improvement. Collaborate with cross-functional teams, including marketing, finance, and legal, to optimize business processes and enhance overall company performance. Provide regular and comprehensive reports to senior management, offering insights into sales performance, market trends, and future opportunities. Qualifications: Proven executive-level experience in real estate sales leadership, with a focus on international properties. Strong understanding of global real estate markets, regulations, and investment trends. Exceptional leadership and team management skills, with a track record of building and leading successful sales teams. Demonstrated ability to develop and execute strategic sales plans, driving business growth. Excellent communication and negotiation skills, with a strong command of English. Results-driven with a proven ability to achieve and exceed sales targets. Bachelor's degree in business, marketing, or a related field. Master’s degree is a plus. How to Apply: Interested candidates are invited to submit their resume and a cover letter outlining their relevant experience and interest in the position by clicking “Apply Now”. For further information, please contact me at 02 121 3496 ."
Property Manager (Industrial Portfolio),Adecco Recruitment (Thailand) Limited,"Khlong Toei, Bangkok","Commercial Sales, Leasing & Property Mgmt",Full time,,,"Our client is the real asset investment solutions provider, new economy real estate developer in Thailand and they are renowned in South East Asia, also is one of the competitive company in the business. They are looking for Property Manager. You'll in charge of tenant and operation management including managing the contractor as well as dealing with compliance and regulatory oversight. Job Description 1. Tenant Management: • Act as the primary point of contact for tenants, addressing inquiries, concerns and resolving issues promptly. • Facilitate lease agreements, renewals and negotiations with tenants. 2. Operations Management: • Supervise and coordinate property maintenance, repairs and improvements. • Oversee security measures and emergency response protocols. • Monitor and manage property utilities and services. • Implement cost-saving measures without compromising quality. 3. Lease Administration: • Ensure accurate and up-to-date lease documentation. • Enforce lease terms and conditions including rent collection and escalations. 4. Vendor and Contractor Management: • Source and manage relationships with vendors and contractors. • Oversee contracts, negotiate terms and ensure work quality and timelines. 5. Compliance and Regulatory Oversight: • Stay informed about local, state, and federal regulations affecting the property. • Ensure the property complies with all relevant codes and standards. 6. Reporting and Supporting: • Prepare regular reports for the Investments and Asset Management Team for the purpose of the development and management of the property budget to ensure financial goals are met. • Provide updates on key performance indicators and property metrics. • Provide necessary support to other departments to achieve the company’s business plan. Qualifications • Bachelor's degree in Business Administration, Real Estate or any related field. • Proven experience in property/asset management, particularly in industrial real estate. • Strong understanding of lease agreements, financial analysis and property operations. • Excellent communication and interpersonal skills both in English and Thai. • Ability to negotiate effectively and resolve conflicts. • Familiarity with local zoning laws, building codes, and environmental regulations. • Proficient in property management software and Microsoft Office Suite"
Senior Property Management Officer (Bangbon Location)...,TCP Group / KTD Property,"Bang Bon, Bangkok","Commercial Sales, Leasing & Property Mgmt",Full time,,,"ประสานงาน จัดเตรียมเอกสาร และหลักฐานที่เกี่ยวข้อง และรับมอบอำนาจบริษัท หรือเจ้าของบริษัทไปดำเนินการยื่นเรื่องกับหน่วยงานที่เกี่ยวข้องตามขั้นตอนที่กำหนด และเกี่ยวข้องกับที่ดิน/อาคาร/การต่ออายุสัญญาเช่า การปรับอัตราค่าเช่า ติดต่อประสานงานเกี่ยวกับผู้เช่า และตัวแทนของผู้ให้เช่า และจัดหาผู้เช่ารายใหม่ เข้าไปสำรวจตรวจสอบที่ดิน ป้องกันการบุกรุก รุกล้ำ ที่ดินของบริษัท และในเครือ จัดทำค่าพิกัดที่ตั้งของที่ดิน และนำรายชื่อของผู้เช่าลงในผังโฉนดที่ดินในแต่ละแปลง จัดเก็บค่าเช่าที่ดิน และอสังหาริมทรัพย์ต่าง ๆ ของบริษัท และในเครือ ประสานงานการดำเนินการทางกฎหมาย ในกรณีที่ผู้เช่ากระทำผิดสัญญา หรือไม่ปฏิบัติตามสัญญา คุณสมบัติ ปริญญาตรีทุกสาขา - สาขานิติศาสตร์ รัฐศาสตร์ ประสบการณ์ 3 ปีขึ้นไป มีประสบการณ์ทางด้านอสังหาริมทรัพย์, กฎหมายก่อสร้างผังเมือง, ที่ดิน ลงพื้นที่ได้ สามารถเดินทางไปทำงานต่างจังหวัดและพักค้างคืนได้ มีความชำนาญในการขับรถยนต์ออกต่างจังหวัด สามารถใช้ Microsoft ได้ หากมีความสามารถในการใช้ Program computer อื่น เช่น Auto cad, Visio จะพิจารณาเป็นพิเศษ"
Office Engineer/วิศวกรประจำสำนักงานใหญ่,"B.S.Y. Construction Co., Ltd.","Phaya Thai, Bangkok","Commercial Sales, Leasing & Property Mgmt",Full time,,,"Office engineer /วิศวกรประจำสำนักงานใหญ่ พญาไท สำนักงานใหญ่ ตึกโนเบิลเฮ้าพญาไท ชั้น8 ข้างวรรณศร รายละเอียดงาน และ คุณสมบัติ วุฒิปริญญาตรี   สาขาวิศวกรโยธา มีประสบการณ์  จบใหม่  0-5  ปี   ด้านอาคารโรงงาน  คลังสินค้า  และอาคารทั่วไป สามารถใช้โปรแกรม AutoCAD, Ms-Office  ได้เป็นอย่างดี ถอดแบบได้หาปริมาณงานวัสดุ ทำงานเอกสารและ นำเสนองาน มีมนุษย์สัมพันธ์ที่ดี สามารถทำงานเป็นทีมได้ดี มีคำถามอยากสอบถามลักษณงานเพิ่มเติม ติดต่อคุณ คัชพล โทร 089-4215376 ผู้สนใจกรุณาคลิ๊กที่ Apply Now B.S.Y. Construction Co., Ltd. อาคาร โนเบิล เฮ้าส์ พญาไท ชั้น 2 เลขที่ 35/32 ถนนพญาไท แขวงถนนพญาไท เขตราชเทวี กทม. 10400 โทรศัพท์ : 02-6400725-34 (คู่สายอัตโนมัติ) http://www.bsy.th.com/ [link removed]"
Legal Manager/ผู้จัดการส่วนสำนักกฎหมาย,Sansiri Public Company Limited,"Phra Khanong, Bangkok","Commercial Sales, Leasing & Property Mgmt",Full time,,,"ความรับผิดชอบ จัดทำและตรวจร่างสัญญา บันทึกข้อตกลง เอกสารทางกฎหมายต่างๆ สร้างแบบฟอร์มสัญญามาตรฐาน ร่วมกำหนดขั้นตอนการทำงาน รวมถึงให้คำปรึกษาทางกฎหมายที่เกี่ยวข้องเพื่อสนับสนุนธุรกิจของบริษัทในทุกประเภททั้งด้านการพัฒนาโครงการอสังหาริมทรัพย์ , การบริหารจัดการทรัพย์สิน (Property Management) , ที่ปรึกษาการลงทุน , ธุรกิจตัวแทนขาย – เช่าอสังหาริมทรัพย์ (Plus Agency) , งานบริหารการตลาดและขายโครงการอสังหาริมทรัพย์ (Sale Management) , งานบริหารโรงแรม , งานบริหารพื้นที่เช่า , งานสัญญาและงานด้านกฏหมายของโรงงาน PCF อาทิ สัญญาจัดซื้อ จัดจ้าง สัญญาเช่า สำหรับงานพัฒนาโครงการแนวราบ การรับประกันงานบ้าน ฝ่ายโฮมแคร์  สัญญาแต่งตั้งตัวแทนขาย – เช่า สัญญาบริการโอนกรรมสิทธิ์ เอกสารเกี่ยวกับการส่งมอบสาธารณูปโภค สัญญาจัดซื้อจัดจ้างต่างๆ ของฝ่ายบริหารหมู่บ้าน (PMR-HT) อาคารชุด (PMR-C , PMR-HH) และอาคารสำนักงาน (FM) เอกสารจดทะเบียนผู้จัดการนิติบุคคลอาคารชุด เป็นต้น ให้คำปรึกษาทางกฎหมาย จัดทำระเบียบ ข้อบังคับ เอกสารต่างๆ เกี่ยวกับการบริหารจัดการหมู่บ้านจัดสรร และ/หรือ อาคารชุด อาคารสำนักงาน โครงการเพื่อการพาณิชย์ เพื่อสนับสนุนธุรกิจ Property Management จัดทำเอกสาร แบบฟอร์ม กำหนดมาตรฐานในการปฏิบัติงาน ให้คำปรึกษาทางกฎหมาย ตามกฏหมายว่าด้วยการคุ้มครองข้อมูลส่วนบุคคล ประสานงานจดทะเบียนเครื่องหมายการค้า จดแจ้งลิขสิทธิ์ และให้คำปรึกษาทางกฏหมายว่าด้วยทรัพย์สินทางปัญญา ให้คำปรึกษา และจัดทำเอกสารด้านข้อพิพาทต่างๆ งานอบรมกฎหมาย อาทิ กฏหมายว่าด้วยการจัดสรรที่ดิน  อาคารชุด กฏหมายที่เกี่ยวข้องกับอสังหาริมทรัพย์ เป็นต้น งานกฎหมายอื่นๆ ตามที่ได้รับมอบหมาย คุณสมบัติ วุฒิการศึกษา ระดับปริญญาตรีขึ้นไป สาขานิติศาตร์ มีประสบการณ์การทำงาน ไม่น้อยกว่า 5 ปี หากมีประสบการณ์ด้านการทำนิติกรรม – สัญญา ในธุรกิจอสังหาริมทรัพย์ การเช่า พ.ร.บ.การจัดสรรที่ดิน    พ.ร.บ. อาคารชุด จะพิจารณาเป็นพิเศษ สามารถใช้โปรแกรมคอมพิวเตอร์ได้เป็นอย่างดี ทักษะภาษาอังกฤษอยู่ในเกณฑ์ดี"
ผู้จัดการส่วนขาย (บริหาร Agency-บ้านมือ 2)/ผู้จัดการส่วนขาย (บริหาร...,Lalin Property Public Company Limited,"Bang Kapi, Bangkok","Commercial Sales, Leasing & Property Mgmt",Full time,,,"1. บริหารงานการขาย และปิดการขายให้เป็นไปตามแผนงานที่องค์กรได้ตั้งเป้าหมายไว้ 2. การสร้างกลยุทธ์ วางแผน และลงมือทำงานเพื่อดหา Agency มาช่วยทำให้เกิดประสิทธิภาพมากยิ่งขึ้น 3. ให้คำแนะนำเรื่องการออก Mobile booth หรือกิจกรรมอื่น ๆ เพื่อเพิ่มช่องทางจำหน่ายใหม่ ๆ ตาม KPI ที่ได้กำหนดไว้ 4. ตรวจสอบ ติดตาม และบริหารงานโอนบ้านให้เป็นไปตามเป้าหมาย และการขาย 5. ให้ความร่วมมือต่อผู้บังคับบัญชาเพื่อให้เกิดทัศนคติที่ดีต่องาน เพื่อนร่วมงาน และองค์กร 6. ประสานงานกับหน่วยงานต่าง ๆ ที่เกี่ยวข้อง เพื่อให้งานด้านต่าง ๆ เป็นไปตามนโยบายของบริษัทฯ 7. งานอื่น ๆ ที่ได้รับมอบหมายจากผู้บังคับบัญชา ตามที่เห็นสมควร คุณสมบัติ วุฒิการศึกษา ป.ตรี ขึ้นไป มีประสบการณ์ขายบ้านคอนโดทาวน์โฮมอย่างน้อย 7-10 ปีขึ้นไป มีบุคลิกภาพดี มนุษยสัมพันธ์ดี มีใจรักการบริการ มีปฏิภาณไหวพริบและรักการขาย มีทักษะด้านคอมพิวเตอร์โปรแกรม Microsoft Office สามารถขับรถยนต์และมีใบขับขี่ มีประสบการณ์ธุรกิจอสังหาริมทรัพย์(เท่านั้น) สามารถดำเนินเรื่องระบบเอกสารการยื่นกู้กับทางธนาคารได้ครบวงจร มี Connection กับ Agency, Broker ขายบ้าน และหรือที่ดิน"
"Project Director - Real Estate (Housing) (50926), Chachoengsao, Up to 150K","PASONA RECRUITMENT (THAILAND) CO., LTD.",Chachoengsao,"Commercial Sales, Leasing & Property Mgmt",Full time,,,"Job Description Business Unit: Real Estate (Housing) Department: Executive Direct Report to COO of Housing Subordinates: 31; Sales Department Manager, Project Manager, Legal Affairs Manager, Marketing Section Manager Scope of work: To lead and drive the team to propel projects in the assigned area, ensuring sales, transfers, and profits align with the set objectives. Additionally, oversee the construction projects to meet the planned goals and effectively manage customer satisfaction. Job Responsibility: - Manage profits, transfers, and sales within the approved zone. - Supervise project costs and expenditures. - Execute sales and marketing activities according to the planned strategies. - Ensure construction projects align with the plan and maintain high quality. - Handle legal matters to oversee customer satisfaction and maintain standards. - Monitor the cash flow of the Business Unit to ensure appropriateness. - Collaborate in developing new projects within the assigned zone and jointly managed areas. Required work experience - Bachelor's degree in Business Administration, Management, Economics, Marketing, Construction, or related field. - Over 10 years of work experience as a Project Director with direct experience in the Real Estate business only - Strong Knowledge about Real Estate (Housing) or any relevant business - Proficient in MS Office and other relevant computer applications. - Effective communication skills in both Thai and English (listening, speaking, reading, writing). - Responsible and capable of working under pressure. - Ability to analyze and solve specific problems. - Detail-oriented, organized, and able to work well in a team. Work hour Mon-Thu 8:00-18:00; Fri 08:00-17:00 Company Benefit SSO Provident fund 3% Company phone provided Financial Assistance for Laptop"
Tender Operations - B.Grimm Pharma,B.Grimm Pharma (Thailand) Ltd.,Bangkok,"Commercial Sales, Leasing & Property Mgmt",Full time,,,"Job Summary: As a Tender Operations Specialist in the pharmaceutical industry, you will play a crucial role in managing the end-to-end process of tender operations for pharmaceutical procurement. This position requires a meticulous individual with a keen understanding of tendering procedures, regulatory compliance, and effective communication with internal and external stakeholders. Key Responsibilities: Tender Announcement: Coordinate the preparation and posting of tender announcements on relevant platforms, ensuring compliance with regulatory requirements. Technical Document Preparation: Develop and prepare comprehensive technical documents for tender submissions, including e-bidding, specific methods, and selection methods. Bid and Proposal Documentation: Format, collate, and present bid and proposal documentation according to the specified requirements in tender announcements. Price Enquiry Type: Create sample tender submissions for price enquiry types, ensuring accuracy and completeness of pricing details. Contract Signing Documents: Review and prepare necessary documents for the signing of contracts, working closely with legal and procurement teams. Coordination with Finance Department: Collaborate with the Finance Department to obtain the required Letter of Guarantee (LG) and ensure financial compliance in the tender process. Compliance Check: Conduct thorough compliance checks to ensure that all tender documents adhere to regulatory requirements and internal protocols. Submission Timeline: Manage and adhere to submission timelines outlined in tender announcements to ensure timely and accurate submissions. Stakeholder Communication: Maintain open and transparent communication with internal teams, external partners, and regulatory bodies throughout the tender process. Qualifications and Skills: Bachelor's degree in Business, or a related field. Proven experience in tender operations within the pharmaceutical or healthcare industry. Strong knowledge of pharmaceutical procurement processes and regulatory compliance. Excellent organizational and project management skills. Attention to detail and accuracy in document preparation. Effective communication and interpersonal skills. Ability to work collaboratively in a cross-functional team. Work Location: Bangkok Working Days: Monday - Friday Company Website: https://bgrimmgroup.com/our-businesses/healthcare/b-grimm-pharma/ Interested applicants can apply directly by click ""Apply Now"" All applicant will be treated strictly confidential. We thank all applicants for their interest, however, only those selected for an interview will be contacted."
Property Sales Manager – International / Luxury Property,Adecco Recruitment (Thailand) Limited,Bangkok,"Commercial Sales, Leasing & Property Mgmt",Full time,,,"About Us: Our Client is a dynamic and innovative international property agency company specializing in connecting clients with prime real estate opportunities around the globe. Their team is composed of experienced professionals dedicated to providing unparalleled service and expertise in both Thai and international real estate market. As they continue to expand the operations, they are seeking a passionate and results-driven International Real Estate Sales Consultant to join their team. Responsibilities: Lead and manage a high-performance sales team, providing guidance, training, and mentorship. Develop and implement effective sales strategies to achieve and exceed revenue targets. Collaborate with the marketing team to create compelling campaigns and promotional materials. Build and maintain strong relationships with key clients, developers, and industry partners. Monitor and analyze market trends, competitor activities, and customer feedback to identify business opportunities. Oversee the negotiation and closing of complex international real estate transactions. Ensure compliance with local and international real estate regulations. Provide regular reports and updates to senior management on team performance and market trends. Qualifications: Proven experience in real estate sales management, with a focus on international properties. Strong understanding of global real estate markets, regulations, and investment trends. Excellent leadership and team management skills. Demonstrated ability to develop and execute successful sales strategies. Proficient in English with excellent written and verbal communication skills. Results-driven with a track record of achieving and exceeding sales targets. Bachelor's degree in business, marketing, or a related field. Benefits: Competitive salary with performance-based commission. Comprehensive health and dental insurance plans. Access to exclusive training and development programs. How to Apply: Interested candidates are invited to submit their resume and a cover letter outlining their relevant experience and interest in the position by clicking “Apply Now”. For further information, please contact me at 02 121 3496 ."
Property Sales / Property Sourcing,"Artop Media (Thailand) Co., Ltd.","Mueang Samut Prakan, Samut Prakan","Commercial Sales, Leasing & Property Mgmt",Full time,,,"Job Description (Property Sales) Proactively identify and reach out to potential clients through various channels, including networking events, referrals, and online platforms. Provide professional advice on market conditions, pricing strategies, and potential investment opportunities Negotiate and facilitate the buying and selling process to ensure favorable terms for all parties involved. Guide clients through the closing process, including document preparation and contract signing. Stay informed about current market trends, property values, and competitive real estate offerings. Provide clients with accurate and up-to-date information to assist them in making informed decisions. Complete necessary paperwork, including contracts, disclosures, and other documentation. Job Description (Property Sourcing) Analyze market trends, property values, and economic indicators to make informed sourcing decisions. Source and identify potential investment properties through various channels, including online listings, auctions, off-market opportunities, and networking. Build and maintain a network of real estate professionals, agents, and property owners. Evaluate property values, potential rental income, and renovation costs. Ensure compliance with legal and regulatory requirements. Assist in the preparation of necessary documentation for property acquisitions. Coordinate with legal and administrative teams to ensure a smooth and efficient transaction process. Cultivate and maintain strong relationships with real estate agents, property owners, and other industry professionals. Qualifications Bachelor's Degree in any related field Minimum 2-3 years of experience in Real Estate Sales Representative or a similar role with fluency in Chinese (Mandarin) and English will be advantage Proven experience as a Real Estate Sales Representative or a similar role. Excellent communication and negotiation skills Location: Near BTS Bearing"
Commercial and Procurement Manager,B.Grimm Power PCL.,"Bang Kapi, Bangkok","Commercial Sales, Leasing & Property Mgmt",Full time,,,"JOB SUMMARY Contract Negotiation and Management. Bidding & Contract Preparation for improvement or expansion projects, GT Maintenance Services ,etc Seeking Non OEM vendors/contractors to provide quality spare parts and Services at reasonable prices Responsible the assigned works from function head. DUTIES AND RESPONSIBILITIES 1. Bidding & Contract Preparation for New Project, Project improvement, Project expansion, Services and High volume ordering 1.1 Pre Bidding to bid submission To pre-select 2-3 appropriate qualified contracting companies to participate the coming bidding. To prepare the ITB which consists of the bidding rules and the EPC contract models. To officially issue the ITB to the selected bidders. To provide official clarifications and/or to provide additional project information/specifications to the bidders prior to the bid submittal date. To verify the integral of the Proposal and concerning documents (affidavit, power of attorney, bid bond etc 1.2    Bidding Evaluation To make sure that the proposals to be submitted by the bidders will be on the same basis and in accordance with the ITB requirements. To evaluate the Proposal from each bidder and to officially notify the bidders who are selected to go for the final round. (The high reputation bidders should be selected to final round for prevention of conspiracy.) To clarify and negotiate the commercial deviations requested by shortlisted bidders. To evaluate the Proposal from each bidder and select the Preferred Bidder. 1.2    Contract Conforming, Contract Effectiveness and Internal Kick-Off Meeting To finalize the contract terms & condition as per mutual agreement between bidder and owner. To prepare final draft of contract and related document required by Lender. To ensure that the contract will be effective by completing all required conditions such as Contract Signing, NTP Issuance and releasing all other documents including Bond Assignment as being required by the Lenders if projects is still under Credit Facility Agreement. To ensure contracts are communicated to all relevant parties to provide contract visibility and awareness, interpretation to support implementation. 2. Contract Management To follow up, maintain, monitor and manage the validity and amount of Bid Security and Performance Security. To control the application of BOI master list and Import Entry for imported plant and get exemption of import tax (if the privilege of import duty exemption is still valid). Monitors compliance of contract requirements and ensuring all conditions are satisfied before approval of the final invoice. Negotiation the commercial agreement with pricing, terms and condition and ensuring that the agreements with the suppliers/contractor are commercially advantage. To record claims made by Suppliers/Contractors and work with related parties to provide decisions of such claims. To amend the contract or clarify conditions in the contracts or provide confirmation of approval or rejection of any requests for deviations. Steps to be taken in case that an event of Force majeure occurred. Steps to be taken if Suspension is necessary. To setup a system for filing of contracts, contract documents and contract correspondences. Steps to be taken if LD is incurred. Steps to be taken if a claim-able incident occurred during the Defect Liability period and also identify the procedure for issuing the Defect Liability Certificate. 3. Standard Contract Management/Long Term Service Agreement To Preparation, Storage, Update/Revision of contracts To amend the contract or clarify conditions in the contracts or provide confirmation of approval or rejection of any requests for deviations. To manage commercial aspect, terms and conditions according to the LTSA / contract. Especially during the planned and unplanned outage of Gas Turbine. 4. Seeking non OEM vendors/contractors to provide quality spare parts and services at reasonable prices To evaluates vendors/contracts for pre-Qualification, pre-screening in order to determine whether vendors/contracts satisfies the criteria and capable to deliver goods or perform the works. Consumables and spares parts - Visiting potential vendor to ensure that they have sufficient stock to cover lead-time for replacement stocks to avoid stock-outs. Services - Visiting potential contracts workshop to ensure that they have sufficient skill and experience man-powers and equipment/tools as well as good process of pre and inspection including quality assurance procedure. To perform the bidding & contract management process according to above no. 1 and 2. 5. High volume procuring Forecasting likely levels of demand and determine timing of deliveries of goods to meet the operation and maintenance requirement and keeping stock levels to maximize operation and maintenance works efficiency. To evaluates vendors for pre-Qualification, pre-screening in order to determine whether vendors satisfies the criteria and capable to deliver goods. Visiting potential vendor to ensure that they have sufficient stock to cover lead-time for replacement stocks to avoid stock-outs. To perform the bidding & contract management process according to above no. 1 and 2. 6. Risk Mitigation ,ESG and etc Work with Risk Management Department / Finance to coordinate contractual insurance requirements. JOB SPECIFICATION Bachelor’s Degree in Engineering Experience 3 - 5 years in Commercial Good in verbal and written communication and negotiation skills in English. Good working attitude and willing to be a part of learning organization. Ability to work under tight timelines and pressure Working Location: Krungthepkreetha Road, Bangkok Working Day: Monday - Friday Working Time: 08.00 - 17.00 Interested applicants can apply directly by click ""Apply Now"" All applicant will be treated strictly confidential. We thank all applicants for their interest, however, only those selected for an interview will be contacted."
