Jobtitle,Company,Location,Job Position,Salary Min,Salary Max,Job Description
Production Manager/ผู้จัดการฝ่ายผลิต,"TN GROUP CORPORATION CO., LTD",Samut Sakhon,Management,Full time,,,"SUMMARY The position is responsible for overall manufacturing operations of fabrication delivering quality products and meeting the production plan, customer requirements and company objectives. Managing, supervising, controlling, and supporting resources and manners of Fabrication operations inclusive staff, budget, machine, equipment’s, processes, method, performance and improvement to meet production quality and targets. RESPONSIBILITIES • Involve in production planning and specify target of manufacturing in Fabrication function, pre-assembly and assembly, both daily, weekly, and long term as well as budget and manpower planning. • Assign manufacturing program to meet production plan together with manage and control to perform meeting specified quality and targets. • Monitor production operations to perform / improve effectively and meet standard, criteria, procedures, cost effectiveness with safety, environment care and labor relations / disciplinary. • Study improvement alternative for meeting or beyond customer expectation and cost effectiveness or better performance in various aspects such as safety, energy, waste, defect as well as setting challenge objective and action to be taken • Perform other assigned tasks from superior including company policy or procedure. • Encourage and develop staff competency and knowledge transfer. • Structure smart team staff and effectively implement production systems and company required management systems & standards including such self-maintenance and improvement systems. • Study and emphasize for production improvement or alternative technique and adapt to existing production process(For bending machine, Rolling machine, cutting by laser cutting machine and welding robot) EDUCATION & EXPERIENCES • Bachelor’s degree in industrial engineering or related. • Minimum 10-15 years’ experience in manufacturing, planning, and control manufacturing concerning with Lean manufacturing, and /or experience in Fabrication or Assembly manufacturing or related industry, especially metal sheet fabrication."
Senior Integrated Campaign and Channel Management Officer,"Siam Commercial Bank Public Co., Ltd.","Chatuchak, Bangkok",Management,Full time,,,"Job Summary: Senior Integrated Campaign and Channel Management Officer will be responsible for analyzing and optimizing campaign performance by using key metrics for measuring outbound leads, design the effective performance measurement, scale analytics methods & tools to drive channel to achieve the business growth objectives. Job Descriptions: Gradually track the campaign performance in terms of the lead utilization, opportunities, and revenue on timely basis and conduct campaign post-implementation analysis by recommending any in-depth analytics and identifying the improvement areas Collaborate with both technical and non-technical colleagues to develop and design data visualization for campaign performance dashboard on power BI as monitoring tool for sales channel Formulate and develop business analytical model or framework for strategic decision making; e.g. Lead scoring and optimization, Sales territory coverage, etc. Develop concept of the trigger campaigns that relate to wealth platform in order to provide a better customer experience and support sales team to meet the business target Support data processes - provide the team with ad-hoc analysis, automated dashboards, and self-service reporting tools Qualifications: Master’s degree in Statistics, Business Administration, Marketing, IT, or related fields Extensive years of experience in areas of financial service in the data management position Professional in Excel, Access, Power BI Demonstrate and have the robust track record on business analysis and project management will be an advantage Possess interest and certain knowledge in investment and insurance products will be a big plus"
Logistics Leader ***Find out more detail on email,"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.","Bang Bo, Samut Prakan",Import/Export & Customs,Full time,35000,54999,"Location: Bangbo, Samut Prakarn Working hour : Monday – Friday Duties Administer of Import/Export document for the machines, parts, and tooling, etc. (check detail in shipping document; price, packing list, goods descriptions, marking and B/L) Coordinate with shipping agents/ freight forwarders, local authorities in preparing detail or document for Customs clearance (re-check HS code, product name & descriptions in Thai, CIF/FOB price calculation, delivery status, customs conformity, FTA privileges, etc.) Monitor and manage logistics team in operating the shipment and delivery to run smoothly. Overseeing the product claims and returning process. Analyze and control budget for logistics cost and related expenses both domestic and overseas activities. Contact to Japan (HQ) for any requires for shipment. Coordinate with related parties to support delivery operation (transportation arrangement, proper packing for shipment or delivery) Control and manage general operation of warehouse (report of incoming/outgoing machines, parts, or tooling, quarterly report of inventory, physical stock counting and report of stock movement) Control inventory FIFO system to be aligned with actual product placement. Ad-hoc jobs assigned by Managers or Executive. Qualifications: Bachelor’s Degree in any fields (Logistics or SCM will be a plus) At least 10 years’ experience in logistics, warehouse & supply chain management Must have experience in transport/delivery of large machinery Have knowledge of using logistics & inventory software and barcode system Computer literacy skills: MS office, SAPB1 is a Plus Good command in English (Equivalent to TOEIC 650+) Must have driving license with own car Strong leadership skill, problem-solving, and time management skill Remark: Only shortlist candidates will be contacted *All applications will be treated in strict confidence. All material submitted in connection with your application will become part of our confidential recruitment files. We regret that only shortlisted candidates will be notified. **By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates, in accordance with our Privacy Policy. Please visit www.persolkelly.co.th for a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email to let us know. CONTACT: PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd. K.Napatsorn (Koy) Tel. 06-1495-4629"
Quality System Supervisor,Alpla Packaging (Thailand) Ltd.,Chachoengsao,Quality Assurance & Control,Full time,,,"Job Descriptions: 1.Establish, implement, maintain and improve quality management system (ISO 9001, FSSC 22000 and future system) 2.Document control job 3.Create monthly report 4.Generate internal and external system audit plans after validating and confirming with concerned parties 5.Conduct internal process audit and follow up 6.Collect audit reports and take note of the non-compliances and define action items, timelines and agreements with concerned parties (auditors, customers, supplier or plant managers/employees) 7.Coordinate our customers’ ‘supplier qualification programs’ and act as in-between ALPLA and external parties 8.Maintain good housekeeping; follow standards and ensure that subordinates also follow the standards of 5S and other plant standards. 9.Quality system training 10.Other tasks assigned by supervisors / managers Work Location: Year 2024 January-May work at Prachinburi plant, 304 Industrial Park. June work at Chachoengsao plant, TFD2 Industrial Estate. Qualifications/Skills: 1.Completed a bachelor’s degree in any related course 2.3-4 years’ work experience in quality systems, audit experience with document control is preferred 3.3-4 years’ work experience in supervising quality team 4.Experience and background in ISO 9001, GMP, HACCP, FSSC 22000, 5S and Safety are needed 5.Knowledge in using relevant quality tools 6.Relevant exposure in plastic packaging industry is an advantage 7.With skill in utilizing manpower and resources to achieve targets 8.Proficient in using computer and basic application software and the ability to use it in doing quality related reports 9.Good interpersonal and intrapersonal skills in order to relate well with employees and even with external parties: customers, auditors, suppliers and even government representatives 10.Good English language skills (oral and written) 11.Strong analytical and problem-solving skills Note : Resume in English is only preferred."
Quality Engineer,Alpla Packaging (Thailand) Ltd.,Chachoengsao,Quality Assurance & Control,Full time,,,"Job Descriptions: 1.QA activities from Incoming, In-process, and Outgoing inspection processes, including Laboratory testing. 2.Coordinate with other departments and discuss for quality issues 3.Ensure that all inspection tools, jigs, and equipment are in proper condition, calibrated and have undergone preventive maintenance 4.Data collection and analysis using quality tools such as SPC and company internal software 5.Perform MSA, Gauges R&R to ensure accuracy of measurement system 6.Establish, implement, maintain, and improve quality management system (ISO 9001, FSSC 22000 and future system) 7.Support Internal and External system audit and follow up 8.Support Quality system training 9.Support customer complaints handling, including initiate and control corrective and preventive action resulting from customer complaint 10.Support supplier audit, supplier performance monitoring 11.Other tasks assigned by supervisors /manager Work Location: Year 2024 January-May work at Prachinburi plant, 304 Industrial Park. June work at Chachoengsao plant, TFD2 Industrial Estate. Qualifications/Skills: 1.Bachelor’s degree in Engineering or related courses in the field of Science (Statistical, Physical, Polymer, Biology, Chemistry, Food science, Microbiology) 2.At least 2-3 years of work experience in Quality System, Quality Assurance or Quality Control 3.Experience / knowledge in ISO 9001, GMP, HACCP, FSSC 22000, 5S and Safety are advantageous 4.Experience / knowledge in FMCG and Plastic Packaging are advantageous 5.Experience with physical lab testing equipment, calipers, scales, digital gauge and compression force testing equipment 6.Experience performing quality and food safety system audit is an advantage 7.Experience / knowledge in Document Control is an advantage 8.Experience / knowledge of RCA (Root Cause Analysis) 9.Experience / knowledge of Statistical Process Control (SPC), Measurement System Analysis (MSA), Failure Mode and Effects Analysis (FMEA) 10.With skill in utilizing manpower and resources to achieve targets 11.Able to use quality equipment and evaluate quality issues 12.Proficient in using computer and basic application software in dealing with quality related reports 13.Good interpersonal and intrapersonal communication skills to properly execute quality procedures and address issues that are critical in operations 14.Good English language skills (oral and written) 15.Strong analytical and problem-solving skills Note : Resume in English is only preferred."
Yard Supervisor,NES Fircroft (Thailand) Ltd.,Songkhla,Freight/Cargo Forwarding,Full time,55000,69999,"Responsibilities PIC for yard and rig; to ensure open and prompt communication between all stakeholders Ensure base warehouse(s) is properly managed in terms of Housekeeping and Equipment Inventory. Creating and ensuring accurate documentation for all incoming and outgoing Materials and services to/from the base MMOs from rigs MMOs to rigs WOs to vendors Preparation and checking of materials for shipment (incoming/outgoing) including packing and labelling Ensure a good book-keeping in warehouse office. To attend Weekly / Monthly Safety meeting held by the Client Rep as required. Follow up with local vendor on outstanding orders, services, and/or delivery. Produce NCR (Non-Conformity Record) if required. Update the Yard register, CCU register, backload register, gas cylinder tracker, Rig Equipment Inventory. Take charge of a disposal process and complete all necessary paperwork as per procedure and in accordance with Company Policy and Guidelines. Ensure a periodic Physical Equipment Inventory are in place for all rigs equipment and items stored onshore and update to ensure accuracy. To act as ED representative when needed including relieving Base Coordinator upon his absence. Qualifications Related experience more than 3 years as Yard Supervisor, Materials Coordinator for Drilling services Candidate who lives in Songkhla or Ranong will be highly considered."
Safety Group Manager/ผู้จัดการสำนักงานความปลอดภัยและสิ่งแวดล้อม,"Agc automotive (Thailand) Co.,Ltd.",Chon Buri,Assembly & Process Work,Full time,,,"Duties & Responsibilities: Conduct and lead safety activity in factory to enhance safety improvement acheive 0 accident Manage safety activity in plant through safety plan and monitoring and continuous  improvement Plan , implement company activity requirement follow company objective, customer requirement and law Management comprehensive environment safety & health program on premises Conduct and good coordination with other group to improve safety and environment in company Qualifications: Bachelor degree in safety Management ,Safety ,Health ,Engineering in factory or related field 10 Years of experience in  Safety Management in factory Other skills ISO45001, ISO14001,IATF16949 Computer literacy (Ms Office) Good in English Communication Good communication and interpersonal skills with the ability to building  a relationship at all levels Leadership, proactive ,Creativity ,strong logical thinking  and high responsibilities Negotiation skills ,Problem-Solving and Decision making Can be follow-up with yourself and Efficiently work under pressure Welfare: Social security Medical Allowance Provident fund Annual leave days Local Allowance Long year of service reward Bonus                                                                                                                 **Attractive salary are offered to the right candidates **                                                  If you are interested in this position, please submit your resume with your current picture, transcript and expected salary by apply in Jobsdb . AGC Automotive (Thailand) Co., Ltd. 700/366 Moo 6 Amata City Chonburi Industrial Estate, Bangna –Trad K.M.57, Nong Mai Daeng , Muang Chonburi, Chonburi 20000 ThailandTel. (038) 214840 Ext.703 , Fax. (038) 214853 Website: www.agc-automotive.co.th [link removed]"
Affiliate Account Manager,WHITELINE ACTIVATION COMPANY LIMITED,"Ratchathewi, Bangkok",Management,Full time,,,"Role Responsibilities Monitors and manages Affiliate program activity including new Affiliate recruitment. Analyzes campaign performance. Identifies areas of improvement (creative, promotions, consumer journey, etc.). Presents ways to increase client revenue and drive account growth. Researches new affiliates. Identifies new content and paid media placement opportunities. Develops a strong knowledge of each client's KPIs and works with media to optimize traffic and drive performance. Conducts marketplace reviews to keep client/s informed on competitive promotions, payouts and opportunities. Responds to client requests in a timely and professional manner. Provides weekly and monthly reporting including KPIs against DMS budget goals. Manages all client engagement. Required Qualifications: Prior work experience in affiliate marketing, digital media planning or sales 1+ years digital media experience in either a marketing or agency role Excellent professional analytical, writing and interpersonal skills Proficient in Excel Ability to work independently in a fast paced environment while supporting team responsibilities and goals This position can be performed anywhere except Colorado."
Driver หลายอัตราด่วน‼️‼️‼️/คนขับรถ หลายอัตราด่วน‼️‼️‼️,Dbuild furniture,"Bang Bon, Bangkok",Freight/Cargo Forwarding,Full time,,,หน้าที่ดูเเลรับผิดชอบ คนขับ** ขับรถส่งสินค้าตามเส้นทางที่มอบให้ ดูเเลรับผิดชอบตรวจเช็คสินค้าให้เรียบร้อยตอนนำส่ง หากวันไหนงานน้อยหรือไม่มีงานอยู่ตรวจเช็คเเลดูเเลความเรียบร้อยในออฟฟิศ 📢คุณสมบัติ ขอคนมีประสบกาณ์ในการณ์ขับรถส่งของ ตรงต่อเวลาไม่ขาดลามาสาย มีใบขับขี่รถยนตร์ ไม่ใช้สารเสพติด!!!! สวัสดิการ - เงินเดือน 12000-13000บาท หากมีประสบการณ์สามารถคุยกันได้ - เบี้ยขยัน - ผ่านงานมีค่าคอมแน่นๆเลยจ้า🔥 สำหรับคนขับผ่านโปรก็มีค่าคอมฯนะคะ
Packaging development manager,Reckitt Benckiser (Thailand) Limited,Chon Buri,"Production, Planning & Scheduling",Full time,,,"This role will serve as the leader for the ASEAN Packaging Team focused on the IFCN portfolio of products within the Nutrition BU of Reckitt. The role is accountable for the output and results of the team when delivering against the business objectives of the ASEAN Region. The role and/or team being managed is also expected to support common or shared objectives that support the broader IFCN business (e.g. – other Regions, as required. The individual will be expected to accomplish the organizational objectives of the business unit through their own individual contributions, their direct reports as well as indirect reporting relationships/teams across the Region(s). The scope of work is related, but not limited to innovation, cost savings, quality improvements, brand maintenance and/or customer requests for customized packages. The incumbent will serve and be viewed as a technical, people and project leader, with emphasis on holistic package development practices for the ASEAN Nutrition Packaging Team and key contributor to the Asia ANZ AME Regional Packaging Leadership Team. Expected Areas of Competence Possesses and applies an understanding of industry knowledge and technical expertise in research, test methods, data analysis and use of technical and business software/systems to effectively produce best in class holistic packaging/product solutions. Ensure the output of the team driving the creation of packaging material specifications, associated drawings and packaging procedural specifications are to department/BU standards and expectation Identify material requirements, draft specifications, and apply testing procedures to ensure projects deliver efficient cost, line performance, package quality, supply chain robustness, and fulfill the consumer need state. Support the evaluation of results from consumer studies and influence the analysis and outcomes as it relates to packaging recommendations and technical implications. Actively influence the implications of decisions as it relates to the effect of packaging on the total user experience. Applies technical packaging knowledge and information from a wide variety of sources to solve difficult problems and provide solutions based on risk and benefit assessments. Proactively identifies and assigns appropriate resources to address potential issues. Own or support the development of information to drive the communication of information and supporting decision making about our packages in cross functional settings when accuracy of information matters. Maintain expert level technical acumen of IFCN packaging formats and be capable of sharing/ teaching others with respect to technical information and technology. Expert level understanding of rigid and flexible polymeric materials and their manufacturing and con process (blow molding, injection molding, thermoforming, film and sheet conversion). Project Leadership Demonstrates project planning and management skills for streamlined execution by effectively prioritizing responsibilities to ensure excellence in project completion. Leads day-to-day prioritization of teams workload and participate in annual planning process to set department objectives. Capable of assess and providing feedback regarding complex projects to ensure that plans are technically/commercially solid as well as accurate with respect to necessary timing and budget. Able to manage project communications up, down and across the business as appropriate. Individually contribute, when necessary, to conduct root cause analysis, trouble shooting technical issues and performance challenges. Individually contribute, when necessary, to conduct lab analysis, production line trials and supplier testing on related projects. Generate and analyze performance-based data to drive technical and business recommendations. Capable of liaising with project managers and project management leadership to establish resourcing needs and identify constraints in real time and to a 1-3 year outlook. Develop packaging cost models and scenarios comparing and contrasting alternatives to recommend ideal solution. Innovation Management Analyzes the industry/customer/prime prospect dynamics, scientific/technical feasibility, and market viability in all aspects of the R&D process to build innovative solutions that enhance organizational value. Champion and resource the identification of new packages, materials or technologies to develop them as enablers to drive cost savings, packaging value propositions for consumers and/or core renovation initiatives, while capable of gaining support to move through a projects life cycle. Effectively partner with the business to commercialize packaging solutions for small, medium or large projects/programs that are led by others or the incumbent. Maintain knowledge and ability to influence equipment solutions at the front end, identifying new technologies or appropriate existing technologies for the organization, for transition to Engineering. Work across all functions, including the balance of R&D, Operations, Quality, Engineering, Commercial, Procurement and Suppliers to support project launches as need. Able to effectively partner and establish relationships with suppliers in an effort to leverage their technical and/or business capabilities to Reckitt’s advantage. Functional Leadership Directly influence and help establish the goals, objectives and direction for the department. Able to provide coaching and mentoring to a broad variety of packaging professionals with varying skill sets within the department and across the various Regions, as required. Successfully manage and deliver against performance metrics by working through the direct reporting team, as well as cross-functional partners in the packaging value chain. Capable of communicating on behalf of the department to support strategic decisions made within the Americas Health Packaging Leadership Team, Supply Chain or Commercial Leadership Teams as well as support and execute against plans driven by the Global Packaging Leadership Team within the Health BU. Understand the packaging value chain within RB’s Health BU and advocate for packaging and its significance to our customers, consumers and internal/external stakeholders. Qualification: Demonstrated history of high performance in designing and developing packages at the bench, pilot plant and commercial scale. Demonstrated high-level of contribution to cross-functional/multi-disciplined teams operating in a dynamic, result-oriented environment. Experience communicating and networking effectively with a diverse audience at multiple levels Expert level in one of the following areas and experience in the balance, the material science or processing methods of plastic, paper and metal based packaging materials and/or hybrid applications combining multiple substrate types. Experience in aseptic process and packaging principles as well as thermal processing as it relates to packaging design. Strong understanding of shelf life and stability methods and the affect packaging and/or packaging systems can have on the outcome of product performance. Must have experience or advanced training and demonstrate proficiency in problem analysis and resolution, statistical methods, and design of experiments. Experience with government regulatory requirements in the infant formula in relation to Packaging. 8 + years of relevant and experience with progressive responsibilities and project leadership in the consumer products or food packaging industry. Prefer 3+ years leading a packaging development team, with demonstrated skills to raise the capability of the team and subsequent business results."
*URGRNT* - Manufacturer Engineer (CNC) - Chonburi - Up to 35k,"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.",Chon Buri,Assembly & Process Work,Full time,,,"Our client is URGENTLY looking for a qualified candidate as a below information. Job responsibilities Operate and program 5-Axis CNC machines with a focus on precision and efficiency. Perform medium to highly complex machining tasks on materials like Aluminum and Steel Alloys. Interpret blueprints, CAD/CAM designs, and GD&T specifications to meet precise aerospace industry standards. Utilize CMM and other measurement tools to verify component accuracy and quality. Collaborate with engineering and production teams to optimize manufacturing processes. Contribute to continuous improvement initiatives, including KAIZEN projects. Ensure adherence to quality management systems such as ISO 9001 and AS 9100. Participate in product transfer activities as needed. Maintain a safe and organized work environment, adhering to company policies and safety protocols. Willingness to relocate if required and participate in overseas training. Qualification Bachelor's in Mechanical and Manufacturing Engineering. Worked in Aerospace, Automotive, and Contracting Industries. Skilled in machining Aluminum and Steel Alloys. Proficient in CMM, GD&T, and blueprint reading. 3-4+ years of 5-Axis CNC machining experience (FMS is a bonus). Knows CAD/CAM (e.g., AutoCAD, CATIA). Experience with KAIZEN and continuous improvement. Familiar with ISO 9001 and AS 9100 quality systems. GOOD TO HAVE Experience with KAIZEN and continuous improvement. Expertise in product transfer. Flexible manufacturing system is a bonus. Handles medium to highly complex machining. Familiar with ISO 9001 and AS 9100 quality systems. Additional Information Salary: Slightly Negotiate for directly experience (salary depends on working experience & skill) Benefits: ** other company benefits will be informed upon the interview process** Working days: Monday – Friday (8 AM – 6 PM) **All applications will be treated in strict confidence. All material submitted in connection with your application will become part of our confidential recruitment files. We regret that only shortlisted candidates will be notified. ** By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates, in accordance with our Privacy Policy. Please visit www.persolkelly.co.th for a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email to let us know. ********************************** PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd. 27th Floor, Empire Tower 3, Unit 2707, 1 South Sathorn Road, Yannawa, Sathorn, Bangkok 10120 | Thailand Contact Person: Ms. Manotaya (Por) **Mobile phone: 080-0302495 ** Manotaya_Kaewtecha (at) persolth.com"
Logistic & Order Transaction Supervisor (30K–37K) (SDG-101634)...,"RGF HR Agent (Thailand) Co., Ltd.","Pathum Wan, Bangkok",Import/Export & Customs,Full time,,,"<Job responsibilities> Receive purchase order and deliver to customer as requested. Handle and issue concerned document as Tax Invoice, Delivery Note, etc. Plan for delivery route. Report monthly sale volume to Sales Dept. Handle and contact with shipping company and issue concerned document for export order Co-operate with Quality System IS0 9001. Internal co-ordinate with sales team, accounting team and QC team. <Necessary Skill / Experience > Bachelor's degree Bachelor's degree in logistics or other 5 years up experience in Logistic or import-export Inbound and outbound logistics Export background Warehouse Management Transportation Management Proficiency with Microsoft office (Excel, Word, Outlook) Knowledge in SAP Team Management < Details > Good communication skills. Good attitude and enthusiasm. Good computer Skills and MS office skills. Language Skill English level : Conversational Japanese level : None Workplace Area: BTS Ploen Chit Working Hour: 8:30-17:30(Mon - Fri (up-country and work Sat-Sun (have OT)) About the Benefits 30,000–37,000THB About the company Product & Service:     Automotive Lubricants Business Type:          Automobiles / Automobile Parts;Energy; HOW TO APPLY FOR A JOB, *** Please submit your resume with recent photo, your current & expected salary and reference: Logistic & Order Transaction Supervisor (30K–37K) (SDG-101634) *** any query regarding this Job or application method, please call Tel. 02-021-0333 689 BHIRAJ TOWER at EmQuartier, 23rd Floor, Room No. 2304-2306 Sukhumvit Road, North Klongton Sub-District, Vadhana District, Bangkok 10110 Website: www.rgf-hragent.asia [link removed] and find us on Facebook: RGF Thailand [link removed]"
Head of Marketing,Dohome Public Company Limited,"Din Daeng, Bangkok",Management,Full time,,,"Responsibilities: กำหนดทิศทางและกำกับดูแลงานด้านการตลาดของบริษัทฯ พัฒนาปรับปรุง วิธีการ และประสานงานการตลาดให้มีประสิทธิภาพ ดูแลงานด้านการตลาดของบริษัทเพื่อหาลูกค้าใหม่ พร้อมรักษาฐานลูกค้าปัจจุบันและพัฒนาสินค้าและบริการให้ตรงความต้องการของลูกค้า วิจัยและพัฒนากลยุทธ์และแผนการที่หาช่องทางทางการตลาด, การตลาดโดยตรง และพัฒนาโครงการใหม่ๆ พัฒนาและบริหารการขายและงบประมาณการตลาด รวมถึงดูแลการพัฒนา และการบริหารจัดการงบประมาณปฏิบัติการภายใน พัฒนาระบบฐานข้อมูลลูกค้าและประสานงานการจัดการระบบฐานข้อมูลด้านอื่นๆ ทั้งหมดที่เกี่ยวข้องกับงานการตลาด ดูแลการวางแผนและพัฒนาตลาดของบริษัท ให้คำปรึกษา แนะนำ กาจัดทำนโยบายและแผนงานของหน่วยงานภายในสายการตลาด พัฒนาศักยภาพของพนักงานสายการตลาด Qualifications: การศึกษาปริญญาตรีขึ้นไป สาขาการตลาด บริหารธุรกิจ หรือสาขาที่เกี่ยวข้อง มีประสบการณ์การทำงานด้านงานบริหารจัดการทีม 10 ปีขึ้นไป และมีประสบการณ์การทำงานด้านการตลาด 15 ปีขึ้นไป มีความรู้ความเข้าใจด้านการตลาดในธุรกิจค้าส่ง-ค้าปลีก ทักษะการใช้ Computer ธุรกิจ (Microsoft Office) มีความรู้ด้าน database / project management มีความรู้ด้านเทคโนโลยีและเครื่องมือในการบริหารจัดการระบบค้าปลีก หรือค้าส่ง และออนไลน์ Contact Person : K.wanna   Tel. 087-6553722 DOHOME COMPANY LIMITED 60 Dindaeng Road, SamsenNai, Phayathai, Bangkok  10400"
QMR/QMR,"TOP PLASTIC CO.,LTD.",Chon Buri,Quality Assurance & Control,Full time,,,-เป็นผู้ดูแลคุณภาพตามมาตรฐาน ISO9001:2015 -จัดทำระบบการจัดการผลปฏิบัติงาน KPI ภายในทีม/องค์กร -ดำเนินการประชุมประเมินผลเป้าหมายคุณภาพ KPI ประจำเดือน -จัดการคุณภาพให้สอดคล้องกับมาตรฐานและปฏิบัติงานของบริษัท -แก้ไขปัญหาและวิเคราะห์ข้อมูลและรายงานผลเพื่อติดตามคุณภาพและหาวิธีแก้ไขในจุดที่ต้องปรับปรุง -ติดต่อประสานงานกับหน่วยงานอื่นๆที่ได้รับการรับรองด้านคุณภาพ -ควบคุมเอกสารการจัดเก็บเอกสารรวมถึงการเป็นที่ปรึกษากับหน่วยงานขององค์กร
"Assistant Supervisor, Enamel",TOA Paint (Thailand) Public Company Limited,"Bang Sao Thong, Samut Prakan",Management,Full time,,,รายละเอียดงาน ควบคุม และติดตามการผลิตสีน้ำมัน ของฝ่ายผลิตสีน้ำมันและสีงานไม้ให้เป็นไปตามแผน และปรับปรุงแผนการเฉพาะหน้า เพื่อให้บรรลุตามแผนจากผู้บังคับบัญชา ตลอดจนควบคุมดูแลการปฏิบัติงานผลิตตั้งแต่รับแผนความต้องการ การจัดเตรียมวัตถุดิบและปัจจัยการผลิต การผลิต และงานบรรจุสินค้า เพื่อให้ได้จำนวน คุณภาพ ตามเวลาที่กำหนดตลอดจนมีต้นทุนในระดับที่เหมาะสม คุณสมบัติ - ปริญญาตรี วิศวกรรมศาสตร์ สาขาวิศวกรรมเคมี เเละวิศวกรรมอุตสาหการ - มีประสบการณ์ในสายงานการผลิตอย่างน้อย 1 ปี - มีทักษะในการสื่อสารและมนุษย์สัมพันธ์ที่ดีต่อเพื่อนร่วมงานและผู้ใต้บังคับบัญชา - มีความสามารถด้านการบริหารจัดการทรัพยากรที่มีอยู่ให้เกิดประสิทธิภาพ
QC/QA Engineer (68487),"Reeracoen Eastern Seaboard Recruitment Co., Ltd.",Chachoengsao,Quality Assurance & Control,Full time,,,"Salary: 20,000  -  45,000 THB Industry: Manufacturing Location: Gateway City Industrial Estate Work Type: Mon - Sat     08:30 AM - 17:30  PM    Work on Sat (twice per month) Job description: To handle QC team, ISO, Testing equipment calibration in the factory To support customer claim and In-process problem issue. To support quality monthly meeting to summarize quality performance, problem Other task assigned by Manager General qualification: [Must] Bachelor of degree in Engineer field Experience in QA or QC in Automotive industry [Advantage] Work Experience at least 3 years in Automotive Plastic Parts or Plastic mold company ＊Resin Mold Benefit package: [Allowance] Housing Allowance Commuting Allowance Meal Allowance Perfect Attendance Incentives Management Position Allowances Social Insurance Annual Medical Checkup BONUS Company Trip Provident Fund Others Contact (ติดต่อ) Ms.Wilairat M. Time: 8.30 am-5.30pm Office Number: 038-111256 Ext.102 -103 Website : http://www.reeracoen.co.th Instagram : reeracoenthailand Facebook : Reeracoen Recruitment"
Management Trainee - Engineer,Airco Limited,"Bang Phli, Samut Prakan",Management,Full time,,,"Our Program: Trane Technologies’ Accelerated Development Program (ADP) is a 30-month rotational program designed to develop senior professionals who can innovate proactively, engage our customers and drive business results; and to cultivate Trane Technologies’ future leaders who can act with our core values, advocate our cultures and equipped with our leadership capabilities. We offer our early talents with challenging assignments, leadership training and valuable exposure to our company's senior leaders. Through rotations and experiences in multiple geographic locations and business functions, our program enables you to build diverse skill sets and a strong foundation for a successful and fulfilling career with Trane Technologies. These assignments are strategically chosen to ensure your continuous learning and personal development. Cross-functional Rotation: ADP Trainees will have the opportunity to rotate across different functions in Product Engineering, Integrated Supply Chain and Sales. The specific rotation plan will be fine-tuned according to the actual assignments. Qualifications 1. Academic and Social Experience 1) Recent 2 years’ fresh graduates with Bachelor or Master Degree in HVAC, Refrigeration & Cryogenics Engineering, Thermal Engineering, Power Engineering, Mechanical Engineering, Electrical Engineering, Automation, Supply Chain etc. 2) Outstanding academic score (GPA). [LS1] [link removed] Top 10% record ranking in department preferred. 3) Minimum of two relevant internships or six months of working experience 4) Experience in leadership roles while in university, work or community 5) CET- 6 above, and proficient in both verbal and written English 2. Key Competencies 1) Passion for leading the changes : Strong desire to challenge the status quo, develop new approaches, make continuous improvement, and inspire others to do the same to promote changes in terms of Strategy, Business Model, Organization, People, Process, Tools, etc.,  with the aim to stay competitive for sustainable growth. 2) Open minded learning agility : Strong agility to learn things fast, deal with ambiguity, be open to feedback and go beyond boundaries. 3) Execution for driving results : Understand the strategy and direction and build capability foundations to deliver premier performance, by working on great details with strong accountability and responsibility. 4) Include and uplift one another : Embrace differences and value the opinions and contributions of each person, and work collaboratively to magnify impact. 5) Do what’s right, always :Demonstrate integrity and ethical behavior and have the courage to speak up for what is right. 3. Mobility 1) Willing and able to rotate in different roles/locations 2) Motivation to reach higher levels within the company at an accelerated rate"
