Jobtitle,Company,Location,Job Position,Salary Min,Salary Max,Job Description
Sales Executives (Marketing),Entelech Digital Co Ltd,"Huai Khwang, Bangkok",New Business Development,Full time,45000,119999,"We are seeking driven and dynamic Sales Professionals to join our expanding team at Entelech. The ideal candidate will be responsible for driving the agency's growth by securing new clients and building relationships that translate into sales. You will be responsible for consistently acquiring new clients via inbound and outbound initiatives and proposing a wide range of digital marketing solutions to small to medium enterprises across all industries with roles available to prospect to our Thailand, UK, and Australian markets. We are looking for Sales Executives, Telesales, and Account Managers and both Thai and Expatriates applications are welcome. Duties & Responsibilities: Prospecting via telemarketing, LinkedIn, and email marketing to obtain new leads and maintain a full pipeline of opportunities. Follow up on warm leads assigned to you by our Sales Manager. Research and build relationships with new clients and nurture existing connections. Attend industry functions, conferences, and networking events to increase brand awareness and generate leads. Understand client needs and objectives, and present bespoke digital marketing solutions that meet their goals. Present proposals to potential clients through direct communication, in face-to-face meetings, networking events, calls, and emails. Meet and exceed monthly and annual sales targets. Provide regular sales forecasts and updates to the sales and leadership teams. Ensure smooth transition of new clients to the account management team. Maintain strong relationships with clients to identify upselling or cross-selling opportunities and ensure renewals. Act as the main point of contact for assigned clients, addressing any concerns, requests, or issues promptly. Work closely with the marketing, strategy, and operations teams to align sales strategies and optimise client proposals. Qualifications: Education: Bachelor's degree in Marketing, Business, or a related field. Experience: Minimum of 2-3 years of sales experience, preferably in the digital marketing or advertising industry. Proven track record of meeting or exceeding sales targets. Good understanding of the digital marketing landscape, including SEO, PPC, Social Media Marketing, Content Marketing, etc. Exceptional verbal and written communication skills. Proficient in CRM software Personal Attributes: Strong interpersonal and relationship-building skills. Self-motivated, with the ability to work independently and as part of a team. Results-driven with a passion for the digital marketing industry. We provide an excellent OTE within a fast growing agency that includes: Location: Office conveniently located next to Rama 9 MRT Salary: Base salary + High Commissions Performance Bonuses: Salary Increases, Quarterly and Annual Target Bonuses Visa and Work Permit: 2 Year Visa and Work Permit for Expat Employees"
THAILAND BUSINESS DEVELOPMENT MANAGER,COMELIT SOUTH EAST ASIA PTE LTD,Bangkok,New Business Development,Full time,,,"REQUIREMENTS The candidate is a professional with a minimum of 3-year experience in Security Systems industry, for both residential and commercial use. The candidate will be based in Bangkok. The candidate has an established network of Developers, Mechanical & Electrical Consultants, System Integrators, Main contractors, Electrical Contractors due to his previous experience in the field. The candidate is particularly skilled in project specification, ELV (Extra Low Voltage) tender process and of course Sales negotiations. The candidate has a technical background in security systems like Intercom, Access Control, CCTV, Fire System and Intrusion Systems. JOB SCOPE Reporting to the Comelit SEA Sales Manager (indicated from now as “SM”), the BDM is part of Comelit SEA Sales Team and is responsible for the promotion, specification and sales in Thailand. The BDM is responsible of the Sales Target in Thailand. Sales target proposal has to be presented by the BDM every year according to the pipeline, at the end of November and should be approved by MD at the end of December. The BDM works closely to M&E Consultants, Developers, Architects, Interiors in order to specify the brand into project’s tender documents. The BDM has to build a group of Customers (generally Security System Integrators or Security Distributors) through which the sales are carried. The BDM is responsible of the account receivable with Thai customers. The BDM works also closely to Main Contractors and Electrical Installers in order to have under control all the players involved in the project and the road to market. The BDM has to work with Sales Team to build the project pipeline file, keep it constantly updated in the SAP system and make the necessary follow up with clients. The BDM creates Sales Quotation and use Company CRM for Project purpose (after receiving the correct BOQ from the technical engineers) and send to Clients."
Sr. Business Development Executive/ Business Development Manager (BD - Sales...,"Sleepwell Industries Co., Ltd.",Others,New Business Development,Full time,,,"Job Tite: Sr. Business Development Executive/ Business Development Manager (BD-Sales Project) Only Upcountries Sales:  For North 1 person, South (Phuket) 2 people, East (Pattaya) 2 people, and North East 1 person  for Dream Master, Sales Project Key responsibilities, would include, Identify and qualify potential new business opportunities. Understand the customers needs and provide the sales solutions for them as a sales consultants Conduct cold calls and outreach to prospective clients. Develop and execute sales strategies to achieve sales goals. Prepare and deliver compelling sales presentations. Negotiate and close sales deals. Build and maintain strong relationships with decision-makers. Track and manage sales pipeline. Generate sales reports. Work in close collaboration with all internal cross-functional teams Creating business proposal/ business model to propose to potential partners Qualifications, Bachelor’s degree in Business Administration, Business English English or related fields with English & International Program is a plus or related experience. Over 3 - 5 years experience in related fields are required. ERP and Customer Relationship Management (CRM) i.e., HubSpot Solve to problem, can work with under high pressure Good at Google Mobile Service (GMS) and G Suite Intended to achieve the target, follow and track to complete the process. Good command of spoken and written English. Having experience in a hotel and mattress, and bedding or related fields are advantages is a plus. Only selected candidates will be contacted for further consideration."
CRM Specialist (Microsoft Dynamics 365),"B.R.E. (Best Real Estate Co.,Ltd.)",Bangkok,Management,Full time,,,"Position: CRM Specialist (Microsoft Dynamics 365) Company: B.R.E (Best Real Estate) co., ltd. Workplace: Remotely  /  Work from home-based Work hours: Mon to Fri ; 9.00am - 6.00pm (Thai timezone) Job type: Full-time Salary: Negotiable We are a luxury villa developer in Thailand. We are seeking a skilled CRM Specialist with a basic knowledge in Real Estate to join our team. The ideal candidate will support and maintain our CRM  processes using Microsoft Dynamics 365. Functions include strong knowledge of common sales cycles, business process flows, and common CRM data types such as accounts, contacts, leads, and opportunities. If you’re looking forward to remote working in a dynamic company that will help you grow as in the CRM Specialist fields, send us your resume! Responsibilities Implement and Customize Dynamics 365 to align with the unique requirements of our villa projects and sales teams. Collaborate with sales team to develop system integrations, data migration and automated testing Guide fellow co-workers in technical skills in using the CRM software Oversee data migration, maintain data accuracy, and implement best practices for data integrity within the CRM system Design and implement automation processes within Dynamics 365 to streamline sales, marketing, and customer service workflows Develop and maintain customized reports to analyze key performance indicators that support data-driven decision-making Execute additional tasks as assigned by the marketing department Qualification Proven work experience as a CRM Specialist or similar role Strong experience of Microsoft Dynamics 365 is a plus Previous successful experience analyzing and implementing company’s systems or softwares Experience of building strong customer relations, promoting ideas and influencing decision makers Excellent English communication skill Strong organizational skills and attention to detail Keen on Real Estate industry **** Only candidates with resume or portfolio attached will be considered ****"
Warehouse Operations/พนักงานคลังสินค้า,Decathlon (Thailand) Company Limited,"Bang Phli, Samut Prakan",Account & Relationship Management,Full time,,,"Top reasons why to join with us? DECATHLON may still be a name that is not very familiar to Thai people because this sport equipment brand from France has just officially opened in Thailand in 2015 or just 6 years ago, despite the fact that DECATHLON has been established for more than 44 years. Decathlon will become a favorite multi-purpose sports equipment brand in Thailand ... Why? Because here we sell products that are both good quality and cheap. However, Decathlon, a brand founded in Lille, the north of France has a completely different look because this brand does not have a beautiful storefront. Everything is designed as simple as possible to reduce costs as much as possible to provide products at low price and accessible to everyone. We find ways to produce and sell sporting goods under the concept of ""producing the best sports equipment at the best price"". The secret to Decathlon bargains is to invest in every step of the way. From research, design, production, transportation and having own store to minimize costs. In order to be able to sell products at the lowest price possible, Decathlon always invest in research and product development. Set up a base for researching different types of sports equipment in the sports area, such as water sports, near the sea and hiking sports near the mountains. It is centered on SportsLab with thousands of professionals. Each of them is constantly trying to find ways to improve the quality of Decathlon products. Decathlon also believes that no one knows more deeply about each item than the customer who buy it for their own use. Therefore, we provide a way for customers to come up with ideas to keep improving our products and continue to develop better product. With the marketing approach ""High quality Economical"" simple but at same time with high performance, Decathlon has soared to become one of the world's top multi-sport brands. In Decathlon store we have more than 60 kinds of sports apparel and equipment, all in one place for everyone in the family. Duties & Responsibilities Daily planning and picking activities in the Warehouse in order to manage shipments to our stores in time per the loading schedule. Manage stock in the warehouse: Inventory count Accuracy, Space Utilization & Optimization. Participate in daily planning /adjust plan in accordance with the daily activity situation continuously and promptly. Develop and improve the warehouse process to be more efficient. Willing to learn on driving forklift and reach truck. Qualification Service minded: You always try your best to satisfy your customers. Vitality: You are energetic and flexible to work on your commitment and assignment. Adaptability: You are not afraid of changes . Technology friendly: You are open to try new better way to improve warehouse process with help of technology. Sportive: You practice sports regularly . Continuous improvement mindset. Bachelor's Degree will be advantage. Experience or no experience are welcomed. Be able to work in the Decathlon Warehouse (Bangna KM.18) Contact person : Human Resources Department Address : 11/2 WHA warehouse Bangna-Trat KM18 Bangchalong, Bangplee, Samut Prakan 10540, Thailand Phone number : 0960497139 Homepage : http://www.decathlon.co.th"
ASSISTANT STORE MANAGER – LUXURY GOODS,SmartSearch Recruitment,"Pathum Wan, Bangkok",Account & Relationship Management,Full time,,,"Our client is a globally known multinational luxury brand with retail operations in the world’s most sought after retail locations.  Established in Europe in the early 1900’s our client has grown into one of the world’s most prestigious high-end brands internationally and is continuing their expansion into Asia’s continually growing developing markets and currently looking for an experienced retail professional to assist in the management of one of their most popular stores in Bangkok ASSISTANT STORE MANAGER – LUXURY GOODS LUXURY – RETAILER The Assistant Store Manager will report to the Retail Manager and take responsibility for assisting in the management of a luxury good outlet in one of Bangkok’s most popular shopping centers. This will involve the following: Manage operations of the store Increase sales and profits in the store by planning operations of every functions Handle the store’s budget and analyze the store’s sales for future improvements Follow Company’s procedures when it is applicable to the store Handle customer service in the store and ensure other staffs in the store provides customer service according to the company’s standards Ensure staffs know that customer’s service satisfaction is very essential and will affects their KPI Requirements: Qualified to degree level in a related subject. 5+ years of fashion retail operations experience within an international luxury goods related and /or brand. Strong background in fashion and proven management achievements/ skills in the retail sector. Very Good English communication skills. Candidates who have overseas working experiences in the retail sector are preferred. Thai nationals please submit your resume stating your present and expected salary and ref. RE: ASSISTANT STORE MANAGER – LUXURY GOODS to fax 02 726 9217 , or email to Apply Now Campanella a nd Associates Recruitment Company Limited Smart Search is a subsidiary of Campanella and Associates Recruitment Company Limited Floor 12th (office 3) Major Tower Thonglor 141 Sukhumvit 63 (Ekamai), Klongton-Nue, Wattana, Bangkok 10110 Website: www.ssrecruitment.com"
Business Development,Dplus Intertrade Company Limited,"Yan Nawa, Bangkok",New Business Development,Full time,,,"ลักษณะงาน ดูแล ยอดขายหน้าร้าน และเซลล์หน่วยรถ Cashvan,วิเคราะห์ ออกกลยุทธ์เพิ่มยอดขายตามเป้าที่ได้รับมอบหมาย บริหาร Stock หน้าร้าน, หน่วยรถ ให้มีประสิทธิภาพสูงสุดในแต่ละผลิตภัณฑ์ รวมถึงจัดการสินค้า Slow-moving จัดการ Merchandise หน้าร้าน ดูแลบริการลูกค้าให้เกิดความพึงพอใจสูงสุด และเกิดการซื้อซ้ำ พัฒนาทีมขาย และ ทีมหน้าร้าน ให้มีประสิทธิภาพ ประสานงานกับทีมที่เกี่ยวข้องทั้งหน้าบ้าน หลังบ้าน ได้แก่ ทีมขาย ผลิตภัณฑ์ บัญชี ไอทีเป็นต้น คุณสมบัติผู้สมัคร:- ปริญญาตรีขึ้นไป สาขาด้านวิศวกรรมศาสตร์ การตลาด การบริหารธุรกิจ เศรษฐศาสตร์ บัญชี หรือสาขาอื่นๆที่เกี่ยวข้อง มีประสบการณ์ทำงาน 5 ปี ขึ้นไป สามารถออกทริปต่างจังหวัดดูแลพื้นที่ขายที่ได้รับมอบหมายได้ สามารถคิดวิเคราะห์ วางแผนบริหารจัดการงานและแก้ปัญหา สนใจทำงานที่ได้เรียนรู้สิ่งใหม่ๆ พัฒนาต่อเนื่องตัวเอง กับงานที่ท้าทาย สถานที่ปฏิบัติงาน :- ออฟฟิศ พระราม 3 (ตรงข้าม เซ็นทรัล พระราม 3) สวัสดิการ:- ประกันสังคม ประกันสุขภาพ เงินโบนัสตามผลงาน ประกันอุบัติเหตุ โบนัสประจำปี ฟิตเนส (ชั้นดาดฟ้า) กองทุนสำรองเลี้ยงชีพ เงินส่งเสริมการศึกษาพนักงาน เงินส่งเสริมการศึกษาบุตร ติดต่อ บิวตี้ โทร : 080-072-9285 บริษัท ดีพลัส อินเตอร์เทรด จำกัด สำนักงานใหญ่ : 123/20-22 ถนนนนทรี แขวงช่องนนทรี เขตยานนาวา กรุงเทพฯ 10120"
Telesales  (FMCG) 25K (1Year Contract) work hybrid in Bangkok...,Job Expert Placement (Thailand) Company Limited,"Chatuchak, Bangkok",New Business Development,Full time,,,"รายละเอียดงาน • Take care of new / potential customer whose small scales and/or in remote areas including on ordering process and product & campaign enquiries by customer • Find opportunity to drive more sales in both volume and ND • Meet sales target as assigned. • Keep high engagement with customer via tele-conversation to ensure customer’s satisfaction • Ensure all ordering process from taking order to uploading into the system are accurate by timeline • Take care of all documentation and report related to sales activities คุณสมบัติผู้สมัคร At least 2-3 Y experiences in tele-sales, or sales background Excellent communication skills Good skill in sales Excellent interpersonal and problem-solving skills Ability to work under pressure and manage stress effectively Ability to engage customers in tele-conversation Workingknowledgeofrelevantcomputersoftware Good in English communication If you're interested in this position, kindly click ""Apply"", for more details please feel free to contact K. Wannakorn  Tel, 062-265-6392"
Delivery Advisor,Tesla (Thailand) Limited,"Saphan Sung, Bangkok",Account & Relationship Management,Full time,,,"The Role The Tesla Delivery team is committed to providing the best Ownership Experience possible to our customers. This position is a great opportunity to join a world class expanding technology company and have a direct impact on our delivery promise as customers take ownership of their new vehicles. The Delivery Advisor role is the direct point of contact for new customers preparing to take ownership. Responsibilities Welcome customers to the Tesla family by making their journey to ownership a delightful experience. Regularly update the CRM system to ensure accurate and timely delivery information is available to management. Prepare vehicles and host delivery appointments, including new owner orientations tailored to the individual customer’s needs and comfort level. Support the Delivery Manager in delivery center operations, task completion and ensuring superior customer service. Contribute ideas toward improving the Tesla delivery experience, as well as back end processes and procedures. Demonstrate a mastery of all Tesla products and services, as well as local incentives for EV owners. Keep up with industry trends and best practices. Requirements Excellent verbal skills. Consistent record of customer service excellence. Enthusiastic and passionate about the changes in the personal transportation industry. Ability to work cross-functionally with sales, service, logistics, and admin teams. Ability to work across multiple systems (experience with Salesforce.com a plus). Strong organization and time management skills. Willingness to work on a flexible schedule, according to activity volume. A valid driver’s license and an acceptable and safe driving record preferred. Proficiency in English and fluency in relevant local language required"
Account Executive – Retail Synergy,True Corporation Public Company Limited,"Lat Phrao, Bangkok",Account & Relationship Management,Full time,,,"Job scope 1.Manage sales of products across channels, partners, and teams, ensuring achievement of sales targets, acquisition of new clients, and effective budget management. 2.Build, manage, and maintain relationships with customers in the area to ensure high customer satisfaction and long-term loyalty by delivering the highest level of service. 3.Collaborate and work with the Commercial team by providing customer requirements for products and services, enabling the development of offerings and promotions that meet customer needs."
Junior Sales Executive,COLD CHAIN CRAFT COMPANY LIMITED,Bangkok,Account & Relationship Management,Full time,,,"Cold Chain Craft is a distributor of high-end craft beer products. We are looking for young & energetic people to drive the growth of our business. We are a group of people that believe in simple beginnings, and in good foundations. Everything starts with people doing what they love. So if you love great beer, and if you can appreciate products that are made by family-owned enterprises -- by people who put their heart and soul into what they do --, then this is a good reason to apply. If you already have this appreciation, then we can work with you to create goals that are inspiring. Let's look for more reasons to apply. If you enjoy solving problems and feel challenged by obstacles & roadblocks, this is another good reason to apply. If you like the comfort of an easy 9-to-5 job in a big company, it's maybe a reason not to apply. People like to say work can be fun. In our experience work is fun sometimes, and other times it's not fun. But loving challenges and facing challenges means there's always more fun ahead of you. You will have the full support of experienced team members, who will train you to create solutions and improve how you communicate with customers. But It's your attitude and your desire to use our support, and to learn from our support, that will move you forward. Many companies want you to have a nice resume, a nice list of certificates, lots of nice skills like 'good communication' and 'being a team player'. These types of companies are looking at you as a 'safe' person to employ, and you may also be looking for a job that is 'safe'. For our company, your resume matters less . What matters to us, is that you've taken some risks in life, and that you can live outside of your 'comfort zone'. If you've climbed a mountain, or if you rode your bicycle across Thailand, or if you moved to Tibet because you fell in love with a Sherpa, these are the types of things that matter to us. We are looking for passion, for creativity, for inspiration, and if we choose you to join our company, we will give you the same in return. We are looking for people with a positive attitude, with a sense of adventure, and with lots of stamina. The work experience and the skills, all of this you will get from us, and a whole lot more. You need to be a Thai national, and you need to be based in Bangkok. Write us an email and tell us about yourself, or call us at 081 837 1746 ."
Regional Sales Executive (ASEAN and Others) - Packaging Business,The Siam Cement Public Company Limited (SCG),"Bang Sue, Bangkok",New Business Development,Full time,,,"Job Summary: Responsible for selling activities to achieve sales target according to company goal and providing market outlook for Graphic Paper, Food Paper, Glassine, and others. This position will also evaluate needs on new products and services to support existing business and potential business opportunities. Responsibilities: Manage selling activities to regional customers in ASEAN & Others region by seeking and contact prospects, negotiate selling price, including selling condition, and close sales. Prepare selling documents by collaborating with other relevant functions in order to deliver punctually and to collect all debt as due. Summarize market situation, and report to supervisors for their strategy adjustment. Learn and summarize customers' needs in order to analyze and evaluate strategies. Qualifications: Bachelor's degree in Business administration, Marketing, Management, Economics, International Business or Managerial Accounting with GPA of 2.70 or more. Able to communicate English (TOEIC 550+ or other standardized English test showing English proficiency level of B1) Able to communicate Chinese is preferred Selling, analytical, communication and interpersonal skills are required. Able to work independently with limited resources. Being result-oriented and flexible is necessary."
Commission Specialist/Commission Specialist,"FITNESS AND LIFESTYLE GROUP (THAILAND) CO., LTD.","Pathum Wan, Bangkok",Management,Full time,,,"Role Responsibilities -          To own, Follow and respect all Jetts values. -          In-depth, follow and promote Jetts policies, procedures, and operational standard. -          Managing and ensure all commission reporting comply with Company’s policies and procedures. -          Learn and grow into future managerial roles. -          Support Membership Manager with daily tasks. -          Resolve Membership issues as they arise onsite. -          Weekly/Monthly generate reports and calculate commission. -          Validates commission payment with clubs and HR. -          Ensure all commission calculations are correct and compliant with policy. -          Work closely with the club team and resolve commission related issues before payment each month. -          Another task as assign. Qualifications -          Diploma or bachelor's degree any related fields. -          Ability to work in dependently and self-motivated. -          Excellent in negotiation skill. -          Strong organizational and time-management skills -          Proficient in general computer in knowledge. (Especially Microsoft Excel). -          Hard working, open minded with a can-do attitude -          Passionate about fitness and people -          Excellent spoken and written English will be advantage."
