Jobtitle,Company,Location,Job Position,Salary Min,Salary Max,Job Description
Research Assistants/ผู้ช่วยนักวิจัย,"Mineed Technology Co., Ltd.","Pathum Wan, Bangkok",Laboratory & Technical Services,Full time,,,"MINEED TECHNOLOGY is a health tech startup that focuses on developing the next world-class transdermal and intradermal technology platform for medical applications. We use our patented technologies in creating different detachable dissolvable microneedles for various applications, including cosmetics, pharma, vaccine, and diagnostics. Please visit our website for more information; mineed.tech We've successfully raised seed round funding by major leading businesses, including Royal Bangkok Healthcare Co., Ltd. - BDMS Thaioil Ventures Co., Ltd. - TOP Chula Enterprise Co., Ltd. - CUE MiNeed Technology is expanding the research and development department. We are seeking research assistants to join our team. To fulfill our growing demands of customers, we're looking for "" Research assistants "" Requirements Bachelor of Science Degrees or related fields Job description Supports research projects involving microneedle technology Responsible Perform experiments and research in accordance with protocols established Create slides to assist researchers in presenting their findings Maintain laboratory equipment and inventory Note that we're currently renovating our new office in Block 28 - Creative & Startup Village, near Samyarn Mitrtown - MRT Sam Yan. Don't miss a chance to be a part of our fast-growing health tech startup now!"
Application & Technical development Manager,BBGI Public Company Limited,"Phra Khanong, Bangkok",Biotechnology & Genetics,Full time,,,"Responsibilities . Support for new product/solution launch (product stability test, customer trial programs, on-site trial and validation, production trial, raw material and pack material, product shelf-life consideration) Support cost saving project (sample preparation, product stability, compatibility and efficacy test, performance evaluation) Support and Managing product life-cycle thought market, industrial partners and stakeholders. Provide sales, customer training on product performance, application and usage. Provide support & advise the customer on product usage and application. Study & find suitable test procedure and validate test method for pre/after sales process. Test and/or compare the competitor products. Advise/ solve product technical problem on customer site. Support manufacturer and QA on product quality issue and production problem. Qualifications Bachelor’s Degree or Master Degree in Chemistry / Chemical Engineer / Biology / Food Science / Food Technology or related field. At least 7 years’ Experience in production or Sales Service engineering or technical Sales in into manufacturing environments or maintenance in food, beverage or dairy processing, cleaning sanitation, hygiene solutions, chemical business, Water treatment, Boiling, Cooling Tower business, or related. Ability to prioritize multiple projects and to adapt to changing priorities. Able to analyze problems (quickly) and define opportunities. Highly collaborative Sales-oriented, results-driven mindset Analytical thinking Ability to work independently and set own schedule. Strong problem-solving skills with the ability to understand what the customer needs. Good English in speaking, writing, and listening. Office skill able in MS office (Excel, Power point, Word) fluent user Knowledges of F&B, Hygiene's and Agrosciences Technical competency and sales skills, Excellent interpersonal and communication (written and verbal) skills. Can-do attitudes and Proactive behaviors. Flexibility and Open to new things"
Production supervisor(Food Industry) ผู้ช่วยหัวหน้างานแผนกผลิต (ประจำฉะเชิงเทรา),"Hi - Q Food Products Co., Ltd.",Chachoengsao,Food Technology & Safety,Full time,,,"หน้าที่ความรับผิดชอบ ควบคุมดูแลพนักงานในความปกครองได้เป็นอย่างดี ดูแลรับผิดชอบกระบวนการผลิตตั้งแต่ขั้นตอน Preparation ไปจนถึง Finish Goods. คุณสมบัติ จบการศึกษาระดับปริญญาตรี สาขาวิทยาศาสตร์และเทคโนโลยีการอาหาร หรือสาขาที่เกี่ยวข้อง มีประสบการณ์การทำงาน 2 ปีขึ้นไป สามารถใช้ MS Office& Internet ได้เป็นอย่างดี มีความรู้เกี่ยวกับ GMP,HACCP เป็นอย่างดี มีความอดทน สามารถทำงานภายใต้แรงกดดันได้เป็นอย่างดี สามารถทำงานร่วมกับผู้อื่นได้เป็นอย่างดี"
Technical Services Supervisor,Interthai Pharmaceutical Manufacturing Ltd.,"Chatuchak, Bangkok",Laboratory & Technical Services,Full time,,,"MAJOR TASKS: 1. Manufacturing Document preparation. 2. Manufacturing and Packaging Process follow up 3. Process Validation Follow-up 4. New products start up 5. Trial and/or pilot production 6. Evaluate material vendors capability. 7. Perform qualification for the performance of manufacturing equipment. DUTIES & RESPONSIBILITIES: 1. Study the material specification and manufacturing process for new product. 2. Set up new material items and Bill of Materials including maintenance of other related functions in ERP system. 3. Prepare trial and/or pilot manufacturing document and co-ordinate with other departments for production processes. 4. Prepare new product manufacturing document and co-ordinate with other departments for production processes. 5. Revise manufacturing document when there are changes. 6. Prepare process validation protocol of new products and/or any changes of existing products. 7. Follow up and perform process validation of new products and changes according to the validation master plan and conclude the process validation report within time plan. 8. To be member in material vendor audit team for vendor capability evaluation. 9. Evaluate equipment performance both new equipment and whenever have major changes. 10. Prepare and revise concerned work instruction. 11. Perform other jobs as may be assigned by Superior. 12. Enforce company policies on cGMP, discipline, safety and all current regulations."
Patent and Innovation Consultant/ที่ปรึกษาด้านสิทธิบัตรและนวัตกรรม,"ATPSERVE Co., Ltd.","Pak Kret, Nonthaburi",Biotechnology & Genetics,Full time,,,"Responsibilities Analyze, evaluate, and provide consultations regarding all aspects of Innovation and Intellectual property to clients Patent drafting, filing, translating, and prosecuting related to engineering and technology Handling the patent application tasks and preparing related documents for the Department of Intellectual Property (DIP), Ministry of Commerce Qualifications 1-2 years of work experience At least a Bachelor's degree in Science, Engineering, or related field (IT, Computer, Electrical is preferable) Can be able to communicate in English will be an advantage Entrepreneurship, Growth mindset, Can-Do attitude Excellent communication and interpersonal skills Interest in learning various technologies Welfares 5 days/week (Monday - Friday) Flexible working hours Work From Anywhere 2 days/week Performance Bonus Health insurance Social security Company trip Free drinks and snacks Travel allowance Training allowance"
Environment officer (Bangpoo),Delta Electronics (Thailand) Public Company Limited,"Mueang Samut Prakan, Samut Prakan",Biotechnology & Genetics,Full time,,,"Click like and follow our career page on facebook Delta Careers Thailand (facebook.com) [link removed] Your main role is to: Ensure legal compliance in regards of environment and waste management rules and regulation. Monitor and control the operation according to environment and waste management instruction rules and relevant regulations. Take responsibility to implement ISO14001, ISO 45001 and others for all concern to environmental management. Give the environment information, coordinate and improvement of the environmental for all departments to avoid the significant aspect happened. Trained environmental awareness to employees and supplier to following environmental matter. Who are we looking for? Bachelor degree Major field Environmental Engineering or Public Heatlh 1-3 years of related experience Knowledgeable in ISO 45000, ISO 14001 and EHS regulations Microsoft office intermediate Word, Excel, Power Point. English - Basic English / Advanced level, other language will be a plus. Methodical attitude to all aspects of work with attention to detail. Top reasons for why join us? Opportunity to join a diverse and international company where can help create a greener more intelligence-driven future. A number of programs each year to support you in your career journey and our program offering continues to grow annually. Balance life as we have 5-day work week policy We offer comprehensive medical insurance coverage for you and your family. Yearly bonus and quarterly incentive to reward your achievements. We provide a free bus and van shuttle service to many locations around the company. For more details about Delta Electronics please visit www.deltathailand.com [link removed] %MCEPASTEBIN%"
Data Scientist (Machine Learning Specialist)- SCG Packaging,The Siam Cement Public Company Limited (SCG),"Bang Sue, Bangkok","Mathematics, Statistics & Information Sciences",Full time,,,"Job Summary: Applying machine learning techniques to Identify new business opportunities and process Improvement using computer vision. Machine learning projects may come from both requirements from Internal customers and initiatives from the data science team Itself a candidate may be required to work in the field occasionally if a protect is related to a process at operational level. Responsibilities: Identify opportunities for new business/new customers/ improvement across SCGP using machine learning/ computer vision. Create a course of recommended actions based on knowledge obtain form machine learning/ computer vision. Follow up and refine the model by collaborating with related parties unta achieving the target result. Qualifications: Bachelor/Master/Doctorate degree in Computer Engineering, Computer Science, Statistics, Applied Science or related fields (Bachelor G.P.A. > 2.70, Master G.P.A. > 3.30). Proficient in English (TOEIC score at least 550). Using Python, SQL to process data to draw insights from datasets (PySpark to process big data is a plus) Experience in one of the Deep Learning languages: Tensorflow, Pytorch, Mxnet Experience in computer vision and image processing is a must Experience in edge computing architecture relevant to computer vision Experience using MLOps tools such as Kuberlow, MLFlow, or Sagemaker is a plus Experience working in manufacturing and full-stack data science deployment Experience in solving manufacturing problems related operations, quality and supply chain using Machine & Deep Learning  is a plus Knowledge of statistical techniques and concepts such as regression, time series analysis, statistical, distribution, statistical tests. Knowledge and experience in training and applying Machine & Deep Learning algorithms to solve complex problems Positive attitude, Growth Mindset,  Eager to learn, and Service mind Able to work upcountry occasionally"
Medical Affairs Manager,Hays - Asia Pacific,Bangkok,Biological & Biomedical Sciences,Full time,,,"Medical Affairs Manager role for an expanding international pharmaceutical company based in Bangkok. Your new company You will be joining an established and dynamic MNC pharmaceutical company. This company values collaboration, dynamic growth with exciting opportunities for progression and high-quality delivery with proven track record of success across the region. Your new role As a medical affairs expert in the market, you will be tasked with leading the medical affairs department, expanding the market access within the Thai market. In this role, you will need to ensure consistency, quality, and compliance in day-to-day execution and stakeholders' engagement, in relation to field-based medical activities. You will also be leading engagement with KOLs and HCPs, organising regular CMEs. What you'll need to succeed Bachelor's Degree of Medicine, Pharmaceutical, Science or equivalent At least 4 years of working experience in medical affairs, with people management experience Strong English Language proficiency What you'll get in return Competitive remuneration and benefit package Accelerated career opportunities in a newly created function along with local and regional business expansion What you need to do now If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call us now. If this job isn't quite right for you, but you are looking for a new position, please contact us for a confidential discussion on your career."
Senior Sales Executive (Lifescience Research),"Biomedia (Thailand) Co., Ltd.",Bangkok,Biological & Biomedical Sciences,Full time,,,"Responsibilities: Prospect, develop and drive sales plans. Manage key accounts and identify new customers. Evaluate customer needs and market competition. Manage sales strategies to improve market share and profitability for the business. Provide regular reports to the management team on market / customer / sales movements. Report market trends of new & existing products in the local market. Build Biomedia’s image in the market as reliable partner for all their needs. The successful candidate will require the following essential qualifications, experience and attributes : Bachelor’s Degree or Masters in Lifescience / B iotechnology/ Medical Technology . Preferably 2 to 3 years’ relevant experience in sales to universities, clinical research, or lab markets . Well versed in Genomics, Proteomics, Cell Culture, NGS sequencing product range . Must be fluent and able to express confidently (speaking and writing) in English . Excellent Communication and interpersonal skills. Proven ability to build relationships, influence customers at all levels. Team player with the ability to work independently. Professional, self-motivated, focused and creative. Have own car. If you are keen to be part of our organization, please apply with or e-mail your detailed resume in ENGLISH format with compulsory details: a) sales experience in which products and b) current & expected salary"
Research & Development (Kudsan & Bellinee's),CP ALL PUBLIC COMPANY LIMITED (Head Quarter),"Pak Kret, Nonthaburi",Food Technology & Safety,Full time,,,Research & Develoment จัดทำแผนการพัฒนาสินค้าตามเอกสารใบ Brief และจัดทำ Product Design ของสินค้า ทดสอบสินค้า SCREEN TEST ตรวจสอบสินค้า จัดเก็บ จัดเตรียมตัวอย่างสินค้า ตรวจสอบสินค้าทางกายภาพ นัดหมายผู้ที่เกี่ยวข้องในการ SCREEN TEST รวมทั้งทดสอบ และสรุปผล จัดทำเอกสารใบ Brief ให้แก่เจ้าหน้าทดสอบทางประสาทสัมผัส ติดตามผลและรายงานต่อผู้บังคับบัญชา และผู้ที่เกี่ยวข้อง เข้าร่วมทดสอบสินค้าระดับ LAB SCALE และ BATCH PRODUCTION และทดสอบ SHELF LIFE ของสินค้า สรุปและรายงานผลต่อผู้บังคับบัญชา และผู้ที่เกี่ยวข้อง ชี้แจงคุณลักษณะของผลิตภัณฑ์กับฝ่ายประกันคุณภาพ จัดเก็บ และรวบรวมเอกสารในการทดสอบสินค้าแต่ละชนิดในทุกขั้นตอนแยกเป็น PMA รวมทั้งจัดทำบันทึกคุณภาพการ Handling สินค้า ตอบข้อซักถามที่เกี่ยวกับผลิตภัณฑ์ทางด้านเทคนิค หรือปัญหาและอุปสรรคได้ในเบื้องต้น ออกสำรวจตลาด ตามแผนการสำรวจตลาดร่วมกับ MPP Team พร้อมทั้งบันทึกข้อมูลของสินค้าที่ได้จากการสำรวจตลาดและสรุปผลการสำรวจตลาด Qualification: วุฒิการศึกษาระดับปริญญาตรี/ปริญญาโท ด้านวิทยาศาสตร์ สาขา Food Science หรือสาขาอื่นๆ ที่เกี่ยวข้อง มีประสบการณ์ด้าน R&D ในกลุ่มธุรกิจ Bakery และ Beverage หรือกลุ่มสินค้าที่เกี่ยวข้อง มีความชื่นชอบและมีใจรักในอาหารกลุ่ม Bakery และ Beverage มีทักษะหรือประสบการณ์การทำ Bakery หรือเครื่องดื่มชงสด จะพิจารณาเป็นพิเศษ สถานที่ปฏิบัติงาน : อาคาร Food Technology แจ้งวัฒนะ
