Jobtitle,Company,Location,Job Position,Salary Min,Salary Max,Job Description
Administrative Officer (Bio Green Energy Tech Plc.),"Nathalin Co., Ltd. (The Trinity Company Limited)","Bang Na, Bangkok",Administrative Assistants,Full time,,,"ควบคุมการปฏิบัติงานด้านธุรการและบริหารงานทั่วไปในสำนักงาน ประกอบด้วย งานดูแลทรัพย์สิน/อุปกรณ์และเครื่องใช้สำนักงาน งานรับ-ส่งเอกสาร งานบริการรถยนต์ส่วนกลาง งานแม่บ้านภายในสำนักงาน/ห้องประชุม รวมถึงดูแลและติดตามการต่อทะเบียนรถ การซ่อมบำรุงรถยนต์ส่วนกลาง เพื่อสนับสนุนงานของฝ่ายต่างๆ ให้เกิดประสิทธิภาพและประสิทธิผลสูงสุดเป็นไปตามวัตถุประสงค์ของบริษัท งานดูแลทรัพย์สิน/อุปกรณ์และเครื่องใช้สำนักงาน • ตรวจสอบสต็อกวัสดุ อุปกรณ์สำนักงาน และของใช้เบ็ดเตล็ดต่าง ๆ ให้เพียงพอกับการใช้งาน และภายใต้ปริมาณ MIN – MAX ที่กำหนด • ควบคุมการเบิก-จ่ายวัสดุ อุปกรณ์สำนักงาน และของใช้เบ็ดเตล็ดต่าง ๆ โดยตรวจสอบทะเบียนบันทึกการเบิก-จ่ายวัสดุอุปกรณ์ให้เป็นไปที่กำหนด • ตรวจสอบการขอซื้อทรัพย์สินตามคำร้องขอจากหน่วยงานต่าง ๆ ให้อยู่ในข้อกำหนดของบริษัท นำเสนอผู้บังคับบัญชาอนุมัติ และประสานงานฝ่ายจัดซื้อเพื่อดำเนินการต่อไป • ควบคุม ตรวจสอบทะเบียนทรัพย์สิน อุปกรณ์ เครื่องใช้สำนักงาน และอื่น ๆ ที่อยู่ในความดูแลของแผนกAdministration ตรวจสอบเลขทะเบียนทรัพย์สิน อายุการใช้งาน การลงบันทึกประวัติการซ่อม การบำรุงรักษา คู่มือการใช้อุปกรณ์แต่ละประเภทให้ถูกต้อง ครบถ้วน • ตรวจสอบความมีอยู่จริง การเคลื่อนย้ายทรัพย์สิน และตรวจนับทรัพย์สินประจำปีของบริษัทร่วมกับฝ่าย Finance & Accounting งานความสะอาดภายในสำนักงาน • ตรวจสอบการทำความสะอาดพื้นที่ภายในสำนักงาน ห้องประชุม ให้พื้นที่ทั้งหมดสะอาด เป็นระเบียบเรียบร้อย และพร้อมใช้งานอยู่เสมอ • ตรวจสอบการเข้าปฏิบัติงานของแม่บ้านภายนอก (Outsource) ให้เป็นไปตามข้อกำหนดในสัญญาว่าจ้าง ประเมินคุณภาพและประสิทธิภาพในการให้บริการ • กำหนดพื้นที่ของฝ่าย/แผนกต่าง ๆ จัด Lay out ให้เป็นไปตามมาตรฐาน จัดพื้นที่โต๊ะทำงานให้กับพนักงานใหม่ ตามที่ได้รับแจ้งจากฝ่าย Human Resources งานอื่นๆ • ตรวจสอบรายงานสรุปผลประเมินความพึงพอใจในการใช้บริการจากหน่วยงานต่างๆ วิเคราะห์ปัญหา และหาแนวทางในการแก้ไข • เข้าร่วมประชุมฝ่ายประจำเดือน หรือตามที่หัวหน้างานกำหนด คุณสมบัติประจำตำแหน่ง • ระดับการศึกษา (Education): ปริญญาตรีขึ้นไป สาขาการจัดการ บริหารธุรกิจ หรือสาขาอื่น ๆ ที่เกี่ยวข้อง • ประสบการณ์ (Experiences): 3 ปีขึ้นไป ในสายงานธุรการ หรือบริหารงานทั่วไปในสำนักงาน • คุณสมบัติอื่น (Other Qualification): ใช้งาน MS Office – Word, Excel ได้ดี"
พนักงานออฟฟิศ/เสมียนประจำออฟฟิศ 1 ตำแหน่ง,KAEOSARAPATNUEK INDUSTRY COMPANY LIMITED,"Mueang Samut Prakan, Samut Prakan",Administrative Assistants,Full time,,,คุณสมบัติ วุฒิการศึกษา ปวช-ปวส หรือเทียบเท่า สามารถใช้คอมพิวเตอร์ได้ ถ้ามีประสบการณ์ จะได้รับการพิจารณาเป็นพิเศษ
Sales/พนักงานขาย (เครื่องประดับเพชร),"PPK 69 JEWELRY TRADE CO., LTD.","Chatuchak, Bangkok",Client & Sales Administration,Full time,,,"ตำแหน่ง : พนักงานขาย (เครื่องประดับเพชร) บริษัท พีพีเค 69 จิวเวลรี่เทรด จำกัด ประกอบกิจการจำหน่ายเพชร ทอง นาฬิกา เครื่องประดับทุกชนิด เรามีหน้าร้านทั้งสาขาเจเจมอล์ งามวงศ์วาน และยังขายผ่านช่องทางออนไลน์อีกด้วย Responsibilities: ต้อนรับและให้บริการลูกค้าหน้าร้าน แนะนำสินค้าประเภทเครื่องประดับเพชร ทอง สร้อย แหวน ชุดเครื่องเพชร ฯลฯ ดูแลความเรียบร้อยและความสะอาดของสินค้าภายในร้านให้พร้อมขายอยู่เสมอ อัปเดตสต็อกสินค้า, จัดสต็อก, ทำรายงานซื้อขาย, สรุปยอดขายประจำวัน ตอบแชทลูกค้า ผ่านช่องทางโซเชียลมีเดีย เช่น Line, Facebook, TikTok เป็นต้น กระตุ้นยอดขายหน้าร้าน พร้อมปิดการขายลูกค้าใหม่ มีประสบการณ์และมีความรู้เรื่องเพชร จะพิจารณาเป็นพิเศษ ปฏิบัติงานอื่นๆ ตามที่ได้รับมอบหมาย Qualifications จบการศึกษาระดับปริญญาตรีขึ้นไป ไม่จำกัดสาขา มีความซื่อสัตย์ รักในงานขายและการบริการ มีทักษะในการสื่อสารที่ดี บุคลิกดี ยิ้มแย้มแจ่มใส มีมนุษยสัมพันธ์ดี สามารถทำงานร่วมกับผู้อื่นได้ดี รับทั้งคนที่มีประสบการณ์และไม่มีประสบการณ์ ที่มีใจรักในงานบริการ มีทักษะการทำงานร่วมกับผู้อื่น และการแก้ไขปัญหาเฉพาะหน้า มีทักษะการใช้งานคอมพิวเตอร์เบื้องต้น ประจำสาขา : ร้านเพชรพรพุฒิชั้น 1 JJ Mall เวลาทำงาน : 10:30-18:00 น. ทำงาน 6 วัน/สัปดาห์ (หยุดวันจันทร์)"
Marketing Executive (Secretary),ThaiNamthip Corporation Limited,"Bang Khen, Bangkok","PA, EA & Secretarial",Full time,,,"Responsibilities Controlling budget, tracking, reporting and following up with channel marketing and marketing support team to control that project must be delivered within planned budget and being a center of additional budget from Brand to ensure benefit of Company. Manage and be a center of VIP market visit (bottlers management), coordinate with channel team to ensure smooth visit. Centralize marketing daily, weekly, monthly performance report. Creating, analyzing and pointing out opportunities to increase revenue which is very important role of marketing. The reports including daily sales, new products focused KPIs, distribution, RED tracking, Rate of sales, facing. Contact, handle & close consumer/customer inquiries or any claims on marketing activities from call center until closing cases. Managing, negotiating and conducting Co-Promotion with non-regular customers for corporate promotion or for specific campaign. Deliver results of project assignment that relating to marketing. Assist to customer marketing director. Qualifications Bachelor or Master’s degree in sales or marketing or related field. Minimum 3 years of analysis work and office administrative support experienced. Excellent organizational skills and the ability to excel at details, multi-tasking and working under pressure. Service mind and flexible required. Must be able to communicate in English, both speaking and writing. Please send your resume, stating expected salaries, together with a recent photograph by clicking ""Apply Now"" ThaiNamthip Corporation Limited 214 Moos 5 Vibhavadirangsit Road, Tung Song Hong, Laksi, Bangkok 10210, Thailand ทางบริษัทฯ จะติดต่อกลับผู้สมัครที่มีคุณสมบัติตรงตามตำแหน่งงานเท่านั้น"
Secretary/เลขานุการ,"CHINA MACHINE (THAILAND) CO., LTD.","Chatuchak, Bangkok","PA, EA & Secretarial",Full time,25000,44999,"ไฮไลท์เด่นของงาน มีประสบการณ์ 3 - 5 ปี ด้านเลขานุการผู้บริหาร ดําเนินการจัดการประชุม , บันทึกการประชุม ประสานการนัดหมายต่างๆ รายละเอียดงาน 1. งานเลขานุการผู้บริหาร จัดเตรียมเอกสารและอื่นๆ ที่เกี่ยวกับการประชุมของผู้บริหาร ประสานการนัดหมายต่างๆ อํานวยความสะดวกให้กับผู้บริหารในทุกๆ ด้าน ดําเนินการจัดทําหนังสือขออนุญาตไปราชการของผู้บริหาร ดําเนินการขออนุมัติงบประมาณในแต่ละ Project ดําเนินการเบิกจ่ายค่าใช้จ่ายในการเดินทางของผู้บริหาร ดําเนินการติดต่อประสานงานทางโทรศัพท์ภายในและภายนอก 2. งานประชุม ดําเนินการจัดการประชุม , บันทึกการประชุม , จัดทำรายงานการประชุม ให้แก่ผู้บริหาร ติดตามผลการดําเนินงานตามที่หารือในที่ประชุมในทุกๆ ครั้ง 3. งานเอกสารและงานธุรการ จัดลําดับความสําคัญและความเร่งด่วนของงาน เพื่อดําเนินการเสนอก่อนและหลัง พิจารณาเอกสารโดยตรวจทานว่าผ่านกระบวนการจากหน่วยงานที่เกี่ยวข้อง และผู้บริหารที่กํากับดูแลให้ครบถ้วนก่อนเสนอผู้บริหารพิจารณา ดูแลตรวจสอบความถูกต้องของเอกสารก่อนนําเสนอผู้บริหารและลงนาม พร้อมตรวจทานหนังสือจากผู้บริหารพิจารณาสั่งการ และลงนามให้ครบถ้วน ก่อนจัดส่งคืนหน่วยงาน ให้ข้อมูลเบื้องต้นเพื่อประกอบการตัดสินใจของผู้บริหาร กรณีหน่วยงานภายใน หรือภายนอก เชิญประชุม , สัมมนา หรือร่วมเป็นเกียรติเป็นประธานในพิธีเปิด-ปิดงาน จัดทำงานอื่น ๆ ตามที่ได้รับมอบหมายจากผู้บริหาร"
"Executive Secretary (Fluent English, TOEIC 550 up)",Nathalin Group,"Bang Na, Bangkok","PA, EA & Secretarial",Full time,,,"Responsibilities : Perform administrative and organizational duties as a personal assistant to President Provide a high level of secretarial service such as Receive note and report to President, Perform general coordination and services such as executive appointments, travel arrangements, hotel bookings, paying of bills etc. Be able to make presentation and generate management report. Monitoring company projects and coordinate with other departments. Handle BOD and Shareholders meeting Monitoring Company Projects and Coordinate with Other Departments. Good communication, Interpersonal and Problem Solving Skills. Must be organized and can stick to deadlines Must be able to do and manage multitask Must be able to work under pressure and independently. Friendly, courteous, active, with a positive attitude is a must Attention to detail, Service minded and Hard-working. Other tasks as assigned. Qualifications : Bachelor's Degree Major in Business Administration or related field. Minimum of 3 years' experience in supporting top management. Well organized, ability to manage multiple task and schedules. Excellent communication, both verbal and written English TOEIC score 550 up (Required). Computer literate. Word / Excel / PowerPoint / Internet / Email. WELFARE AND BENEFITS: Provident fund employee choices Social Security fund Compensation fund Health and Life insurance Accident and Life insurance Travel insurance Health insurance for family_Voluntary Health insurance_Voluntary Fitness Uniform Lunch Party and Recreation Annual Check-up Patient Visit and Allowance Childbirth Allowance Funeral and Wreath allowance for employee Funeral and Wreath allowance for family Traditional Leave at least 13 days/year Vacation Leave 7 - 15 days/year Private Leave with pay maximum to 10 days/year Ordination Leave with pay maximum to 30 days Scholarships reward for employee’s children Education Loan Emergency Loan Housing loans Training and Development plan Please note that: ""Your welfare and benefit plan based on your company and employment contract’s condition"" Interested applicants please submit your English resume, present and expected salary together with your recent photograph to us by click “ Apply Now ” Nathalin Group Human Resource Department 88 Soi Bangna-Trad 30, Bangna-Trad Rd., Bangna, Bangna, Bangkok 10260 Tel : 02-399-3938 ต่อ 541 Website:  www.nathalin.com"
Office Manager,WTF Media CO LTD,"Vadhana, Bangkok",Administrative Assistants,Full time,,,"The Binary Holdings is an innovative and rapidly growing company at the forefront of the blockchain and decentralized technology industry. Our mission is to revolutionize the way people interact with the digital world through cutting-edge solutions that promote decentralization, security, and privacy. We are seeking a highly motivated and experienced Office Manager to join our dynamic team and help us drive forward our mission. Job Descriptions Manage daily administrative operations, including coordinating schedules, handling phone calls, and overseeing office supplies Maintain a well-organized and conducive office environment, ensuring facilities are in optimal condition Assist various departments with administrative tasks and provide support as needed Plan and coordinate office events, meetings, and conferences Oversee relationships with vendors and service providers, ensuring timely delivery and cost-effectiveness Support HR functions such as onboarding, maintaining employee records, and coordinating employee activities Qualifications Bachelor's degree in Business Administration, Management, or a related field Proven experience in office management or administrative roles Strong organizational and multitasking abilities, with keen attention to detail Excellent verbal and written English skills Ability to identify issues and proactively implement effective solutions Comfortable adapting to changing priorities and managing time efficiently"
Executive Secretary,"Siam Motors Co., Ltd.","Prawet, Bangkok","PA, EA & Secretarial",Full time,35000,44999,"Executive Secretary 2 Positions Responsibilities: 1. Provide Comprehensive administrative support to the Management, Prepare and summarize all related documents for the meeting, presentation, minutes of meeting and report. 2. Ensure effective coordination for internal and external meeting and effective preparing for all administration works such as air-ticket booking, mailing, e-mail correspondence, meeting arrangement and filling system. 3. Complete correspondence and administrative tasks calendar of appointments, arranging travel plans and itineraries, agenda and travel-related documents. 4. Assist with President and management team for business & personal financial, expenses, settle all expense claims and prepare expense reports as needed. 5.Take care of executives' guest from headquarter and related business partners. 6.Perform a variety of secretarial, administrative or executive support tasks that are highly confidential and sensitive matters. 7.Maintain good relations and communicate with other internal and external parties/department to uphold the responsible area and company image, i.e. taking telephone messages and following up. 8. Any additional/ad hoc duties as required by superior or business related. Qualification: 1. bachelor's degree in any related fields. 2. Secretarial and Administrative Support Experience is preferable. 3. 3 years up of secretarial and executive, management support. 4. Fluent in English communication both writing and speaking. 5. Professional appearance, well-groom and tidy is needed. 6. Pleasant Personality, Keep confidential,Self Motivated, Diplomatic. 7. Good in communication and coordination at all levels. Company Location 1. Located in Pravet Bangkok 2. Located in Amata City Chonburi Types of Business: Automotive Spareparts Company Benefits: Annual Bonus Provident Fund Health Insurance Accident Insurance Hospital Admit Allowance Annual Health Check-Up Scholarship for Children Travelling Allowance In-House & Public Training Funeral Liturgy Allowance Transportation Lunch Allowance Diligence allowance Uniform"
Admin Officer ( Import-Export Business ),"Advance Siam Tech Co., Ltd.","Suan Luang, Bangkok",Administrative Assistants,Full time,20000,29999,"Responsibilities Cross reference and sourcing material. Negotiate to obtain business objectives with suppliers; price, lead time, payment term. Monitor market price and negotiate as changes. Analyze supply chain risk assessment. Maintaining records of all material receipts and stock balance. Responsible for checking incoming store materials as per purchase specification. Checking the issue pass as per authority and feed in computer. Manage engineering change; arrange samples, stock control, phase-in/phase-out. Establish standard operating procedure. Qualifications High vocational certificate or Bachelor degree 0-4 years experience in accounting for import-export business Preferred fluent in typing (English and Thai) Interpersonal skill Good command in English is the first priority Good computer skill Have a solid goal to be successful and winning regardless of working hard under highly pressure GPA. 2.5 up Salary: 20,000 up, depending on qualification"
Sustainable Development Officer,"SIAM NISTRANS CO., LTD.","Khlong Toei, Bangkok",Administrative Assistants,Full time,,,"Sustainability Development Part - SDG internal and external communication and  interaction. - Sustainability communication and process maintenance. - Supporting government affairs, community engagement, and related work goes smoothly. - Collect internal data, then ensure data is maintained, recorded, and corrected for an external audit and report. - Tracks the organization's progress toward sustainability goals and identifies for improvement. - Support any activities where appropriately required. Compliance Part - Maintain records of compliance approvals and make them available for traking. Qualification - 1 year of work experience in Corporate Communication, Sustainable Development, or a related field. - Strong project management skills, including the ability to meet timelines and experience supporting the delivery of complex projects. - Able to work individual, analytic thinking and work under pressure - Experience in T-VER or CFO is preferred. - Experience in making sustainability reports is a plus."
