Jobtitle,Company,Location,Job Position,Salary Min,Salary Max,Job Description
Account Manager (Government Customers),PRTR,"Huai Khwang, Bangkok",Account & Relationship Management,Full time,,,"Our client is a leading global provider of ICT infrastructure and smart devices. General Description of Duties and Responsibilities Being responsible for the sales project owner to drive sales targets and compromise with customer requirements. Preparing and presenting proposal documentation according to customer requirements. Building customer satisfaction and developing customer relationships. Monitoring and improving transaction quality and identifying problems and risks existing in any long-term care stages. Candidate Requirements Minimum of Bachelor's Degree in Information / Computer Science or related field. Minimum of 3-5 years of previous Sales Management experience in the enterprise market. Responsible mainly for regional Government Customers. Have strong customer relationships and project experiences with the Financial or Insurance. Familiar with international trading, international law, business management principles, and credit collection finance management, bidding procedure, etc. Ambitious, resourceful, energetic personality. Excellent communication and interpersonal skills, can work individually and in a team. English proficiency."
Area Sales Executive (LMT North) - Grocery Sales,Nestle (Thai) Ltd.,Northern Region,Account & Relationship Management,Full time,,,"We’re Nestle, We’re the biggest food and beverages company in the world who believe in “enhancing quality of life and contributing to a healthier future.” Join us and be part of Nestle to drive over 2,000 brands in 191 countries worldwide, if you; Love to drive results Love to challenge yourself POSITION SNAPSHOT Location: North region Business Unit/Division: Grocery Sales Full-time Bachelor’s Degree in any related field Minimum 3 years of experience in distributor sales management Own a car with driving license A DAY IN THE LIFE... Achieve the customer plan of the assigned accounts. Daily follow-up sales figures vs. the set sales target; tracking sell-in/sell-out of our partner. Make regular store visits in line with the route plan to ensure effective implementation and timely solutions for in field operations problems; check FIFO (First-In & First-Out) at the store level and ensure that merchandisers will do it regularly in order to avoid aging problems. ARE YOU A FIT? Minimum 3 years of direct experience in local distributor management, Local supermarket Experience in FMCG Sales is a must Solid experience in managing distributors or direct accounts Able to work in the assigned area Has own car and driving license"
Director – Online Payments,Minor Hotel Group Limited,Bangkok,New Business Development,Full time,,,"Company Description Minor Hotels is an international hotel owner, operator and investor with a portfolio of more than 540 hotels in operation. Minor Hotels passionately explores new possibilities in hospitality with a diverse portfolio of properties designed intelligently to appeal to different kinds of travellers, serving new passions as well as personal needs. Through our Anantara, Avani, Oaks, Elewana, Tivoli, NH Hotel Group, Four Seasons, St. Regis, Marriott and Minor International properties, across Asia Pacific, the Middle East, Africa, the Indian Ocean, Europe and South America. Job Description The role is responsible for owning and driving vision and roadmap for Minor Hotels’ payments and checkout journeys. You will define and obsess about hitting strategic outcomes, which are aligned with driving our direct business. You will validate everything through benefits realisation analysis and be responsible for making sure users of our websites have the right payment choice at the right time. You will manage third parties to deliver new payment types and enhance the checkout journeys, and work in cross-functional teams supported by UX research, A/B testing, analytics, development, and commercial, to deliver payment success. You will be based in Bangkok and manage a complex global stakeholder community through regular communications that are tailored to the audience and build strong relationships with Minor Hotels’ strategic partners to evolve our payments. Key accountabilities represent all the expected key outputs of the position or the end results not duties or activities. Payment strategy: own the overarching strategy for Minor Hotels, and its owned and managed hotels Payment Service Providers: Drive the relationship with PSPs, to ensure Minor Hotels has the best traditional and alternative payment products available for their potential guests to book, with the highest possible acceptance rate Other service providers: Fully explore the potential for additional services such as fraud protection, currency exchange, remittance, and other services beneficial for Minor Hotels and its customers Customer payments journey: Work with the Digital Development team to build a successful customer journey, with the highest possible conversion rates Testing and Analytics: Working with the Digital Development and Business Intelligence teams to test, track, report and improve upon actual performance metrics of payment solutions and the customer payment journey. Knowledge and Opportunity: Conduct research on trends in the online payments field within the hospitality industry, and identify emerging opportunities that the business could capitalise on and gain a competitive advantage in terms of guest acquisition and retention in the market. Qualifications - A proven track record of working in a digital role, ideally within eCommerce - A self-starter with a demonstrated ability to deliver results in a fast-paced environment with changing priorities - Experience in managing third parties, delivering outcomes, and managing critical dependencies - A customer-centric drive with a focus on the use of high-quality data and insight to fuel decision making - An impactful communicator with excellent written and verbal communication skills, comfortable speaking to both technical and non-technical teams - Outstanding teamwork and collaboration skills with the ability to manage a complex group of stakeholders - Passionate about technology, eCommerce trends, and user experiences - Ideally with experience working with payment providers, in the hospitality industry, with knowledge of web and payment technologies - Proficiency in English (spoken and written) - Bachelor's degree in Business, Computer Science, or a related field (MBA or relevant certifications a plus)."
Senior Sales JP-speaking / JLPT N2 / Salary max 50K / BTS Sukhumvit line,JAC Recruitment Thailand,Bangkok,Account & Relationship Management,Full time,,,"Job Description Calculate the price correctly and on the due date and explain to the customer as assigned under supervision. Provide support various internal or external quotations, breakdowns, and gaps analysis. Maintain good relationships with customers, both at the office and at the factory site, by advising customers about inquiries about product specifications. Participation in inspecting the product, create a summarized list of inspection results, and propose the renewal to users. Cooperate with the engineering and technical teams to plan and determine the work procedures to reach the target and develop the sales plan. Qualifications Bachelor’s degree in marketing or any related field. 2-3 years or higher of working experience as sales representative. Have an experience in Automotive Industry is advantage. Good command of both written and spoken in English. Good command of both written and spoken in Japanese (JLPT N2 up) Proficiency uses Microsoft Office, particularly Excel. Good personality and effective communication skills. Benefits Bonus (5-6 month average) Flexible working hour Transportation Allowance Medical Allowance Language Allowance (EN and JP) Provident Fund Training program Annual health check-up Interested candidate, please send your resume in English along with your recent photo and expected salary to us by APPLY JAC Personnel Recruitment Ltd 10F Emporium Tower 622 Sukhumvit Soi 24 Klongton, Klongtoey, Bangkok 10110 Contact: K. Yossapon Office Number: 02-261-1270 Time: 9.00 am - 6.00 pm Website: https://www.jac-recruitment.co.th [link removed]"
"Assistant Manager, Marketing Project Management","Thai Samsung Electronics Co., Ltd.","Sathon, Bangkok",New Business Development,Full time,,,"Job Function: Consumer Electronics, Retail Management Location: Empire Tower, Sathorn Responsibilities Responsible for developing long-term strategic partners with TV application providers and all other collaboration projects Lead internal consensus by engaging all related functions to shape up one agreed collaboration/project plan Explain & ensure that both internal and external partners are fully understand the project objectives, process, and expected result Ensure the perfect execution to meet timelines, KPIs, result tracking, and report to managementon weekly basis with excel and power point documentation Planning and executing marketing strategy under scope of project to reach the right target audience at the right timing manner. Collaborating with internal & external stakeholders or organizers to arrange marketing activities for corporate event to increase customer engagement. Liaise with agency to control the production of marketing materials in copywriting, artwork proofing and distribution to ensure the campaign deadlines are met. Take care of day-to-day operation management and handling all related process to ensure the alignment with company’s objective, target customers, determined budget, as well as target performance. Regularly monitor campaign performance and responsible for defining root cause of underperforming campaign. Tackle operational issues and initiate on-time and results oriented tactical campaign to ensure the target are achieved. Collect information and ensure it is reliable and share to third party based on confidentiality level of document Responsible for managing raw data, select, grouping to be a quality one for further analysis Facilitate and ensure the information and data needed is completely and correctly provided Manage and set up clearly execution plan to the project team effectively. Support training activities in both materials and on-stage explanation. Qualifications Bachelor in Marketing, Business Administration or related fields At least 3 years relevant campaign/partnership management, marketing management in fast paced environment preferably with experience in both acquisition and retention Strong project management skills, with ability to efficiently scope and execute concrete strategic initiatives, and lead multi-functional teams with diverse interests toward share objectives Proven ability to lead, build consensus, and work effectively across departments and divisions Be able to manage and lead the team in the proper execution. Self-motivated, proactive and reactive, ability to prioritize projects and adjust as needed Highly organized/detail-oriented with ability to manage multiple priorities Positive attitude and relentless drive to succeed Fluency in written and spoken English is required"
Admin Manager/หัวหน้าเเอดมินงานขาย,บริษัท ธารา เอสเทติก เซ็นเตอร์ จำกัด,"Wang Thonglang, Bangkok",Management,Full time,20000,34999,"1.คุมทีมงาน Admin ตั้งเเต่การเเนะนำ ตรวจสอบ จนไปถึงการติดตามผลงานของลูกทีมให้มีประสิทธิภาพ  สรุปข้อมูลรายงานยอดการติดต่อจากช่องทางออนไลน์ต่างๆ ของลูกทีมให้กับทางผู้บังคับบัญชา เเละฝ่ายที่เกี่ยวข้องทราบ 2.นำเสนอบริการ  เเละโปรโมชั่น  ตลอดจนให้ข้อมูล  เเละตอบปัญหากับลูกค้าที่เข้ามาถามทุกแพลตฟอร์มบนช่องทางออนไลน์ของบริษัท  (Facebook , Line Official IG,Tiktok) เเละช่องทางใหม่ๆ 3.บริหารจัดการคิวนักปรึกษา การคอนเฟิร์มนัดหมาย เเละการบริการร่วมกับทีมขายผ่านระบบ ตามขั้นตอนของบริษัท 4.ประสานงานกับฝ่ายการตลาดเพื่ออัพเดทข้อมูลสินค้าโปรโมชั่น รายการขายพิเศษต่างๆเพื่อให้ความรู้เกี่ยวกับสินค้ากับลูกค้าได้อย่างถูกต้อง 5.รับข้อติชมจากคนไข้ผ่านช่องทางออนไลน์  เเละประสานงานกับหน่วยงานที่เกี่ยวข้อง เพื่อเเก้ไขปัญหาให้คนไข้ 6.จัดทำ Report เพื่อวัดผล เเละวิเคราะห์เกี่ยวกับประสิทธิภาพของลูกทีมได้ 7.บริหารยอดขายของทีมให้เป็นไปตามเป้าหมายขององค์กร"
**URGENT** - Sales Manager (Japanese Speaking N3) - Up to 80K - BTS Phrom Phong,"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.",Bangkok,New Business Development,Full time,,,"Looking for experienced in Sales Executive and Manager (Japanese Speaking N3) for D istributors of Electronic Components Business! ◆Basic information◆ Location: Wattana, Bangkok - BTS Phrom Phong Working Hours: Monday to Friday, 8:30 AM - 17:30 PM Job Description: Lead and manage a sales team to achieve company’s sales and profit objectives Develop and maintain good relationship with our Japanese customers management to gain market share Establish good rapport with our internal Japanese Account Managers in Japan HQ to support all customers’ enquiries on timely basis. Ensure excellent and prompt service to our Japanese customers Work closely with sales and product marketing teams in Japan HQ and ASEAN offices in area of new business development, offshore business support, pricing and documentation Oversee purchasing of parts, inventory control, quality issues, product change and end-of-line notifications, sales and purchase agreements and account receivables Understand customers’ production forecast to ensure their deliveries requirements are met Requirement: Bachelor’s Degree holder 5 years of working experience in Sales in Electronics industry or support Electronics client Good Communication in English and Japanese JLPT N3/ N2/ N1 Good interpersonal, communication and presentation skills Occasional business travel is required PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd. บริษัทจัดหางานเพอร์ซอลเคลลี่เอชอาร์เซอร์วิสเซส (ประเทศไทย) จำกัด Narakorn Aphichonpongsa (Tay) M (+66) 86 902 9043 27th Floor, Empire Tower 3, Unit 2707, 1 South Sathorn Road, Yannawa, Sathorn, Bangkok 10120 l Thailand *All applications will be treated in strict confidence. All material submitted in connection with your application will become part of our confidential recruitment files. We regret that only shortlisted candidates will be notified. By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy and consented to the collection, use, and disclosure of your personal data by us and our affiliates, in accordance with our Privacy Policy. Please visit www.persolkelly.co.th [link removed] for a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email to let us know."
Senior Business Development Officer / Business Development Section Head 1...,Sahacogen (Chonburi) Public Company Limited,"Mueang Nonthaburi, Nonthaburi",New Business Development,Full time,,,"Job Description: Analyze and evaluate opportunities for new business investments. Gather and evaluate data related to Business Development and Feasibility Study. Contact with internal and external agencies involved in Business Development. Qualification: Education: Bachelor’s Degree or Master’s Degree in Business Development, Economics, Finance,electrical engineering,Mechanical Engineering,Energy Engineering or any related fields. Experience in Business Development on Power Plants will be in advantage. Experience Sales Engineer will be in advantage. Have an experience in commanding, and more than 3 years of work experience. Interested in Business Administration. Have a good personality, trustworthy, and responsible. Coordinate efficiently and have negotiation skill. Fluent in reading, writing, and communicating in English. Work professionally, with a positive attitude, and be able to collaborate with others. Be enthusiastic, and capable of working under pressure. Able to drive, possess driving license, and able to work in all provinces. How to apply a job Qualified candidates can fill the job application at the company every day on Monday to Saturday at 08.00-15.00 or submit your resume to Khun Juntra or Khun Wassana, Human Resources Department at Sahacogen (Chonburi) Pubilc Company Limited; 636 Moo 11, Sriracha Saha Group Industrial Park, Sukaphiban 8 Road, Nongkharm, Sriracha, Chonburi, 20230. Telephone number: 038-481-555 ext. 242 -243, or fill the job application on the company’s website at www.sahacogen.com [link removed], or send the job application attached with your resume to Apply Now (please indicate the required position in the subject). Human Resources Department Sahacogen (Chonburi) Public Co. ,Ltd M. 11, Sukaphiban 8 Road, Nongkharm,Sriracha, Chonburi 20130 Tel: 0 3848 1555 Fax : 0 3848 1551 http://www.sahacogen.com or send a CV by click “ Apply Now ”"
Cost Planning & Cost Control Section Manager,"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.",Prachin Buri,Management,Full time,,,"Taking of all cost planning job and review all job of subordinate. Supporting company policy such as making section policy and KPI. Study and update cost of all new project, included ECI change, ECI effect for current model, PV activities, etc. Examination effect of new current model. Quotation for direct business, direct export, after marketing, sample part for designer etc. Investment effect in OI for present in FA, M/T. Cost reduction activities. Key Requirements: Bachelor’s Degree in Accounting or Engineering 8+ years of work experience in Accounting, Costing, or Co-ordinate project Having experiences from Automotive manufacturing is preferable Good command in English and computer literacy in MS office Good relationship, problem-solving skills, self-initiate, leadership, and high responsibility Able to work under pressure *All applications will be treated in strict confidence. All material submitted in connection with your application will become part of our confidential recruitment files. We regret that only shortlisted candidates will be notified. By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates, in accordance with our Privacy Policy. Please visit www.persokelly.co.th for a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email to let us know. Contact Information: PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd. บริษัทจัดหางานเพอร์ซอลเคลลี่เอชอาร์เซอร์วิสเซส (ประเทศไทย) จำกัด 27th Floor, Empire Tower 3, Unit 2707, 1 South Sathorn Road, Yannawa, Sathorn, Bangkok 10120 Thailand"
Chief Operation Officer (COO),"Silkspan Insurance Brokerage Co., Ltd.","Vadhana, Bangkok",New Business Development,Full time,,,"Job brief: As a key member of the Executive Management team, the Chief Operation Officer will report to the President and assume a strategic role in the overall management of the company. The COO will have primary day-to-day responsibility for planning, implementing, managing and controlling all Operation-related activities of the company. Responsibilities: Drive the company’s Operation planning Provide leadership and management to reflect the organization's mission and core values. Providing strategic recommendations to the CEO. Analyzing and planning strategies for business development and growth. Collaborate with the management team to develop strategic and implement the plan. Conduct P&L performance analysis and troubleshoots areas of interest while assisting in developing appropriate solutions to identified problems and opportunities. Conducts all necessary inspections and audits; develops and implements plans of actions. Prepare reliable current and forecasting reports Qualifications: Bachelor’s Degree ; MSc/MBA is a plus Proven experience as COO, Operation Manager or relevant role Leadership skill with ability to collaborate cross-functionally."
