Jobtitle,Company,Location,Job Position,Salary Min,Salary Max,Job Description
Business Analyst,บริษัท เคาน์เตอร์เซอร์วิส จำกัด,Bangkok,Business/Systems Analysts,Full time,,,Qualifications & experience ปริญญาตรีคอมพิวเตอร์ เทคโนโลยีสารสนเทศ บริหารธุรกิจ หรือสาขาที่เกี่ยวข้อง ประสบการณ์ 2 ปีขึ้นไป Tasks & responsibilities เก็บรวบรวมความต้องการ จัดเตรียม Requirement เพื่อให้พร้อมสำหรับพัฒนาเป็นโปรแกรมบริการ สำหรับลูกค้าภายในและภายนอก วิเคราะห์ความเป็นไปได้ในการดำเนินการในมุมของเทคโนโลยี และระบบงาน ออกแบบ คิดค้น จัดทำการะบวนการทำงานนวัตกรรม เพื่อสร้างประสิทธิภาพการทำงานเป็นหน่วยงานและองค์กร
Senior Developer,IBM Digital Talent for Business Company Limited,"Ratchathewi, Bangkok",Engineering - Software,Full time,,,"We are seeking a highly skilled and experienced Senior full stack developer to join our dynamic team. Your responsibilities will include the design, implementation, and maintenance of software solutions that closely align with the strategic goals. The ideal candidate will bring a strong technical background, a deep understanding of banking processes, and a passion for delivering high-quality software. Main role and responsibilities Lead the design and development of robust, scalable, and secure software applications for the banking sector. Collaborate with cross-functional teams to gather and analyze requirements, and translate them into technical specifications. Provide technical leadership and guidance to a team of developers. Stay abreast of industry trends and emerging technologies to ensure the bank's technology stack remains current and competitive. Conduct thorough code reviews to ensure adherence to coding standards, best practices, and security guidelines. Implement and maintain automated testing procedures to guarantee the reliability and performance of software applications. Collaborate effectively with business analysts, project managers, and other stakeholders to ensure successful project delivery. Communicate technical concepts and solutions clearly to both technical and non-technical audiences. Troubleshoot and resolve complex technical issues, providing timely and effective solutions. Participate in the resolution of system outages or critical incidents, ensuring minimal impact on business operations. Create and maintain comprehensive technical documentation for software applications, processes, and procedures. Qualifications: Bachelor's or Master's degree in Computer Science, Information Technology, or a related field. Proven experience as a Senior Developer in the banking or financial services industry with a minimum of 3 years in backend-focused roles. Expertise in backend programming languages such as Java, Python, or Node.js. Hands-on experience with cloud platforms like AWS, Azure, or Google Cloud. Knowledge of serverless architecture and microservices. Extensive experience in designing and implementing RESTful APIs. In-depth knowledge of banking systems, financial processes, and regulatory requirements. Experience with database management systems, API integration, and cloud technologies. Excellent problem-solving and analytical skills. Effective communication and leadership abilities."
Project Management Office - pmo,IBM Digital Talent for Business Company Limited,Bangkok,Consultants,Full time,,,"Main role and responsibility Collaborate with the management teams. Handle sensitive information with sensitivity and confidentiality. Plan and coordinate appointments, meetings, and conferences. Keep and update the management calendar to ensure correctness and efficiency. Facilitate communication among project team members both externally and internally through scheduled meetings, etc. Establish the project control book, input data, monitor issues and changes, generate status reports, and manage financial project data. Serve as a point of contact for issues management, measurement reporting, and project execution. Preferred Technical and Professional Expertise Project administration or project coordination experience. Excellent organizational and multitasking abilities. Excellent writing and verbal communication abilities and able to communicate both writing and speaking in English and Thai The ability to maintain confidence and exercise discretion. Attention to detail and correctness in work. Bachelor Degree."
PLM Engineer (Manu Tech),"Pandora Production Co., Ltd.","Prawet, Bangkok",Engineering - Software,Full time,60000,90000,"As a PLM Engineer, you will be responsible for contributing your expertise to ensure the successful design, development, and maintenance of our PLM solution. PLM Engineer will collaborate closely with Engineering Manager, Lead Engineer, Product Manager, and cross-functional teams to enhance our product development processes and drive innovation through the effective utilization of PLM technology. Key Responsibilities: • Design and implement solutions, oversee the integration of new PLM features and functionalities, and customize the system as needed. • Monitor and maintain system performance, troubleshoot issues, manage PLM system upgrades, and ensure seamless migration of data and configurations. • Develop and maintain our PLM system, ensuring it aligns with our business objectives and is scalable, reliable, and efficient. • Collaborate with stakeholders to gather and analyze requirements for PLM enhancements and modifications. • Ensure the code are managed properly and complied with Pandora engineering standards. • Work with Engineering manager and global digital technology team to derive engineering standards and embrace to digital roadmap. • Ensure engineer’s work has tracked, organized, and documented the changes according to programming code through a source control system. • Ensure Unit Testing & Regression Testing & Performance Testing are performed to validate code meets requirements and design. • Ensure collaboration with Operations and third-party teams if technical solution may be required to support incident & problem management on your products or deliverables. • Actively participate and contribute to all agile ceremonies such as daily stand-up meeting, sprint planning, backlog refinement, sprint demo and retrospective Qualifications: • Bachelor’s degree in technical field (i.e. Computer Science, Statistics, Engineering, Mathematics, or similar quantitative discipline) • Strong understanding of product lifecycle management (PLM) concepts. • Strong knowledge/ experience on JSP, JavaScript and Node.js is a must. • The following programming languages and technologies; React, Python Angular or C#.NET, MS SQL, Cloud-based technology and Microservices concept are preferred. • Good understanding of PLM customizations including as SSP’s, CSP’s and JSP Override is a plus. • Proven experience as a senior developer, guiding and showing the leadership with teams in PLM system development and implementation. • “Can do” attitude, be courage and confront with challenges, stand for the shared goals as well as be flexible for the approach. • Leadership skill, proactive, and structured. Ability to ensure progress and commitment to deadlines. • Problem solving and analytical skills. A Must technical skill: A must JSP, JavaScript and Node.js Preferred: React, Python Angular or C#.NET, MS SQL, Cloud-based technology and Microservices concept."
IT Engineer,Kimball Electronics (Thailand) Ltd.,Chon Buri,Engineering - Software,Full time,,,"Qualifications:- Bachelor's Degree in Computer / Electronics / Electrical Engineering or related field. Electronics Industry/Manufacturing, Exp. 0 -10 Years. Computer software programming such as VB, VB.net, etc. Good command of both spoken and written English. Job & Responsibility: Develop, maintain, control, implement, and sustain the computerized system (both hardware and software) according to given requirements and perform validation process according to the FDA requirements. And coordinate with the global IT team to maintain related computerized wise such as SAP according to FDA requirements. Improve computerized system to support production and back office at the optimum condition, and provide technical expertise on any requests. Ultimately, to sustain the company's growth in the industry 4.0 strategy. Work with employees, customers, or suppliers to resolve technical issues related to computerized systems. Establish IT-related instruction for employees to solve or prevent any IT-related problems. As assigned by the supervisor or manager."
Junior IT Engineer,WIZ TECHNOLOGIES (S) PTE LTD,Bangkok,Help Desk & IT Support,Full time,37000,45000,"We are looking for a Junior IT Engineer for Thailand Bangkok. Job Responsibilities: Configure and maintain servers, networks, and associated hardware and software. Monitor and perform day-to-day health and security checks on IT infrastructure. Troubleshoot infrastructure and network-related issues. Implement change management control, ensuring changes are trackable and properly documented. Respond to service requests and incidents, providing timely and effective resolutions. Collaborate with service providers to ensure SLAs are met. Support the provisioning of IT infrastructure-related projects Job Requirements: Diploma/Bachelor of Science in Computer Science/Computer Information Systems or equivalent. Preferably at least 1 year of relevant working experience. Understanding and knowledge of server and networking fundamentals. Familiarity with up-to-date server hardware, configuration, and management. Knowledge of firewalls and network security. Strong time management skills and the ability to work independently. Preferably able to communicate effectively in both verbal and written English."
Full-Stack Javascript Developer (Node.js / React / Next.js),Oozou,"Pathum Wan, Bangkok",Developers/Programmers,Full time,,,"OOZOU is hiring strong JavaScript developers to work remote or onsite in our Bangkok office. As a Javascript developer, you are interested in building performant APIs and Web Applications. You are experienced in architecting and building applications. Your role also includes coordinating with the teams responsible for other layers of the application design & infrastructure. Core skills we always look for You are a confident communicator in English. You are proactive about ideas and confident enough to speak up when you have an opinion. You are able to give constructive criticism about the work of others and can receive it about yours. You strive to be an expert in your chosen field. You love to be challenged, in and out of your day job. You know what makes a great team tick. You understand how to stay focused on delivering. You enjoy teaching others. Required skills for this role You have 2+ years of continuous Javascript Frontend and Backend experience. Bachelor's degree in IT You have a firm grasp of JavaScript and its nuances, including ES6+ syntax. You have knowledge of functional or object-oriented programming. You are able to write well-documented, clean Javascript code. You are good at working with third-party dependencies and debugging dependency conflicts. You have experience with automated testing suites, like Jest or Mocha. You are confident in your Git and Github skills. Useful skills for this role You have used JIRA and understand what a good workflow looks like. You have used code quality tools, ideally in a CI environment. You have used at least two of the following: React, Redux, Typescript, Node.js"
SUPPORT ENGINEER / IT SUPPORT / เจ้าหน้าที่สนับสนุนด้านเทคนิค,Octopus Newsroom APAC Limited,"Vadhana, Bangkok",Help Desk & IT Support,Full time,,,"We're looking for a dedicated team member to join our software customer support team. As part of this team, you'll play a crucial role in providing assistance for our software product. This position offers an exciting opportunity to specialize in software support, ensuring the smooth operation of our product for our valued clients. This role also offers an exciting opportunity to gain hands-on experience in the software development process, including testing new features, and improvements. Responsibilities & Daily Tasks: Being part of the support team Provide support for our existing customers worldwide Track down advanced technical issues Cooperate with colleagues in Bangkok and HQ office in Europe in daily basis. Being part of the project team Installation of the new systems for our customers worldwide Training the newsroom journalists, editors, producers & IT staff at TV Stations Providing the Installation & Training on customer site - a lot of future travel possibilities. Being part of the software development process Reporting bugs, testing new releases Participating on the software improvements by interpreting the customers wishes and suggestions REQUIREMENTS Spoken and written communication in English  - (or TOEIC minimum score: 500) Advanced knowledge of Windows (Desktop, Server) & Unix (Linux, MAC) administration Time flexibility (ability to travel on short notice) High sense of responsibility and reliability A team player with good self-developing skills Nice to have (not mandatory) Experience in SQL database administration, Docker, AWS and programming knowledge Experience in the previous IT support role Training, presentation and good interpersonal skills WHAT WE OFFER The chance to be involved in interesting and challenging projects A young and dynamic team Travel to exciting destinations worldwide Horizontal career growth Performance-related bonuses Competitive salary Personal budget for training course Office hours:  09:00-17:00 Office based in Bangkok-Wattana and Phuket Office Location:  Phra Khanong, Sukhumvit 71, Bangkok Directions:  https://maps.app.goo.gl/cjfmetEYv4ZQ9m597 Tel: 080-0357636 The interview for this position can be conducted either online or onsite."
Business Analyst / System Analyst,"Avalant Co., Ltd.","Sathon, Bangkok",Engineering - Software,Full time,,,"Summary: “ We are expanding our digital platform and service development team. If you have a passion for new technology with Business and Analyst skill for project and ready to grow with  Digital Company         We need you to be part of the team !” Job Descriptions: - Get requirement from User/Customer to design Business flow - Design Mockup or pototype with Figma - Make SRS Documemnt . - UAT before golive project. - Follow up task and coordinate with team. Qualifications: - Bachelor's degree or higher in Computer Science, Information Technology or related fields. - Have experience in  Business Analyst or System Analyst  related to Software, ERP,  Between 2-5 years. - Understanding how to design Business flow or ER Diagram - Good Communation and negotiation skills. - Able to communicate in English. - Database design skill is pluS"
Penetration Tester/Junior Pentester/นักทดสอบเจาะระบบ,"DATAFARM CO., LTD.",Bangkok,Security,Full time,25000,35000,"RESPONSIBILITIES Perform Penetration testing for a variety of system, including Web/Mobile Applications, APIs, and Network Infrastructure Perform Security Vulnerability Assessment Perform Secure code review Create reports and recommendations to consult customer Explore to learn/create new hacking techniques/procedures/cyber threats & trend QUALIFICATIONS Knowledge of at least one computer language, such as Python, Ruby, Java, JavaScript, .NET, PHP, and others Comprehension of networking services/protocols and tech stacks Professional certifications e.g., OSCP,OSWE, OSCE, GPEN, GMOB, GWAPT, GXPN, CEH, CREST, or other security certifications is advantage Bachelor's Degree in IT fields Welcome new graduates who want to be a Pentester with great passion Don't worry about security certification or other IT fields experienced if you are talented professionals and practical experienced, let's ping us Why Datafarm? สำหรับนักศึกษาจบใหม่ หรือ Programmer ที่สนใจงานทางด้านCybersecurity และอยากเป็น Pentester (นักทดสอบเจาะระบบ – white hacker) ทีมงานพี่ๆ Senior ของ DATAFARM จะช่วยสอนและฝึกให้จนได้เป็น Pentester มืออาชีพแน่นอน (แต่ใครจะไปได้ถึงขั้นยอดฝีมือนั้น ต้องอาศัย Passion เป็นตัวนำพา สภาพ….) เนื่องจากหน้าที่ของเราเป็นเสมือนที่ปรึกษาทางด้าน Cybersecurity ที่ช่วยให้ลูกค้าทราบถึงจุดอ่อนหรือช่องโหว่ของระบบ รวมถึงความเสี่ยงที่เผชิญอยู่ ดังนั้น DATAFARM เราให้ความสำคัญกับการพัฒนาศักยภาพและเพิ่ม Knowledge ของทีมงาน เป็น Priority แรกๆ เราจึงมีกลไกและกระบวนการฝึก รวมถึงสนับสนุนการ Training และสอบ Certificate ให้กับทีมงานทุกคนทั้ง Senior และ Junior ตอนระยะเวลาที่เป็นสมาชิกของ DATAFARM เอาเป็นว่าสำหนับคนที่ชอบทางด้านงาน Hack/Cybersec/Pentest/Consult/Research ที่ DATAFARM ไม่ผิดหวังแน่นอน (แต่เตือนไว้ก่อนว่าเส้นทางของสาย Consult จะต้องทำทั้ง Technical และการให้คำแนะนำผล ดังนั้น งานเอกสาร (Document/report) คือสิ่งที่เลี่ยงไม่ได้ เพราะเป็นหนึ่งในหลักฐานที่สะท้อนถึงคุณค่าของสิ่งที่เราพยยายามทำอยู่ :D สวัสดิการเบื้องต้น Training & สอบ Cert Bonus รายปี ตรวจสุขภาพประจำปี กองทุนสำรองเลี้ยงชีพ (Provident Fund) Outing ปีละอย่างน้อย 1 รอบ ประกันกลุ่ม Monthly Training & Knowledge sharing Research & Improvement Day / Flexible Day"
IT,M & K BANGKOK COMPANY LIMITED,Bangkok,Help Desk & IT Support,Full time,18000,20000,"IT Support วุฒิการศึกษาระดับ  ปวส / ปริญญาตรี  เงินเดือน 18,000 – 20,000  บาท 1. ดูแลระบบการสื่อสารภายในองค์กร (Admin) -  จัดการระบบ Internet -  ระบบ สื่อสาร Email -  ระบบปฎิบัติการ Windows / โปรแกรม -  ระบบแชร์ข้อมูล 2. ติดตั้งอุปกรณ์คอมพิวเตอร์กับเครื่องจักร -  Set ระบบ Window / ลงโปรแกรมการทดสอบ 3  .Support หลังการขาย -  Remote แก้ไขปัญหา Software ให้ลูกค้า -  ตอบปัญหาเรื่อง Hardware / Software ได้ 4. ถ้าทำ Website ได้จะพิจารณาเป็นพิเศษ ติดต่อ : K.Supachai (089) 891-1318"
Business System Analyst (Senior/Junior),"Siam Bheasach Co., Ltd.","Chatuchak, Bangkok",Business/Systems Analysts,Full time,,,"Responsibilities: Conduct business process and business functional requirements with the key business users (Identify project value propositions, Identify the pains and business objectives of the business owners, Collaborate with key business users on the AS-IS and TO-Be process for the requirements Conduct software vendor RFP (Request for proposal) and vendor evaluation process with key stakeholders. Be the IT Project Manager to the Business Project Manager implementing Business Applications. As the 2nd line or subject matter expert to provide production business application functional support Ensure IT projects follow pre-defined structure, information risk, defined standards or processes, and projects are carried out in a consistent and business users focused manner Maintain Knowledge and awareness of policies and guidelines in processes and tools Demonstrated ability to develop effective and innovative systems solutions Strong knowledge of integration points between various business processes and be able to raise concerns and provide recommendations Qualification: A Bachelor or master’s degree in MIS, Information Technology, Computer Engineering, Computer Sciences or related fields Must have 5+ years of business application software implementation experience. Business application project implementation work experience in ERP for manufacturing environment is a plus e.g. but not limited to  Production management, Warehouse management, Sales and Distributions, Finance Accounting, HR, etc. Business application project management experience is a must Strong people management skills are a must Good communication skill is essential Good problem-solving skills are a must Strong teamwork Self-discipline, self-motivated individual Strong understanding of technology and technology trends Programming development experience is a plus"
