Jobtitle,Company,Location,Job Position,Salary Min,Salary Max,Job Description
Interpreter JP (N2)/ล่ามภาษาญี่ปุ่น (N2),"AH BRAKE (THAILAND) CO., LTD.",Rayong,Administrative Assistants,Full time,,,"Job Descriptions 1.Interpretation in the meeting/conversation JP→TH and TH→JP. 2.Translate documents JP→TH and TH→JP. 3.Support any tasks as assigned by section. Qualification ・Age 26 -36 years. ・Bachelor's degree in Japanese or related field. ・Japanese language proficiency test at level N2 up. ・At least 3 years of experience as a Japanese interpreter in a related field. (Automotive industry will be advantage). ・Can go on Japan business trip (approximately 3 months) to support engineer team. ・Able to work under pressure, good relationship. ・Good computer skill ( Word, Excel, Power Point ,Outlook )"
Interpreter (JP)/ล่ามภาษาญี่ปุ่น,"CCI AUTOMOTIVE PRODUCTS CO., LTD.",Rayong,Administrative Assistants,Full time,25000,29999,"Interpret JP to TH and TH to JP in morning meetings, internal meetings, and production line. Coordinator in communication interpreter and support other departments. Translate documents from TH to JP and JP to TH or ENG. Attending internal meetings in factory and office, then support interpreting during the meeting. Coordinator in IT system and device with IT outsource & JP IT manager and IT Team. Support to register data in the system with JP IT manager. Support and coordinate to help all staff in the basic IT issue. Support and create WI & BCP in IT side."
HR & GA Staff (Japanese Speaking) (25K–35K) (SDG-101311)/เจ้าหน้าที่ฝ่าย HR...,"RGF HR Agent (Thailand) Co., Ltd.","Pathum Wan, Bangkok",Administrative Assistants,Full time,,,"Job Responsibilities Support Japanese expats about VISA, Work permit, 90 days, BOI etc. Translate documents or interpret in company events or group company meetings. Support business trip arrangement; Air ticket, accommodations, and transportation for staff or guests. Administrative Support such as maid, driver management, office building coordination, translation company coordination, etc. Company activities arrangement; CSR , SDGs. Other jobs as assigned. Necessary Skill / Experience Bachelor's degree or in a relevant field. At least 1 year experience in related function. Proficiency in Japanese (JLPT N2 or above) - (Communicate and Support Japanese expats) Able to Communicate in English (to Communicate internally) Have experience about Visa work permit. Language Skill English level : Conversational Japanese level : Conversational Workplace Area : BTS Chit Lom Working Hour :   9:00-17:30(Monday - Friday, WIO 100%) About the Benefits 25,000–35,000THB About the company Product & Service: Plastics Manufacturer Business Type: General Chemicals (Electronic Material / Liquid Crystal Material); HOW TO APPLY FOR A JOB, *** Please submit your resume with recent photo, your current & expected salary and reference: HR & GA Staff (Japanese Speaking) (25K–35K) (SDG-101311) *** any query regarding this Job or application method, please call Tel. 02-021-0333 689 BHIRAJ TOWER at EmQuartier, 23rd Floor, Room No. 2304-2306 Sukhumvit Road, North Klongton Sub-District, Vadhana District, Bangkok 10110 Website: www.rgf-hragent.asia [link removed] and find us on Facebook: RGF Thailand [link removed]"
Japanese Interpreter (JLPT N1) / BTS Phrom Phong **Attractive Salary &...,"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.",Bangkok,"PA, EA & Secretarial",Full time,,,"Our client is a leading in Car Leasing, Credit Card, Cash Card/Personal Loan, Bank Guarantee Business is URGENTLY looking for a qualified candidate as a below information. Job responsibilities Assist in simultaneous interpretation between Japanese CEO and others both internal and external events/meetings/conferences (Japanese-Thai). Translate documents, reports, and correspondence related to business planning (JP-TH). Coordinate the scheduling and venue arrangements for meetings. Provide support during meetings and create minutes in English. Other related tasks to support the operations. Qualifications Bachelor of Arts, Business Administration, Marketing, or other related fields At least 3 years’ experience as Japanese Interpreter or CEO/MD Secretary Must possess JLPT N1 Computer literacy: Microsoft office (Word, Excel, PowerPoint) Experience from Banking, or Financial Services Business is advantage Having good personality, and systematic & logical thinking More Information Salary: Open to discuss (salary depends of working experience and skills) Benefits: Travel allowance: Fixed 3,000 THB/month, Bonus average 4 months, Group insurance, Provident fund, etc. Working days: Monday – Friday (8:30 – 17:30) **All applications will be treated in strict confidence. All material submitted in connection with your application will become part of our confidential recruitment files. We regret that only shortlisted candidates will be notified.** By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates, in accordance with our Privacy Policy. Please visit www.persolkelly.co.th for a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email to let us know. ********************************** PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd. 27th Floor, Empire Tower 3, Unit 2707, 1 South Sathorn Road, Yannawa, Sathorn, Bangkok 10120 | Thailand Contact Person: Ms. Chutharat (Bee) **Mobile phone: 099-8958298 **"
HR & Admin Manager (70-75K) Working Near BTS Thong Lor Station,"Mind Edge Innovation Co., Ltd.","Vadhana, Bangkok",Administrative Assistants,Full time,,,"Salary = THB 70,000 - 75,000 (Depend on qualifications and experience) Duties & Responsibilities: Develop and implement HR strategies and initiatives aligned with the overall business strategy. Bridge management and employee relations by ensuring employees understading of company business strategies. Manage the recruitment and selection process to align with company strategic positioning. Support current and future business needs through the development, engagement, motivation and preservation of human capital. Develop and monitor overall HR strategies, systems, tactics and procedures across the organization. Nurture a positive working environment. Qualifications: Bachelor's degree or higher in Human Resources Management or any related fields. 8-10 years of experience in HR and Administrative area. At least 5-10 years in Manager Level especially in a manufacturing business. Strong commercial mind-set / business acumen and able to drive continuous improvement. Experience with HR Processes, Practices and Policies. Understandign of Employment Law. Able to travel to upcountry. Good command in English. Benefit: Provident Fund Health Insurance Personal Accident Insurance Annual Salary Increment Annual Leave Variable Bonus: Depend on company’s profit Interested applicants are invited to quick apply or in person or send application with full resume indicating qualifications and experience, transcript, expected salary and recent photo by clicking on ""Apply Now"" Mind Edge Innovation Co., Ltd. 1 Soi Ramkhamhaeng 60/4, Ramkhamhaeng Rd., Huamark, Bangkapi, Bangkok 10240 Contact Number : 080 575 8555 (Khun Antika) Only shortlist candidates will be notified."
Internship:  Legal & Immigration,"Siam Legal (Thailand) Co., Ltd.","Khlong Toei, Bangkok",Administrative Assistants,Contract/Temp,,,"As an intern, you will be an extension of the team and an integral component to the team’s daily tasks and operations. This internship will also provide you an opportunity to learn the essentials of legal, immigration and client interaction as well as expanding your knowledge and skills. Interns will be assigned to one of the following departments: Law Firm (Litigation, Family, Property & Corporate) Immigration Team (Thai, US, UK, and Countries Worldwide) Marketing Team (Social Media Channels, TikTok, YouTube) Qualifications & Responsibilities: Strong English skills is a must Support Siam Legal and its team members Assist and complete assignments from our lawyers and immigration consultants Research and update legal, immigration, or travel topics Draft documents in English and able to speak English with international clients Perform research and market analysis activities Assist in administrative duties and clerical tasks Siam Legal is Thailand's largest legal service network with offices in Bangkok, Phuket, Chiang Mai and Pattaya.  We assist foreigners traveling to Thailand as well as provide full legal and immigration services as a premier international law firm.  If you like interacting with international clients and using your English skills, we are the place for you!"
Sales - Admin job (Japanese speaking) open for fresh grad *please see more...,"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.","Vadhana, Bangkok",Administrative Assistants,Full time,20000,24999,"Sales (Japanese Speaking) Job Descriptions: Implements required Business Plan to achieve target sales amount Maintains contact with the existing client to facilitate routine work proceedings/sales amount Coordinates with internal members in the company to produce intended output for clients Attends business meeting to facilitate sales activities as required Takes up responsibility as a Project Manager as required Understand internal production workflow to a certain extent Other tasks as assigned Requirement : Bachelor’s degree in any fields Japanese language skill (Must hold JLPT N1 or N2) Good command in English (Equivalent to TOEIC score 700) --------------------------------------- Admins (Japanese Speaking) Job Descriptions: Prepare and register product data for webpage according to client’s draft Rewrite and edit technical data for products (industrial components/Automotive part) Coordinate and communicate with other Editors and Project Managers Requirement : Bachelor's Degree in any field, preferably Arts or Humanities Japanese language skill (Must hold JLPT N1 or N2) Good command in English (Equivalent to TOEIC score 650) *All applications will be treated in strict confidence. All material submitted in connection with your application will become part of our confidential recruitment files. We regret that only shortlisted candidates will be notified. **By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates, in accordance with our Privacy Policy. Please visit www.persolkelly.co.th for a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email to let us know. CONTACT: PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd. บริษัทจัดหางาน เพอร์ซอลเคลลี่ เอชอาร์ เซอร์วิสเซส (ประเทศไทย) จำกัด Or Mynt : 0646284222"
Project Coordinator (Chinese Speaking),Sermsang Power Corporation Public Company Limited,"Dusit, Bangkok",Administrative Assistants,Full time,20000,24999,"Duties and responsibilities Project administration and document controlling throughout business development, project development, and execution of projects in both domestic and overseas. Effectively communicate necessary information to keep all parties informed of progress, achievement of targets, and resolve the issue. Coordinates and schedules meeting and communication plan(s) regarding projects among team and/or business partner. Preparing correspondence, minutes of meeting, internal support materials and presentation to support projects. Translate documents from Chinese to English or English to Chinese Working closely with Business Development team to plan and coordinate activities with all concerned parties to ensure an accomplished and smooth-running of activities under the defined scope of work and specified timeframe. Other duties may be assigned. Qualifications Bachelor or higher in Business / Humanities / Chinese or any related field. New graduated is welcome. Experience in project document management would be an advantage. Excellent in Chinese and English language skill is a must. TOCFL Level C1 or HSK 5 Time management, high interpersonal, coordinate skill and good personality. Ability to travel/work upcountry and abroad Well organized."
Interpreter 2 positions (Chonburi / Rayong) - Contract Position (Salary up to...,"PASONA RECRUITMENT (THAILAND) CO., LTD.",Chon Buri,Administrative Assistants,Contract/Temp,,,"Business: Steel processing Location: Chonburi (Sriracha) / Rayong (Bankhai) Work hour: Monday – Friday (7:30-17:00) and some Saturday (around 4 days per year depend on company's calendar) 【Job Description】 1. Act as Interpreter between a Jap Factory manager and Thai staff with diverse voices, accents, speaking tempos and personalities. 2. Translate with clear and exact translations of written materials, and interpretations of verbal communication. 3. Providing interpretations of questions, answers, statements, arguments, explanations and other forms of verbal communication. 4. Render sight translations of documents and other written materials. 5. Impart thought, purpose, spirit, emotions and tone of speakers from source language into target language. 6. Interpret with no additions or omissions. 7. Inform relevant parties of factors that may hinder your performance. 8. Complete daily activity logs and other documents. 【Qualifications】 ・Between 27-45 years old. ・Bachelor's degree in any field. ・Upper Intermediate Level of Jap (Must have JLPT N2 or N1 ） ・Intermediate level of English (Must have TOEIC score ） ・ Must have experience working as interpreter from factory . ・Able to work overtime and night shift upon request (may or may not required) ・ Able to work on some Saturdays"
"Event Operation (5+ yrs in Event Construction, Management, Operation/ Holding...","SMARTCRUIT CONSULTANT RECRUITMENT CO., LTD.",Bangkok,Administrative Assistants,Full time,30000,34999,"Company Summary: International Marketing Company Location   : Bangkok (ฺBTS Line) Job Reference: JSM 60082 JOB SUMMARY: The company is seeking a qualified candidate for the position of Event Operation at various levels (Officer/Senior/Assistant Manager), contingent on experience. The role involves coordinating with customers and internal teams, managing projects, scheduling, overseeing equipment/booth setup, and planning promotional materials for exhibitions. JOB DESCRIPTIONS: Coordinate with the sales/marketing and production teams (translation, DTP, designer). Manage in-house production teams as well as overseas or local suppliers for translation, DTP, and design work. Create, manage, and oversee all projects in charge's project schedule, cost, and profit. Propose an idea to increase cost efficiency and quality. Create a purchase order, and invoice, and submit the paperwork to the accounting department. Visit the client and meet with the salesperson if technical support is required. You will be discussing more in-depth descriptions with a consultant in the interview session. QUALIFICATIONS: Bachelor's degree in any field. Over 5 years of experience in Event Construction, Management, Operation, or Coordination. Skill of multi-task management & problem solving Computer literacy: MS Office Holding a valid driving license Able to communication in English Salary      : 30,000 - 35,000 (Based on experiences & qualifications) Benefit     : Bonus, Group Insurance (OPD/IPD), Provident Fund, other attractive benefits. Employee Type: Full Time/ Permanent **Only Shortlisted Candidates will be Considered** If you are interested, please do not hesitate to send your full English resume by clicking Apply. SMARTCRUIT CONSULTANT COMPANY LIMITED Contact person: K. Sirapatsorn (Chilli) Amarin Tower, Unit A, 5th Floor, 496-502, Ploenchit Road, Lumpini, Pathumwan, Bangkok 10330 (BTS Chidlom) Tel: 063 323 5079 (Working hour : Mon - Fri 9.00 - 18.00) WEBSITE: smartcruit.co [link removed] LINE: @SMARTCRUIT [link removed] FACEBOOK: Smartcruit [link removed] (Salaryland: Mindset l Attitude l How To l Work-Life เพื่อวัยทำงานให้ประสิทธิภาพเพิ่มขึ้น 99%)"
Interpreter (Japanese English Thai - Speaking ) - 1 year Contract; Annual...,"Isuzu Global CV Engineering Center Co., Ltd.","Huai Khwang, Bangkok",Administrative Assistants,Contract/Temp,,,"Qualifications Education: Bachelor Degree from Arts Faculty majoring Japanese Professional Experience : Having Translator / Interpreter experience at least 3 years Language Skill : Thai , Japanese ( N1 ) , English ( Toeic 800 up ) Computer Skill : Microsoft Office (Word, Excel, Powerpoint) Other Skills : High Communication Skill Engineering knowledge or having experience in Automotive Field would be advantage* Job Details Having strong communication skill & good memory retention Highly Proficient in interpreting and translating EN/JP/TH Able to Interpret [Simultaneous, Consecutive & Whisper] Translating Document both Paper and E-Doc Able to go outside for interpreting/ translating sometimes Able to handle both internal & external meeting Able to interpret in many kind of events ex. Speech, Telephone Good Time Management both translation & Interpreting Welfare ; Working Day and Holiday Regular Working Time: 08.00 – 17.00 Monday – Friday Total Working Day: 245 For anyone who is interested in applying for this position, please submit a resume with recent salary information for company consideration Isuzu Global CV Engineering Center (Job Application) 90 CW Tower A, 37th, 40th Floor Ratchadapisek Road, Huaykwang, Bangkok 10310  Thailand. (Located near MRT: Thailand Cultural Center Station) Website: http://www.isuzu-igce.com/ [link removed]Professional experience in Supplier Quality Assurance ( SQA) of Automotive part or Vehicle company"
**VERY URGENT** - Japanese Interpreter (JLPT N1) - Salary Open - BTS Phrom Phong,"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.",Bangkok,"PA, EA & Secretarial",Full time,,,"Looking for 3 years of working experiences in Japanese Interpreter (JLPT N1) for Leasing Company! ◆Basic information◆ Location: Vadhana, Bangkok - BTS Phrom Phong Working Hours: Monday to Friday, 08:30 AM - 17:30 PM Job Description Assist in simultaneous interpretation between Japanese CEO and others both internal and external events/meetings/conferences (Japanese-Thai). Translate documents, reports, and correspondence related to business planning (JP-TH). Coordinate the scheduling and venue arrangements for meetings. Provide support during meetings and create minutes in English. Other related tasks to support the operations. Requirement: Bachelor of Arts, Business Administration, Marketing, or other related fields At least 3 years’ experience as Japanese Interpreter or CEO/MD Secretary Must possess JLPT N1 Computer literacy: Microsoft office (Word, Excel, PowerPoint) Experience from Banking, or Financial Services Business is advantage Having good personality, and systematic & logical thinking PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd. บริษัทจัดหางานเพอร์ซอลเคลลี่เอชอาร์เซอร์วิสเซส (ประเทศไทย) จำกัด Narakorn Aphichonpongsa (Tay) M (+66) 86 902 9043 27th Floor, Empire Tower 3, Unit 2707, 1 South Sathorn Road, Yannawa, Sathorn, Bangkok 10120 l Thailand *All applications will be treated in strict confidence. All material submitted in connection with your application will become part of our confidential recruitment files. We regret that only shortlisted candidates will be notified. By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy and consented to the collection, use, and disclosure of your personal data by us and our affiliates, in accordance with our Privacy Policy. Please visit www.persolkelly.co.th [link removed] for a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email to let us know."
Japanese Interpreter/Coordinator N2/N1 - 30-40+ BKK - BTS Line,"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.",Bangkok,Administrative Assistants,Full time,,,"Responsibilities: Translate documents, reports, and correspondence related to business planning (JP-TH). Coordinate the scheduling and venue arrangements for meetings. Provide support during meetings and create minutes in English. Other related tasks to support the operations. Qualifications: Bachelor of Arts, Business Administration, Marketing, or other related fields At least 2-3 years’ experience as Japanese Interpreter or CEO / coordinator Must possess JLPT N1/N2 Computer literacy: Microsoft office (Word, Excel, PowerPoint)"
