Jobtitle,Company,Location,Job Position,Salary Min,Salary Max,Job Description
Payment Operations Analyst (German Language),ExxonMobil Limited,"Bang Rak, Bangkok",Analysis & Reporting,Full time,,,"About us At ExxonMobil, our vision is to lead in energy innovations that advance modern living and a net-zero future. As one of the world’s largest publicly traded energy and chemical companies, we are powered by a unique and diverse workforce fueled by the pride in what we do and what we stand for. The success of our Upstream, Product Solutions and Low Carbon Solutions businesses is the result of the talent, curiosity and drive of our people. They bring solutions every day to optimize our strategy in energy, chemicals, lubricants and lower-emissions technologies. We invite you to bring your ideas to ExxonMobil to help create sustainable solutions that improve quality of life and meet society’s evolving needs. Learn more about our What and our Why [link removed] and how we can work [link removed]  [link removed]together [link removed]. ExxonMobil Limited (EML) - one of the largest Global Business Center (Bangkok GBC) in ExxonMobil Global Business Centers network that provides supporting services to ExxonMobil affiliates around the world. Their services include corporate financial, tax and credit, information technology, customer services for fuels, lubricant and chemicals, procurement and payables, human resources and commercial operations for fuels and lubricant. What you will do Provide a service to individuals or groups of retailers for card transactions accepted by branded Esso service stations which have been processed/captured by a centralised on-line European system. Monitor rejected transactions for several European countries to ensure payments made to retailers or groups remain timely. Adhere to different retailer and card issuer contractual controls by responding to issuers in set time periods to avoid financial liability. Use various data sources to monitor and investigate a diverse set of controls, including fraudulent card activity. About you We are looking for someone who has the following qualifications: Skills and Qualifications Bachelor's or Master's Degree in Arts, Business Administration, Accounting, Finance Economics, Data Analytics 0 - 5 year work experience in commercial would be advantage Fluency in German  is a must Good analytical and interpersonal skills Your benefits An ExxonMobil career is one designed to last. Our commitment to you runs deep: our employees grow personally and professionally, with benefits built on our core categories of health, security, finance, and life. We offer you: Competitive benefits and compensation Premium medical health plan & life insuranceAnnual medical check-up Full coverage OPD (for actual reasonable amount necessary for treatment) Limit out-of- pocket for IPD Thai Baht 6,000 dental fee/year Fitness membership Provident fund contribution rate 5%  to 15% of salary Contribution 5% of salary to employee savings plan Housing loan subsidy Workplace flexibility e.g. flexible work hours, work from home 10 to 20 days annual vacation 5 days personal business leave Special occasion leaves e.g. Birthday, Wedding or Graduation Skills training & development program Tuition assistance *Eligibility and details may vary according to work location, service year and conditions in each program/plan. Please note benefits may be changed from time to time without notice, subject to the direction and discretion of the Company and/or applicable law. Application Process Please be informed that only shortlisted candidates will be notified, and you can find out more about our hiring process here [link removed]. For more information about business solicitation and recruiting scams, please click here [link removed]. We thank you for your interest in ExxonMobil. Stay connected with us Learn more at our website [link removed] Follow us on Twitter [link removed] Like us on Facebook [link removed]  [link removed] Subscribe our channel at YouTube [link removed] Equal Opportunity Employer ExxonMobil is an Equal Opportunity Employer.  All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, sexual orientation, gender identity, national origin, citizenship status, protected veteran status, genetic information, or physical or mental disability."
Junior Accountant,"CREA Co., Ltd.","Khlong Toei, Bangkok",Corporate Finance & Investment Banking,Full time,,,"CREA’s mission is to power brand through digital commerce to reach the booming, digital savvy, Millennial and Gen Z consumers in Southeast Asia. The e-commerce business model is evolving fast. Today simply knowing how to list, ship and manage digital payments is not enough to differentiate brand online. Responsibilities of The Role: Assist in the processing of balance sheets, income statements and other financial statements Post and process journal entries to ensure all business transactions are recorded Accurately perform daily reconciliations of cash, prepayment, and cost of service Preparing data for auditors including group consolidation Prepare monthly tax submission Complete end of month close procedures Ad-hoc finance or administrative support to the finance team Assist Finance Manager in any project occurred in the company Requirements: Bachelors degree in accounting 1-2 years experience as accounting staff and have experience monthly financial closing Welcome fresh graduates Proficient in Excel (e.g. Pivot Tables, vLookups etc.) Detail-oriented and employs a proactive approach to problem-solving Good with numbers and figures and an analytical acumen Good understanding of accounting and financial reporting principles and practices Good command in English Experience in ERP Accounting system will be an advantage We offer suitable career paths whilst looking after your financial well-being alongside attractive benefits like Health/Life/Dental insurance and 16 days plus of vacation leave. If you consider yourself an ambitious and driven person who loves everything e-commerce and can keep up with the pace of innovation. We want to hear from you! Apply now! CREA is committed to a diverse and inclusive workplace. CREA is an equal opportunity employer and does not discriminate based on race, national origin, gender, gender identity, sexual orientation, disability, age."
Corporate Client Provident Fund / (Officer - Manager Level),"BBL Asset Management Co., Ltd.","Sathon, Bangkok",Banking - Corporate & Institutional,Full time,,,Responsibilities ขยายฐานลูกค้าใหม่ นำเสนอบริการกองทุนสำรองเลี้ยงชีพให้กับลูกค้า โดยเสนอนโยบายการลงทุนที่เหมาะสม รวมถึงบริการอื่นๆ ที่เกี่ยวข้อง ส่งเสริม พัฒนา ตลอดจนประสานงานกับช่องทางการขยายฐานลูกค้าใหม่ ดำเนินการด้านงานเอกสารต่างๆ ที่เกี่ยวข้องกับการจัดตั้งหรือรับโอนกองทุนสำรองเลี้ยงชีพ จัดทำข้อมูลและร่วมเข้าพบลูกค้าเพื่อรายงานผลการดำเนินงานตามระยะเวลาที่กำหนด ดำเนินการจัดประชุมคณะกรรมการกองทุน และจัดประชุมใหญ่สมาชิกกองทุนทุกปี Qualifications: สำเร็จการศึกษาระดับปริญญาตรี สาขาเศรษฐศาสตร์ การเงิน หรือสาขาอื่นๆ ที่เกี่ยวข้อง หากมีประสบการณ์ธุรกิจธนาคาร กองทุน หรือด้านกองทุนสำรองเลี้ยงชีพ จะพิจารณาเป็นพิเศษ มี IC License สามารถสื่อสารภาษาอังกฤษได้ มีทักษะการนำเสนอที่ดี มีความกระตือรือร้น มีความตั้งใจในการเรียนรู้ และมี Service Mind ผู้สมัครสนใจสมัครผ่าน website https://www.bblam.co.th [link removed] บริษัทหลักทรัพย์จัดการกองทุนรวม บัวหลวง จำกัด 175 อาคารสาธรซิตี้ทาวเวอร์ ชั้น 7 ชั้น 21 และ ชั้น 26 ถนนสาทรใต้ แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพฯ 10120 โทร 0-2674-6696 แฟกซ์ 0-2679-6409
Treasury Operations,Sumitomo Mitsui Banking Corporation,"Sathon, Bangkok",Treasury,Full time,,,"Responsibilities: Handle day-to-day activities in relation to Treasury products i.e. Foreign Exchange, Money Market, Bond issuance, Repurchase Bond, ILF, Securities and Derivatives in order to ensure accuracy of trade capture, trade validation, trade confirmation as well as settlements. Besides be responsible for tracking, monitoring and regulatory reporting. Serve as the primary contact for client communication from reconciliation to query handing and trouble shooting. Ensure strong interact with the front office and middle office for problem resolution and ongoing support. Work with trading, middle office and technology teams to test and implement enhancements to the trading systems including the project participation from the business requirement. Qualifications: Bachelor’s degree or higher in Business Administration ,Finance and Banking, or related fields. At least 4 years of related professional experience in Treasury Operations in Banking or Capital Market. Good command of both spoken and written in English. Strong communication skill and ability to use MS office particularly Excel & Word."
Investment Advisor (Investment Line)/ที่ปรึกษาด้านการลงทุน,TMBThanachart Bank or ttb,"Chatuchak, Bangkok",Corporate Finance & Investment Banking,Full time,,,"Actively call potential customer to recommend investment products. Answer client questions about investment and financial planning through a TTB touch app through real time chat. Develop and maintain a deep understanding of the company's financial products and services. Be able to tailor their sales pitch to the individual needs of each customer Be a customer touch point of mutual fund product. Act as tele-advisor serving all customer segments from mass to upper affluent customers Provide mutual fund-related service, resolutions as well as investment recommendations Understand customer need and be able to assist, resolve problems and advise relevant products that suit with customer needs Execute mutual fund transaction over the phone and support internal licensed staff as bank’s MF transaction service center Qualifications: Bachelor degree of related fields Investment Consultant License (IC), minimum IC complex 2 is required Advance in soft skills related to customer service. Key skills include tele-advisor, good listening and communication especially over tele-channel Able to work under pressure and have experience in complaint handling and managing difficult customers Excellent in problem-solving skill Have strong knowledge in investment products such as mutual fund, stocks and bonds and basis asset allocation framework Be customer-centric by putting customer first i.e. having service mind and be able to provide service beyond customer expectation Have growth mindset Able to adapt well in dynamic working culture, be resilient and adaptive to changes If have experience in brokerage firms or contact center as service staff specialize in investment products would be an advantage"
Exchange Officer/เจ้าหน้าที่แลกเปลี่ยนเงิน (ประจำสาขา),"Super Rich (Thailand) Co., Ltd.",Bangkok,Settlements,Full time,,,"รายละเอียดงาน บริการธุรกรรมทางการเงินที่เกี่ยวข้องกับการแลกเปลี่ยนเงินตราต่างประเทศ ตรวจนับ, จัดเก็บเงินตราต่างประเทศ แนะนำข้อมูลให้แก่ลูกค้าที่มาใช้บริการ คุณสมบัติ วุฒิการศึกษา ปริญญาตรี สาขาการเงินการธนาคาร บริหารธุรกิจ และสาขาอื่นๆที่เกี่ยวข้อง มีประสบการณ์บริการธุรกรรมทางการเงินที่เกี่ยวข้องกับการแลกเปลี่ยนเงินตราต่างประเทศ 1 ปีขึ้นไป รักงานบริการ มีทักษะในการสื่อสารได้ดี สามารถสื่อสารภาษาอังกฤษเบื้องต้นได้ (ภาษาอังกฤษ,ภาษาจีน,ภาษาญี่ปุ่นฯลฯ) สามารถใช้  Computer ได้ (MS Office) สามารถทำงาน 6 วัน/สัปดาห์ และสามารถยืดหยุ่นเวลาทำงานได้ สามารถเดินทางไปปฏิบัติงานโซนพื้นที่ดังนี้ (ถนนพระราม 2 บางขุนเทียน, ถนนพระราม 3 ยานนาวา, ราชพฤกษ์, บางบัวทอง, ศรีนครินทร์)"
Treasury (Officer - Sr. Officer),Manpower Group Thailand,Bangkok,Treasury,Full time,,,"Requirements Manage cash and maintain balance in all company's bank accounts. Including money transfer between bank account. Estimate daily cash requirement to support business activities. Update daily rates and exchange rate report. Deposit cheques/cash/PDC as due. Prepare document supporting the requests for overseas disbursements vouchers. Prepare application for loan borrowing/repayment. Prepare weekly, monthly and quarterly report as assigned such as Loan balance report. Calculate funding cost of borrowing. Perform ad-hoc duties as assigned by supervisor Export daily/monthly/upon request bank statements Deposit cheques/cash/PDC as due. Prepare document supporting the requests for overseas disbursements vouchers. Prepare application for loan repayment. Update POA, authorized signer with banks Perform ad-hoc duties as assigned by supervisor Export monthly/upon request bank statements Prepare application for loan repayment and payment to landlords. Prepare document supporting the requests for overseas disbursements vouchers. Prepare application for Time Deposit. Qualifications A bachelor's degree in finance, accounting, business administration, economics, or a related field is required. Work experience in finance, treasury, or a related field. Strong analytical and financial modeling skills. Knowledge of financial markets, risk management, and investment strategies. Proficiency in using financial software and treasury management systems. Good communication and interpersonal skills. Good command in English"
พนักงานสัญญาจ้าง งาน Share Service - Digital Services Department,The Stock Exchange of Thailand,"Din Daeng, Bangkok",Stockbroking & Trading,Contract/Temp,,,"Responsibility : พิจารณาคำขอการเปิดบัญชี ตรวจสอบ KYC/CDD ตามหลักเกณฑ์และมาตรฐานที่กำหนด รวมถึง ติดต่อประสานงานและตอบข้อซักถามต่างๆ แก่ลูกค้า ดูแลและรับผิดชอบการจัดเก็บข้อมูลของ บจ. เช่น ข้อมูลรายละเอียดของบริษัท สิทธิประโยชน์ งบการเงิน เป็นต้น ดูแลและรับผิดชอบการให้บริการจัดประชุมการประชุมผ่านสื่ออิเล็กทริกนิกส์ (e-Shareholder Meeting) และให้ข้อมูล Support ทางโทรศัพท์ ทดสอบระบบงาน  จัดทำเอกสารคู่มือ / Test Script หรือ งานอื่นๆ ที่ได้รับมอบหมาย Support งานหรือโครงการอื่น ๆ เกี่ยวกับสินค้าและบริการของตลาดหลักทรัพย์ฯ ภายใต้กลุ่มงานสนับสนุนธุรกิจตลาดทุน Qualification : การศึกษาขั้นต่ำปริญญาตรี สาขาที่เป็นประโยชน์ต่องาน เช่น บริหารธุรกิจ เศรษฐศาสตร์ บัญชี การเงิน IT หรือสาขาที่เกี่ยวข้อง มีความละเอียด รอบคอบ รับผิดชอบสูง มีความขยัน อดทน และกระตือรือร้นในการเรียนรู้งานใหม่ๆ มีทักษะในการแก้ปัญหา และการสื่อสารที่ดี (พูด, ฟัง, เขียน, อ่าน) มีทักษะในการรับฟังและเข้าใจความต้องการของลูกค้า มีมนุษยสัมพันธ์ดี รักงานบริการ ทำงานเป็นทีมได้เป็นอย่างดี Interested candidates, please submit your applications ( by word format only ) with detailed resumes stating qualifications, contact telephone number and current photo via APPLY NOW Human Resources Department The Stock Exchange of Thailand The Stock Exchange of Thailand Building, 17th Fl., 93 Ratchadaphisek Road, Dindaeng, Dindaeng, Bangkok 10400 Thailand"
Urgent!  Digital Asset Marker Supervision (พนักงานสัญญาจ้าง) - Digital...,The Stock Exchange of Thailand,"Din Daeng, Bangkok",Stockbroking & Trading,Contract/Temp,,,"Responsibilities: ​ติดตามภาวะตลาดและการซื้อขายโทเคนดิจิทัล รวมถึงจัดทำรายงานที่เกี่ยวข้อง ติดตามการส่งคำสั่งซื้อขายที่ไม่เหมาะสม และพิจารณาดำเนินการตามแนวทางที่กำหนดไว้ ตรวจสอบคุณสมบัติและการปฏิบัติของผู้ออกโทเคนดิจิทัลให้เป็นไปตามกฎเกณฑ์ที่เกี่ยวข้อง และตามเอกสาร whitepaper จัดทำ business requirement และทดสอบระบบงาน จัดทำเอกสารต่าง ๆ ตามมาตรฐาน เช่น Standard Operating Procedure (SOP), Business Continutity Plan (BCP), Testscript, User Manual งานอื่น ๆ ตามที่ได้รับมอบหมาย Qualifications: จบการศึกษาขั้นต่ำ ปริญญาตรี ด้านการบริหาร การเงิน หรือ บัญชี หรือ IT หรือสายงานที่เกี่ยวข้อง สามารถทำงานเป็นกะ หรือวันหยุดได้ ตามที่ได้รับมอบหมาย มีความรู้และความสนใจเกี่ยวกับ Digital Asset จะได้รับการพิจารณาเป็นพิเศษ มีความละเอียด รอบคอบ และรับผิดชอบงานในหน้าที่ สามารถทำงานเป็นทีมได้เป็นอย่างดี มีความขยัน อดทน และพร้อมเรียนรู้อย่างสม่ำเสมอ มีทักษะในการสื่อสาร(พูด, ฟัง, เขียน, อ่าน) และประสานงานร่วมกับผู้อื่นเป็นอย่างดี ความสามารถในการใช้ภาษาอังกฤษ (TOEIC Score >600) Interested candidates, please submit your applications ( by word format only ) with detailed resumes stating qualifications, contact telephone number and current photo via APPLY NOW Human Resources Department The Stock Exchange of Thailand The Stock Exchange of Thailand Building, 17th Fl., 93 Ratchadaphisek Road, Dindaeng, Dindaeng, Bangkok 10400 Thailand"
Business Analyst FP & A,Siam Food Services Ltd.,"Khlong Toei, Bangkok",Analysis & Reporting,Full time,,,"The length of business analyst involvement in projects can vary, as they may only be present in the short-term, coming up with solutions to a problem, or on a long-term basis, where they will assist in the implementation of the solution. The end goal is to provide financial insights that help the decision-making process, drive the initiatives for financial planning and business intelligence systems. This position will report to Financial Controller – Siam Food Service. Responsibilities: Finance Business Partner / Financial Analysis Prepare monthly analysis reporting (i.e. P&L commentary, variance analysis and monthly performance presentation) including ad-hoc requirements Monitor the month end closing to align with forecast and manage to close the gap and analyze the performance vs. LY, Budget, Forecast including identify the key variances and underlying reasons/root cause Tracking KPI performance, monitor the working capital of the company and drive for the area for improvement Work closely with management to identify risks & opportunities on both top and bottom line. Find mitigation plans for gap closure and follow-up on the implementation of ideas/actions Lead or advise for business process improvement and advise for internal control process Support in contract review and alert for concern points to minimize risk of the company Support internal / external parties for business process review / auditing Budgeting, Forecasting and Modelling Prepare weekly P&L forecast and submit to regional finance team on timely basis Lead for budgeting process (P&L, Balance sheet, Cash flow) by working closely with other departments to run and simulate for the short-term plan and long-term plan and prepare budget by cost center to each department team Prepare for budget data / package (i.e. Sales by channel / by product group, P&L, Balance Sheet etc.) for management presentation and uploading to BI tools for keep tracking the performance Performing feasibility studies and evaluating investment opportunities of potential projects (M&A), including risk analysis and financial analysis Build up for financial models / tools to support robust planning and forecasting processes Qualifications Bachelor Degree or Master Degree in Accounting, Finance, Economics, or related fields, CPA is preferable Experience in Business Analyst, FP&A roles for 5 - 8 years’ in FMCG / Retailing or related business Proficient in Excel and MS Office and Good command of English both speaking and writing SAP and Power BI knowledge is a plus Ability to work independently, manage multiple priorities, and work under pressure to meet tight deadlines in a fast-paced environment Ability to lead new processes and drive changes while creating positive working environment Strong analytical and problem-solving skills with a high attention to detail Strong Communication, Interpersonal skills and Presentation skills Collaborative mindset with the ability to build strong relationships and work effectively in cross-functional teams"
Credit Analyst - Commercial Banking (Officer - AVP),United Overseas Bank (Thai) Public Company Limited (UOB),"Sathon, Bangkok",Banking - Corporate & Institutional,Full time,,,"Job Description Gathering and analyzing credit information (in term of quantitative and qualitative analysis) on current and potential borrowers. Determining advisability of granting credit for diversified types of loans. Assisting respective RM in preparing credit proposals for approval. Requirements Bachelor’s degree or Master’s degree in Finance and Banking, Economics or any related field. At least one year experience in Credit Analysis. Good command of English both in written and spoken. Please contact K.Piyaporn S. Tel : 02 343 4255 For further Information about UOB Thai and career opportunities, Please visit our website at www.uob.co.th Only shortlisted candidates will be notified."
Team Manager - Foreign Instructions & Corporate Actions,"Siam Commercial Bank Public Co., Ltd.","Chatuchak, Bangkok",Funds Management,Full time,,,"Job Description: ควบคุมดูแลและรับผิดชอบการปฏิบัติงานทางด้าน Settlement Process ด้านสิทธิประโยชน์และควบคุมหลักทรัพย์ วางแผนและร่วมพัฒนาระบบงานใหม่ๆ รวมทั้งปรับปรุงกระบวนการทำงานให้มีประสิทธิภาพดีขึ้นอย่างต่อเนื่อง เพื่อ ตอบสนองการให้บริการแก่ลูกค้าในปัจจุบันและอนาคต การปฏิบัติงานอยู่ภายใต้กฎระเบียบข้อบังคับของทางการ เช่น สำนักงานคณะกรรมการกำกับหลักทรัพย์และตลาด หลักทรัพย์ (กลต.), ธนาคารแห่งประเทศไทย, สำนักงานป้องกันและปราบปรามการฟอกเงิน (ปปง.), และกรมสรรพากร เป็นต้น ทั้งนี้ เพื่อให้สามารถรองรับ New regulation และ New requirement ได้อย่างมีประสิทธิภาพและต่อเนื่อง บริหารจัดการกลุ่มลูกค้าที่ใช้บริการรับฝากทรัพย์สิน อาทิ เช่น บริษัทหลักทรัพย์จัดการกองทุนรวมต่าง ๆ กองทุน บำเหน็จบำนาญข้าราชการ, สำนักงานประกันสังคม, บริษัทมหาชน เป็นต้น สนับสนุนหน่วยงานธุรกิจ อาทิ Corporate Trust , RM และลูกค้ารายใหญ่ เป็นต้น สำหรับการลงทุนใหม่ ๆ ทั้งในและต่างประเทศของลูกค้า วางแผนงานและควบคุมบริหารโครงการ Project Initiative and Lean Project ที่ได้รับมอบหมายให้แล้วเสร็จตาม เป้าหมาย จัดทำและทบทวน Procedure และคู่มือที่เกี่ยวข้องกับการปฏิบัติงานของหน่วยงาน ให้เป็นปัจจุบัน ควบคุมและติดตามแก้ไขปัญหาต่าง ๆ ที่เกิดขึ้นให้แล้วเสร็จอย่างสมบูรณ์ ตลอดจนแนวทางป้องกันมิให้เกิดปัญหาขึ้นอีก Qualifications ปริญญาตรี หรือ ปริญญาโท สาขาบริหารธุรกิจ/การเงิน/เศรษฐศาสตร์/บัญชี หรือสาขาที่เกี่ยวข้อง มีประสบการณ์ด้าน Settlement Process/ ด้านสิทธิประโยชน์และควบคุมหลักทรัพย์ ในธนาคาร อย่างน้อย 5 ปี ความรู้ด้านบัญชี/การเงินการธนาคาร และโปรแกรมคอมพิวเตอร์ Microsoft Office เป็นอย่างดี มีทักษะการสื่อสารดี สามารถอ่าน พูด เขียน สื่อสารภาษาอังกฤษได้อย่างดี มีประสบการณ์จะพิจารณาเป็นพิเศษ•มีทักษะของการเป็นผู้นำ มีทัศนคติที่ดี มีมนุษย์สัมพันธ์และการสื่อสารที่ดี"
ตำแหน่งบัญชี 2 อัตรา/ตำแหน่งบัญชี 2 อัตรา,"GOGLOBAL ACCOUNTING (THAILAND) CO., LTD.","Khlong Toei, Bangkok",Corporate Finance & Investment Banking,Full time,,,บริษัท โกโกลบอล แอคเค้าติ้ง ( ไทยแลนด์ ) จำกัด รับสมัคร : ตำแหน่งบัญชี 2 อัตรา เวลาทำงาน : จันทร์-ศุกร์  9:00-18:00 สถานที่ปฏิบัติงาน : เลขที่ 75/14 ชั้น 15 อาคารโอเชี่ยน ทาวเวอร์ 2  ซ.สุขุมวิท 19 (วัฒนา) ถนนสุขุมวิท แขวงคลองเตยเหนือ เขตวัฒนา   กรุงเทพมหานคร 10110 (BTS แถว Asok ) (เดือนมีนาคม 2567 ออฟฟิศย้านไปที่ คันทรี่คอมเพล็กซ์ ทาวเวอร์) สวัสดีการ : เงินเดือน 25000 - 30 000 บาท -มีค่าคอมมิชั่น -ค่าประกันสังคม -วันหยุดพักผ่อนประจำปี -กิจกรรมท่องเที่ยวประจำปี - โบนัสประจำปี(ขึ้นอยู่กับผลประกอบการของบริษัทฯ) -ปรับเงินประจำปี ลักษณะการทำงาน : จัดทำและนำส่งภาษีรายเดือน รายปีให้ลูกค้า ออกงบเดือนให้ลุกค้า ยื่นประกันสังคมให้ลูกค้า คุณสัมบัติ : วุฒการศึกษา : ปริญญาตรี จบด้านสาขาบัญชี มีประสบการด้านการทำบัญชีอย่างน้อย 2 ปี ขึ้นไป มีประสบการณ์ด้านการทำงานที่สำนักงานบัญชี มีความรู้ทักษะด้านบัญชี สามารถใช้โปรแกรม Excel ได้คล้อง สามารถใช้คอมพิวเตอร์ได้อย่างดี โดยเฉพาะโปรแกรมประยุกต์และสามารถใช้โปรแกรม CD-Organizer ได้
Settlement Officer (TFEX),Bualuang Securities Public Company Limited,"Bang Rak, Bangkok",Settlements,Full time,,,"Job Description : Responsibilities of trade settlement in Derivative Market. Perform for the margin call and coordinate with IC of the client to ensure that the client transfer money to cover on time as regulation. Process the fund transfer; deposit, withdraw the money as the customer’s instruction. Coordinate with the other departments to ensure a smooth and follow up on any discrepancies. Ensure reporting is performed in accordance with the established time frames. Other related duties as assigned. Qualification: Bachelor’s Degree in Business Administration /Finance or related fields Proficiency in English (both spoken and written), and computer skill (Microsoft Office; word/excel) Good relationship, service-minded and good coordinates Able to manage time, priorities tasks and meet deadlines Willing to work extra hours when required At least 1-2 years of experience in securities field and TFEX operations will be advantaged."
Finance and Accounting Manager,"Third Eye Management Solutions Recruitment Co., Ltd.","Pathum Wan, Bangkok",Corporate Finance & Investment Banking,Full time,,,"Client: Major Telecommunication Company Reporting Line: Finance Director Subordinates: A team of 3-4 accounting personnel under supervision Responsibilities: Review and revise financial and accounting policy in line with business requirements, review and revise the system, process and procedure for higher efficiency and accuracy Provide financial analysis, presentation and other supporting materials to support the management for decision-making, supervise accounting team to prepare financial reporting, provide management reports, budgets and analyses of financial performance on timely and accurately basis Liaises with external auditors on statutory financial statements for accuracy and compliance in accordance with Thai Accounting Standards, local laws and regulations As a team leader Finance and Accounting Manager should review team performance and provide support on training as required Skills and Abilities: A seasoned and proactive Head of Finance with solid proven track record in telecommunication business would be an advantage Willing to do his/her role on-grounded finance /accounting supports, building a fundamental of finance /accounting starting Hands-on, solid operation, mature, able to engage and work with “C” level as a business partner Possesses strategic, planning and analysis skills, strong leadership, communication and interpersonal skills Qualifications: A degree in Finance or Accounting is required He/she should have at least 10-15 years experiences in the Finance/Accounting role with at least 5 years at management level"
Finance Business Partner,Osotspa Public Company Limited,"Bang Kapi, Bangkok",Corporate Finance & Investment Banking,Full time,,,"Job Purpose: Finance Business Partner is a pivotal role in which is required a candidate with an entrepreneur mindset. The role typically includes partnering with Customer development team (Sales, Trade Marketing, Sales strategist), and Marketing team in defining the right strategies, managing, and providing business insightful analysis to make the right decision. The role is also to actively provide financial advice and viewpoints to support strategic decision, and identify risks and opportunities, including recommend the mitigation plans. Roles and responsibilities: Partner with Customer development team and Marketing team in driving profitable and sustainable business growth. Leading the development and evaluation of short- and long-term business strategic decisions. Highlight future performance concerns, opportunities and proactively provide financial advice, and business implications. Lead financial agenda in business meetings i.e. CLT, S&OP, ILT, etc. Lead financial performance planning and review both in customers and products view including channel mix, product mix impact. This includes analysis of actual results, financial forecast, relevant market information, as well as budgetary control. Manage, support, and develop team, by leading, coaching, demonstrating them to deliver business result, and their own career development. Support projects as required. Qualifications: Bachelor/ Master’s degree in Business, Finance, Accounting, Economics, Engineering, etc. 8-10 years’ work experience in business planning or financial analysis and/or in FMCG or MNC. Good communication skills (Thai & English) and the ability to develop strong working relationships at all levels, both internally and externally. Proactive, work independently, and able to make sound decision with limited information. Ability to work on own initiatives as well as part of a team with positive attitude. Excellence in systematic, logical, and analytical skills with commercial mindset. Detail-oriented, fast-learning, and committed to work. Strong analytical skills and multi-tasking abilities."
พนักงานสัญญาจ้าง ส่วนบริการผู้ออกหลักทรัพย์ งานนายทะเบียนหลักทรัพย์,The Stock Exchange of Thailand,"Din Daeng, Bangkok",Stockbroking & Trading,Full time,,,"Responsibility ​นำเสนอข้อมูลในรูป Presentation  เพื่อรับเป็นนายทะเบียนหลักทรัพย์ ดูแลให้คำแนะนำ ปรึกษา แก้ปัญหา แก่บริษัทผู้ออกหลักทรัพย์ในบริการ และกฎระเบียบที่เกี่ยวข้องกับงานนายทะเบียน เช่น การจ่ายสิทธิประโยชน์ผู้ถือหุ้น การออกรายงานและข้อมูลต่างๆตามความประสงค์ของบริษัท และสอดคล้องกับกฎระเบียบที่เกี่ยวข้อง ดูแลและรับผิดชอบการบันทึกข้อมูลงานปิดสมุดทะเบียน เพื่อการจัดสรรสิทธิประโยชน์ ตรวจข่าวและการทำงานของบริษัทจดทะเบียนเพื่อให้สอดคล้องและถูกต้องตามกฎเกณฑ์และกฎหมายที่เกี่ยวข้อง ตรวจการคิดค่าบริการงานนายทะเบียนรายปีทุกกรณีที่บริษัทมีการเปลี่ยนแปลงทุนจดทะเบียน พัฒนาระบบงานและหาแนวทางรองรับสินค้าและบริการใหม่ๆ Qualification ​ปริญญาตรีขึ้นไป สาขาที่เป็นประโยชน์ต่องาน เช่น บริหารธุรกิจ เศรษฐศาสตร์ บัญชี การเงิน หรือสาขาที่เกี่ยวข้อง มีความสามารถในการพูด ฟัง อ่าน และเขียนภาษาอังกฤษ อยู่ในเกณฑ์ดีขึ้นไป มีมนุษยสัมพันธ์ดี ชอบการประสานงาน ชอบการเจรจา มีทักษะในการเจรจาต่อรอง การตัดสินใจและแก้ไขปัญหา มีไหวพริบ และมีความรับผิดชอบ มีความคิดสร้างสรรค์และทักษะการจัดทำ Presentation และมีทักษะการนำเสนองานต่อหน้าที่ประชุม มีทักษะในการจับใจความ การพูด และการเขียนทั้งภาษาไทยและภาษาอังกฤษเป็นอย่างดี มีความรู้ความเข้าใจ หรือ ประสบการณ์ด้านตลาดเงินและตลาดทุน ที่เป็นประโยชน์ต่องาน จะได้รับการพิจารณาเป็นพิเศษ Interested candidates, please submit your applications ( by word format only ) with detailed resumes stating qualifications, contact telephone number and current photo via APPLY NOW Human Resources Department The Stock Exchange of Thailand The Stock Exchange of Thailand Building, 17th Fl., 93 Ratchadaphisek Road, Dindaeng, Dindaeng, Bangkok 10400 Thailand"
